Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,8,004,4,Afghanistan,0,94,-,-,94,0.31,0.28,0.02
ALB,8,008,8,Albania,0,7,-,-,7,0.32,0.46,0.02
DZA,8,012,12,Algeria,0,268,-,-,268,0.74,0.87,0.04
AGO,8,024,24,Angola,0,107,-,-,107,0.42,0.36,0.02
AZE,8,031,31,Azerbaijan,0,43,-,-,43,0.52,0.67,0.03
ARG,8,032,32,Argentina,0,258,-,-,258,0.80,0.91,0.04
AUS,8,036,36,Australia,0,750,-,-,750,4.5,5.5,0.21
AUT,8,040,40,Austria,0,77,-,-,77,1.3,1.9,0.07
BHS,8,044,44,Bahamas,0,0,-,-,0,0.00,0.00,0.00
BHR,8,048,48,Bahrain,0,6,-,-,6,0.37,0.49,0.02
BGD,8,050,50,Bangladesh,0,379,-,-,379,0.26,0.33,0.01
ARM,8,051,51,Armenia,0,8,-,-,8,0.38,0.48,0.02
BRB,8,052,52,Barbados,0,1,-,-,1,0.63,0.71,0.03
BEL,8,056,56,Belgium,0,88,-,-,88,1.3,1.6,0.06
BTN,8,064,64,Bhutan,0,0,-,-,0,0.00,0.00,0.00
BOL,8,068,68,Bolivia (Plurinational State of),0,21,-,-,21,0.23,0.25,0.01
BIH,8,070,70,Bosnia Herzegovina,0,9,-,-,9,0.37,0.62,0.02
BWA,8,072,72,Botswana,0,6,-,-,6,0.31,0.33,0.02
BRA,8,076,76,Brazil,0,944,-,-,944,0.55,0.74,0.03
BLZ,8,084,84,Belize,0,1,-,-,1,0.30,0.34,0.02
SLB,8,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,8,096,96,Brunei Darussalam,0,3,-,-,3,0.70,1.1,0.04
BGR,8,100,100,Bulgaria,0,23,-,-,23,0.52,0.79,0.03
MMR,8,104,104,Myanmar,0,203,-,-,203,0.48,0.56,0.02
BDI,8,108,108,Burundi,0,27,-,-,27,0.29,0.25,0.01
BLR,8,112,112,Belarus,0,39,-,-,39,0.57,0.85,0.03
KHM,8,116,116,Cambodia,0,88,-,-,88,0.54,0.70,0.03
CMR,8,120,120,Cameroon,0,66,-,-,66,0.33,0.29,0.02
CAN,8,124,124,Canada,0,356,-,-,356,1.4,1.9,0.07
CPV,8,132,132,Cape Verde,0,1,-,-,1,0.16,0.25,0.01
CAF,8,140,140,Central African Republic,0,17,-,-,17,0.50,0.40,0.03
LKA,8,144,144,Sri Lanka,0,28,-,-,28,0.19,0.23,0.01
TCD,8,148,148,Chad,0,84,-,-,84,0.67,0.57,0.03
CHL,8,152,152,Chile,0,52,-,-,52,0.38,0.49,0.02
CHN,8,156,160,China,0,7414,-,-,7414,0.70,1.1,0.04
COL,8,170,170,Colombia,0,234,-,-,234,0.58,0.73,0.03
COM,8,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,8,178,178,"Congo, Republic of",0,6,-,-,6,0.15,0.13,0.01
COD,8,180,180,"Congo, Democratic Republic of",0,199,-,-,199,0.32,0.25,0.02
CRI,8,188,188,Costa Rica,0,18,-,-,18,0.42,0.59,0.02
HRV,8,191,191,Croatia,0,21,-,-,21,0.80,1.2,0.04
CUB,8,192,192,Cuba,0,21,-,-,21,0.40,0.39,0.02
CYP,8,196,196,Cyprus,0,5,-,-,5,0.47,0.77,0.03
CZE,8,203,203,Czechia,0,82,-,-,82,1.4,1.8,0.07
BEN,8,204,204,Benin,0,46,-,-,46,0.52,0.44,0.03
DNK,8,208,208,Denmark,0,40,-,-,40,1.1,1.5,0.06
DOM,8,214,214,Dominican Republic,0,70,-,-,70,0.81,0.95,0.04
ECU,8,218,218,Ecuador,0,76,-,-,76,0.55,0.62,0.03
