Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,8,004,4,Afghanistan,0,256,-,-,256,1.1,0.65,0.11
ALB,8,008,8,Albania,0,40,-,-,40,1.0,1.7,0.11
DZA,8,012,12,Algeria,0,1057,-,-,1057,2.7,2.5,0.27
AGO,8,024,24,Angola,0,219,-,-,219,1.2,0.64,0.11
AZE,8,031,31,Azerbaijan,0,238,-,-,238,1.9,2.5,0.19
ARG,8,032,32,Argentina,0,2018,-,-,2018,4.4,5.0,0.45
AUS,8,036,36,Australia,0,533,-,-,533,1.7,2.5,0.17
AUT,8,040,40,Austria,0,212,-,-,212,1.5,2.9,0.16
BHS,8,044,44,Bahamas,0,20,-,-,20,4.1,5.5,0.44
BHR,8,048,48,Bahrain,0,21,-,-,21,1.4,1.2,0.15
BGD,8,050,50,Bangladesh,0,1174,-,-,1174,0.74,0.74,0.07
ARM,8,051,51,Armenia,0,93,-,-,93,2.3,3.6,0.25
BRB,8,052,52,Barbados,0,22,-,-,22,5.1,9.3,0.56
BEL,8,056,56,Belgium,0,313,-,-,313,1.9,3.4,0.20
BTN,8,064,64,Bhutan,0,0,-,-,0,0.00,0.00,0.00
BOL,8,068,68,Bolivia (Plurinational State of),0,147,-,-,147,1.6,1.3,0.16
BIH,8,070,70,Bosnia Herzegovina,0,145,-,-,145,2.8,5.5,0.30
BWA,8,072,72,Botswana,0,10,-,-,10,0.59,0.43,0.06
BRA,8,076,76,Brazil,0,6063,-,-,6063,2.5,3.1,0.25
BLZ,8,084,84,Belize,0,9,-,-,9,2.8,2.3,0.31
SLB,8,090,90,Solomon Islands,0,1,-,-,1,0.29,0.14,0.03
BRN,8,096,96,Brunei Darussalam,0,12,-,-,12,2.4,2.9,0.25
BGR,8,100,100,Bulgaria,0,404,-,-,404,4.1,7.6,0.43
MMR,8,104,104,Myanmar,0,727,-,-,727,1.3,1.4,0.13
BDI,8,108,108,Burundi,0,69,-,-,69,1.1,0.56,0.11
BLR,8,112,112,Belarus,0,443,-,-,443,3.1,5.6,0.33
KHM,8,116,116,Cambodia,0,276,-,-,276,1.9,1.7,0.19
CMR,8,120,120,Cameroon,0,211,-,-,211,1.4,0.78,0.14
CAN,8,124,124,Canada,0,1157,-,-,1157,2.3,3.7,0.22
CPV,8,132,132,Cape Verde,0,1,-,-,1,0.20,0.19,0.02
