Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,8,004,4,Afghanistan,0,281,-,-,281,1.1,0.72,0.10
ALB,8,008,8,Albania,0,65,-,-,65,2.0,2.9,0.18
DZA,8,012,12,Algeria,0,1779,-,-,1779,4.3,4.4,0.38
AGO,8,024,24,Angola,0,331,-,-,331,1.7,0.98,0.14
AZE,8,031,31,Azerbaijan,0,377,-,-,377,3.2,4.2,0.29
ARG,8,032,32,Argentina,0,3111,-,-,3111,7.0,8.0,0.63
AUS,8,036,36,Australia,0,2611,-,-,2611,9.8,12.9,0.79
AUT,8,040,40,Austria,0,592,-,-,592,5.3,8.9,0.45
BHS,8,044,44,Bahamas,0,16,-,-,16,3.3,4.6,0.31
BHR,8,048,48,Bahrain,0,39,-,-,39,2.4,2.3,0.22
BGD,8,050,50,Bangladesh,0,1578,-,-,1578,0.96,1.0,0.08
ARM,8,051,51,Armenia,0,122,-,-,122,3.6,5.1,0.35
BRB,8,052,52,Barbados,0,20,-,-,20,5.6,9.2,0.51
BEL,8,056,56,Belgium,0,894,-,-,894,6.4,10.4,0.57
BTN,8,064,64,Bhutan,0,3,-,-,3,0.48,0.42,0.04
BOL,8,068,68,Bolivia (Plurinational State of),0,186,-,-,186,1.9,1.7,0.17
BIH,8,070,70,Bosnia Herzegovina,0,208,-,-,208,4.9,8.7,0.44
BWA,8,072,72,Botswana,0,24,-,-,24,1.2,1.1,0.11
BRA,8,076,76,Brazil,0,9434,-,-,9434,3.9,5.2,0.35
BLZ,8,084,84,Belize,0,7,-,-,7,2.0,1.9,0.19
SLB,8,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,8,096,96,Brunei Darussalam,0,32,-,-,32,6.0,8.0,0.54
BGR,8,100,100,Bulgaria,0,450,-,-,450,5.1,9.2,0.47
MMR,8,104,104,Myanmar,0,1183,-,-,1183,2.1,2.4,0.18
BDI,8,108,108,Burundi,0,76,-,-,76,1.1,0.63,0.10
BLR,8,112,112,Belarus,0,651,-,-,651,5.5,9.1,0.50
KHM,8,116,116,Cambodia,0,446,-,-,446,3.1,2.8,0.27
CMR,8,120,120,Cameroon,0,285,-,-,285,1.7,1.1,0.15
CAN,8,124,124,Canada,0,2728,-,-,2728,6.2,9.6,0.54
CPV,8,132,132,Cape Verde,0,13,-,-,13,2.4,2.5,0.22
CAF,8,140,140,Central African Republic,0,43,-,-,43,1.4,0.90,0.12
LKA,8,144,144,Sri Lanka,0,296,-,-,296,1.2,1.7,0.11
TCD,8,148,148,Chad,0,104,-,-,104,0.80,0.62,0.06
CHL,8,152,152,Chile,0,889,-,-,889,4.0,5.7,0.36
CHN,8,156,160,China,0,76453,-,-,76453,3.8,6.7,0.34
COL,8,170,170,Colombia,0,2184,-,-,2184,4.0,4.9,0.36
COM,8,174,174,Comoros,0,3,-,-,3,0.56,0.35,0.06
COG,8,178,178,"Congo, Republic of",0,45,-,-,45,1.2,0.81,0.10
COD,8,180,180,"Congo, Democratic Republic of",0,579,-,-,579,1.0,0.64,0.09
CRI,8,188,188,Costa Rica,0,160,-,-,160,2.8,3.7,0.25
HRV,8,191,191,Croatia,0,373,-,-,373,7.2,13.0,0.66
