Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,8,004,4,Afghanistan,0,370,-,-,370,1.7,0.91,0.29
ALB,8,008,8,Albania,0,115,-,-,115,2.2,4.2,0.44
DZA,8,012,12,Algeria,0,2072,-,-,2072,4.8,4.6,0.91
AGO,8,024,24,Angola,0,261,-,-,261,1.5,0.75,0.24
AZE,8,031,31,Azerbaijan,0,421,-,-,421,3.6,4.1,0.68
ARG,8,032,32,Argentina,0,5288,-,-,5288,8.7,11.8,1.7
AUS,8,036,36,Australia,0,1772,-,-,1772,3.6,7.1,0.79
AUT,8,040,40,Austria,0,786,-,-,786,3.9,9.2,0.86
BHS,8,044,44,Bahamas,0,39,-,-,39,7.9,9.9,1.5
BHR,8,048,48,Bahrain,0,36,-,-,36,3.3,2.0,0.72
BGD,8,050,50,Bangladesh,0,1571,-,-,1571,1.0,0.95,0.16
ARM,8,051,51,Armenia,0,268,-,-,268,5.8,9.3,1.2
BRB,8,052,52,Barbados,0,58,-,-,58,10.1,21.1,2.1
BEL,8,056,56,Belgium,0,1260,-,-,1260,4.9,11.5,1.1
BTN,8,064,64,Bhutan,0,6,-,-,6,0.87,0.77,0.24
BOL,8,068,68,Bolivia (Plurinational State of),0,318,-,-,318,2.9,2.7,0.54
BIH,8,070,70,Bosnia Herzegovina,0,429,-,-,429,6.1,13.8,1.2
BWA,8,072,72,Botswana,0,19,-,-,19,1.1,0.78,0.22
BRA,8,076,76,Brazil,0,13265,-,-,13265,4.7,6.3,0.92
BLZ,8,084,84,Belize,0,14,-,-,14,4.4,3.4,0.75
SLB,8,090,90,Solomon Islands,0,3,-,-,3,0.76,0.42,0.18
BRN,8,096,96,Brunei Darussalam,0,24,-,-,24,5.2,5.4,1.1
BGR,8,100,100,Bulgaria,0,1382,-,-,1382,8.6,21.2,1.7
MMR,8,104,104,Myanmar,0,1363,-,-,1363,2.4,2.5,0.46
BDI,8,108,108,Burundi,0,109,-,-,109,1.9,0.87,0.34
BLR,8,112,112,Belarus,0,1227,-,-,1227,7.0,13.6,1.4
KHM,8,116,116,Cambodia,0,488,-,-,488,3.5,2.9,0.66
CMR,8,120,120,Cameroon,0,291,-,-,291,2.0,1.1,0.32
CAN,8,124,124,Canada,0,3292,-,-,3292,4.2,9.0,0.87
CPV,8,132,132,Cape Verde,0,4,-,-,4,1.1,0.71,0.37
CAF,8,140,140,Central African Republic,0,46,-,-,46,1.8,0.92,0.31
LKA,8,144,144,Sri Lanka,0,496,-,-,496,1.5,2.3,0.29
TCD,8,148,148,Chad,0,89,-,-,89,0.71,0.51,0.08
CHL,8,152,152,Chile,0,1512,-,-,1512,5.0,8.1,1.0
CHN,8,156,160,China,0,80488,-,-,80488,3.2,5.9,0.66
COL,8,170,170,Colombia,0,3034,-,-,3034,4.8,6.0,0.93
COM,8,174,174,Comoros,0,7,-,-,7,1.4,0.77,0.22
COG,8,178,178,"Congo, Republic of",0,36,-,-,36,1.1,0.62,0.19
COD,8,180,180,"Congo, Democratic Republic of",0,788,-,-,788,1.6,0.83,0.28
CRI,8,188,188,Costa Rica,0,362,-,-,362,5.1,7.2,1.0
HRV,8,191,191,Croatia,0,913,-,-,913,9.5,23.9,2.1
CUB,8,192,192,Cuba,0,1647,-,-,1647,7.3,15.2,1.6
CYP,8,196,196,Cyprus,0,158,-,-,158,7.0,13.4,1.6
CZE,8,203,203,Czechia,0,1434,-,-,1434,5.6,14.0,1.2
BEN,8,204,204,Benin,0,167,-,-,167,2.4,1.3,0.48
DNK,8,208,208,Denmark,0,917,-,-,917,6.4,16.6,1.5
DOM,8,214,214,Dominican Republic,0,705,-,-,705,6.3,6.5,1.1
ECU,8,218,218,Ecuador,0,656,-,-,656,3.5,3.7,0.69
SLV,8,222,222,El Salvador,0,215,-,-,215,3.0,3.4,0.58
GNQ,8,226,226,Equatorial Guinea,0,20,-,-,20,2.2,1.3,0.24
ETH,8,231,231,Ethiopia,0,2484,-,-,2484,3.5,2.1,0.51
ERI,8,232,232,Eritrea,0,58,-,-,58,2.5,1.6,0.41
EST,8,233,233,Estonia,0,204,-,-,204,6.9,16.5,1.6
FJI,8,242,242,Fiji,0,22,-,-,22,2.4,2.4,0.42
FIN,8,246,246,Finland,0,602,-,-,602,4.3,11.5,0.94
FRA,8,250,250,France (metropolitan),0,7931,-,-,7931,5.4,12.9,1.2
GUF,8,254,254,French Guyana,0,12,-,-,12,4.2,3.9,0.85
PYF,8,258,258,French Polynesia,0,13,-,-,13,3.5,4.7,0.70
DJI,8,262,262,Djibouti,0,23,-,-,23,2.8,2.3,0.46
GAB,8,266,266,Gabon,0,40,-,-,40,2.6,1.7,0.34
GEO,8,268,268,Georgia,0,238,-,-,238,3.4,6.2,0.67
GMB,8,270,270,The Republic of the Gambia,0,11,-,-,11,0.74,0.43,0.08
PSE,8,275,275,Gaza Strip and West Bank,0,186,-,-,186,6.3,3.5,1.2
DEU,8,276,276,Germany,0,8613,-,-,8613,4.5,11.1,0.98
GHA,8,288,288,Ghana,0,173,-,-,173,0.90,0.54,0.20
GRC,8,300,300,Greece,0,1667,-,-,1667,6.8,17.5,1.5
GLP,8,312,312,"France, Guadeloupe",0,50,-,-,50,5.9,13.2,1.1
GUM,8,316,316,Guam,0,12,-,-,12,4.7,7.2,1.2
GTM,8,320,320,Guatemala,0,371,-,-,371,2.8,2.0,0.54
GIN,8,324,324,Guinea,0,59,-,-,59,0.78,0.43,0.11
GUY,8,328,328,Guyana,0,27,-,-,27,3.3,3.5,0.65
HTI,8,332,332,Haiti,0,429,-,-,429,4.4,3.7,0.94
HND,8,340,340,Honduras,0,217,-,-,217,2.7,2.2,0.42
HUN,8,348,348,Hungary,0,2283,-,-,2283,10.7,25.0,2.2
ISL,8,352,352,Iceland,0,50,-,-,50,7.6,15.1,1.7
IND,8,356,356,India,0,18291,-,-,18291,1.3,1.3,0.23
IDN,8,360,360,Indonesia,0,8643,-,-,8643,3.0,3.1,0.56
IRN,8,364,364,"Iran, Islamic Republic of",0,3803,-,-,3803,4.2,4.5,0.82
IRQ,8,368,368,Iraq,0,830,-,-,830,3.2,2.0,0.54
IRL,8,372,372,Ireland,0,294,-,-,294,3.1,6.1,0.74
ISR,8,376,376,Israel,0,633,-,-,633,5.0,7.3,1.1
ITA,8,380,380,Italy,0,9175,-,-,9175,6.0,16.5,1.4
CIV,8,384,384,"Côte d'Ivoire",0,466,-,-,466,3.1,1.7,0.49
JAM,8,388,388,Jamaica,0,296,-,-,296,8.2,10.1,1.6
JPN,8,392,392,Japan,0,18716,-,-,18716,5.5,16.5,1.2
KAZ,8,398,398,Kazakhstan,0,926,-,-,926,4.3,4.9,0.83
JOR,8,400,400,Jordan,0,418,-,-,418,5.6,4.1,0.97
KEN,8,404,404,Kenya,0,1111,-,-,1111,4.0,2.0,0.74
PRK,8,408,408,"Korea, Democratic People Republic of",0,1815,-,-,1815,5.0,7.1,0.91
KOR,8,410,410,"Korea, Republic of",0,3827,-,-,3827,3.5,7.8,0.78
KWT,8,414,414,Kuwait,0,123,-,-,123,3.3,2.8,0.70
KGZ,8,417,417,Kyrgyzstan,0,114,-,-,114,2.1,1.7,0.43
LAO,8,418,418,"Lao People's Democratic Republic",0,207,-,-,207,3.8,2.8,0.72
LBN,8,422,422,Lebanon,0,331,-,-,331,4.4,5.0,0.83
LSO,8,426,426,Lesotho,0,31,-,-,31,1.9,1.4,0.40
LVA,8,428,428,Latvia,0,197,-,-,197,4.7,11.4,1.0
LBR,8,430,430,Liberia,0,57,-,-,57,1.8,1.1,0.30
LBY,8,434,434,Libya,0,284,-,-,284,5.1,4.1,1.3
LTU,8,440,440,Lithuania,0,321,-,-,321,5.5,13.0,1.2
LUX,8,442,442,Luxembourg,0,54,-,-,54,4.8,8.8,1.0
MDG,8,450,450,Madagascar,0,224,-,-,224,1.4,0.77,0.26
MWI,8,454,454,Malawi,0,130,-,-,130,1.3,0.65,0.24
MYS,8,458,458,Malaysia,0,1635,-,-,1635,4.5,5.0,0.88
MDV,8,462,462,Maldives,0,11,-,-,11,3.3,2.1,0.69
MLI,8,466,466,Mali,0,301,-,-,301,3.0,1.4,0.50
MLT,8,470,470,Malta,0,57,-,-,57,5.2,13.5,1.1
MTQ,8,474,474,"France, Martinique",0,45,-,-,45,5.3,12.9,1.0
MRT,8,478,478,Mauritania,0,62,-,-,62,2.1,1.3,0.34
MUS,8,480,480,Mauritius,0,98,-,-,98,4.6,7.9,0.89
MEX,8,484,484,Mexico,0,5445,-,-,5445,3.9,4.2,0.71
MNG,8,496,496,Mongolia,0,64,-,-,64,2.3,1.9,0.39
MDA,8,498,498,Republic of Moldova,0,573,-,-,573,8.6,14.6,1.6
MNE,8,499,499,Montenegro,0,75,-,-,75,6.3,12.4,1.3
MAR,8,504,504,Morocco,0,1383,-,-,1383,3.3,3.7,0.61
MOZ,8,508,508,Mozambique,0,177,-,-,177,1.1,0.54,0.24
OMN,8,512,512,Oman,0,143,-,-,143,3.6,2.7,0.57
NAM,8,516,516,Namibia,0,48,-,-,48,3.1,1.8,0.52
NPL,8,524,524,Nepal,0,351,-,-,351,1.3,1.2,0.24
NLD,8,528,528,The Netherlands,0,2791,-,-,2791,6.7,17.1,1.5
NCL,8,540,540,New Caledonia,0,18,-,-,18,4.5,6.3,0.87
VUT,8,548,548,Vanuatu,0,5,-,-,5,2.7,1.6,0.63
NZL,8,554,554,New Zealand,0,638,-,-,638,6.6,13.6,1.5
NIC,8,558,558,Nicaragua,0,207,-,-,207,3.6,3.1,0.69
NER,8,562,562,Niger,0,306,-,-,306,2.5,1.2,0.38
NGA,8,566,566,Nigeria,0,2468,-,-,2468,2.3,1.1,0.41
NOR,8,578,578,Norway,0,881,-,-,881,7.2,16.7,1.7
PAK,8,586,586,Pakistan,0,2801,-,-,2801,1.7,1.2,0.27
PAN,8,591,591,Panama,0,212,-,-,212,4.3,4.9,0.83
PNG,8,598,598,Papua New Guinea,0,160,-,-,160,2.7,1.7,0.54
PRY,8,600,600,Paraguay,0,396,-,-,396,5.8,5.5,1.2
PER,8,604,604,Peru,0,1332,-,-,1332,3.3,4.0,0.70
PHL,8,608,608,Philippines,0,5596,-,-,5596,5.7,5.0,1.2
POL,8,616,616,Poland,0,6413,-,-,6413,7.9,17.8,1.6
PRT,8,620,620,Portugal,0,1746,-,-,1746,6.9,18.5,1.5
GNB,8,624,624,Guinea-Bissau,0,20,-,-,20,1.8,0.97,0.31
TLS,8,626,626,Timor-Leste,0,19,-,-,19,2.1,1.4,0.43
PRI,8,630,630,Puerto Rico,0,511,-,-,511,8.8,19.2,1.6
