Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,8,004,4,Afghanistan,0,351,-,-,351,1.6,0.89,0.15
ALB,8,008,8,Albania,0,104,-,-,104,2.8,4.3,0.28
DZA,8,012,12,Algeria,0,2391,-,-,2391,5.8,5.7,0.58
AGO,8,024,24,Angola,0,366,-,-,366,1.9,1.1,0.17
AZE,8,031,31,Azerbaijan,0,569,-,-,569,4.6,6.0,0.46
ARG,8,032,32,Argentina,0,4645,-,-,4645,10.1,11.4,1.0
AUS,8,036,36,Australia,0,3642,-,-,3642,12.4,16.8,1.1
AUT,8,040,40,Austria,0,898,-,-,898,7.1,12.4,0.70
BHS,8,044,44,Bahamas,0,27,-,-,27,5.6,7.4,0.59
BHR,8,048,48,Bahrain,0,58,-,-,58,3.9,3.4,0.41
BGD,8,050,50,Bangladesh,0,1935,-,-,1935,1.2,1.2,0.12
ARM,8,051,51,Armenia,0,281,-,-,281,6.8,10.9,0.74
BRB,8,052,52,Barbados,0,32,-,-,32,8.1,13.5,0.82
BEL,8,056,56,Belgium,0,1513,-,-,1513,9.6,16.2,0.98
BTN,8,064,64,Bhutan,0,5,-,-,5,0.85,0.68,0.09
BOL,8,068,68,Bolivia (Plurinational State of),0,259,-,-,259,2.8,2.3,0.28
BIH,8,070,70,Bosnia Herzegovina,0,341,-,-,341,7.0,13.0,0.71
BWA,8,072,72,Botswana,0,29,-,-,29,1.6,1.3,0.15
BRA,8,076,76,Brazil,0,13550,-,-,13550,5.5,7.0,0.55
BLZ,8,084,84,Belize,0,11,-,-,11,3.4,2.8,0.37
SLB,8,090,90,Solomon Islands,0,1,-,-,1,0.29,0.14,0.03
BRN,8,096,96,Brunei Darussalam,0,43,-,-,43,8.3,10.3,0.83
BGR,8,100,100,Bulgaria,0,843,-,-,843,8.6,15.8,0.90
MMR,8,104,104,Myanmar,0,1588,-,-,1588,2.8,3.1,0.28
BDI,8,108,108,Burundi,0,99,-,-,99,1.6,0.80,0.16
BLR,8,112,112,Belarus,0,1217,-,-,1217,8.8,15.5,0.91
KHM,8,116,116,Cambodia,0,570,-,-,570,4.0,3.5,0.39
CMR,8,120,120,Cameroon,0,347,-,-,347,2.3,1.3,0.22
CAN,8,124,124,Canada,0,4430,-,-,4430,8.7,14.3,0.86
CPV,8,132,132,Cape Verde,0,16,-,-,16,3.1,3.0,0.30
CAF,8,140,140,Central African Republic,0,49,-,-,49,1.7,1.0,0.15
LKA,8,144,144,Sri Lanka,0,444,-,-,444,1.7,2.3,0.17
TCD,8,148,148,Chad,0,106,-,-,106,0.80,0.62,0.06
CHL,8,152,152,Chile,0,1450,-,-,1450,6.1,8.7,0.63
CHN,8,156,160,China,0,106886,-,-,106886,5.6,8.9,0.56
COL,8,170,170,Colombia,0,3170,-,-,3170,5.7,6.8,0.58
COM,8,174,174,Comoros,0,5,-,-,5,1.0,0.57,0.11
COG,8,178,178,"Congo, Republic of",0,52,-,-,52,1.4,0.92,0.14
COD,8,180,180,"Congo, Democratic Republic of",0,721,-,-,721,1.4,0.78,0.13
CRI,8,188,188,Costa Rica,0,249,-,-,249,4.1,5.4,0.42
HRV,8,191,191,Croatia,0,677,-,-,677,11.4,21.4,1.2
CUB,8,192,192,Cuba,0,1098,-,-,1098,6.2,11.6,0.65
CYP,8,196,196,Cyprus,0,119,-,-,119,7.8,11.5,0.80
CZE,8,203,203,Czechia,0,1174,-,-,1174,8.5,13.8,0.86
BEN,8,204,204,Benin,0,162,-,-,162,2.1,1.3,0.20
DNK,8,208,208,Denmark,0,1132,-,-,1132,14.3,24.4,1.5
DOM,8,214,214,Dominican Republic,0,730,-,-,730,7.0,7.2,0.70
ECU,8,218,218,Ecuador,0,686,-,-,686,4.1,4.1,0.41
SLV,8,222,222,El Salvador,0,177,-,-,177,3.0,3.0,0.30
GNQ,8,226,226,Equatorial Guinea,0,27,-,-,27,3.3,1.9,0.32
ETH,8,231,231,Ethiopia,0,2471,-,-,2471,3.6,2.1,0.34
ERI,8,232,232,Eritrea,0,56,-,-,56,2.5,1.6,0.23
EST,8,233,233,Estonia,0,152,-,-,152,8.6,14.6,0.89
FJI,8,242,242,Fiji,0,24,-,-,24,2.7,2.8,0.26
FIN,8,246,246,Finland,0,532,-,-,532,7.5,12.5,0.75
FRA,8,250,250,France (metropolitan),0,7751,-,-,7751,9.2,15.0,0.93
GUF,8,254,254,French Guyana,0,15,-,-,15,5.4,5.1,0.57
PYF,8,258,258,French Polynesia,0,11,-,-,11,3.2,4.3,0.33
