Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,8,004,4,Afghanistan,0,125,-,-,125,0.43,0.35,0.02
ALB,8,008,8,Albania,0,12,-,-,12,0.56,0.71,0.03
DZA,8,012,12,Algeria,0,495,-,-,495,1.2,1.5,0.07
AGO,8,024,24,Angola,0,153,-,-,153,0.65,0.49,0.04
AZE,8,031,31,Azerbaijan,0,82,-,-,82,0.91,1.2,0.05
ARG,8,032,32,Argentina,0,550,-,-,550,1.5,1.8,0.09
AUS,8,036,36,Australia,0,1025,-,-,1025,5.4,6.7,0.29
AUT,8,040,40,Austria,0,130,-,-,130,1.9,2.8,0.11
BHS,8,044,44,Bahamas,0,1,-,-,1,0.30,0.37,0.02
BHR,8,048,48,Bahrain,0,9,-,-,9,0.48,0.64,0.03
BGD,8,050,50,Bangladesh,0,585,-,-,585,0.38,0.46,0.02
ARM,8,051,51,Armenia,0,9,-,-,9,0.39,0.48,0.02
BRB,8,052,52,Barbados,0,2,-,-,2,1.0,1.3,0.05
BEL,8,056,56,Belgium,0,148,-,-,148,1.8,2.4,0.10
BTN,8,064,64,Bhutan,0,0,-,-,0,0.00,0.00,0.00
BOL,8,068,68,Bolivia (Plurinational State of),0,42,-,-,42,0.45,0.46,0.03
BIH,8,070,70,Bosnia Herzegovina,0,27,-,-,27,0.97,1.6,0.06
BWA,8,072,72,Botswana,0,11,-,-,11,0.53,0.56,0.03
BRA,8,076,76,Brazil,0,1939,-,-,1939,1.0,1.4,0.06
BLZ,8,084,84,Belize,0,1,-,-,1,0.28,0.31,0.02
SLB,8,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,8,096,96,Brunei Darussalam,0,7,-,-,7,1.5,2.3,0.09
BGR,8,100,100,Bulgaria,0,46,-,-,46,0.85,1.4,0.05
MMR,8,104,104,Myanmar,0,329,-,-,329,0.71,0.82,0.04
BDI,8,108,108,Burundi,0,35,-,-,35,0.39,0.31,0.02
BLR,8,112,112,Belarus,0,89,-,-,89,1.1,1.7,0.07
KHM,8,116,116,Cambodia,0,155,-,-,155,1.0,1.1,0.06
CMR,8,120,120,Cameroon,0,103,-,-,103,0.53,0.42,0.03
CAN,8,124,124,Canada,0,621,-,-,621,2.1,3.0,0.12
CPV,8,132,132,Cape Verde,0,5,-,-,5,0.97,1.1,0.06
CAF,8,140,140,Central African Republic,0,23,-,-,23,0.72,0.52,0.04
LKA,8,144,144,Sri Lanka,0,58,-,-,58,0.34,0.42,0.02
TCD,8,148,148,Chad,0,85,-,-,85,0.63,0.55,0.03
CHL,8,152,152,Chile,0,117,-,-,117,0.74,0.97,0.04
CHN,8,156,160,China,0,12799,-,-,12799,1.1,1.6,0.06
COL,8,170,170,Colombia,0,449,-,-,449,1.0,1.3,0.06
COM,8,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,8,178,178,"Congo, Republic of",0,12,-,-,12,0.30,0.24,0.02
COD,8,180,180,"Congo, Democratic Republic of",0,263,-,-,263,0.43,0.32,0.02
CRI,8,188,188,Costa Rica,0,34,-,-,34,0.74,0.99,0.04
HRV,8,191,191,Croatia,0,49,-,-,49,1.5,2.4,0.09
CUB,8,192,192,Cuba,0,42,-,-,42,0.65,0.71,0.03
CYP,8,196,196,Cyprus,0,13,-,-,13,1.2,1.8,0.07
CZE,8,203,203,Czechia,0,135,-,-,135,1.8,2.4,0.10
BEN,8,204,204,Benin,0,64,-,-,64,0.73,0.58,0.04
DNK,8,208,208,Denmark,0,70,-,-,70,1.7,2.3,0.10
DOM,8,214,214,Dominican Republic,0,128,-,-,128,1.4,1.6,0.08
ECU,8,218,218,Ecuador,0,128,-,-,128,0.87,0.96,0.05
SLV,8,222,222,El Salvador,0,40,-,-,40,0.76,0.84,0.04
GNQ,8,226,226,Equatorial Guinea,0,12,-,-,12,0.94,0.90,0.05
ETH,8,231,231,Ethiopia,0,798,-,-,798,0.96,0.77,0.06
ERI,8,232,232,Eritrea,0,23,-,-,23,0.90,0.74,0.05
EST,8,233,233,Estonia,0,14,-,-,14,1.3,2.0,0.08
FJI,8,242,242,Fiji,0,4,-,-,4,0.53,0.59,0.03
FIN,8,246,246,Finland,0,61,-,-,61,1.5,2.1,0.09
FRA,8,250,250,France (metropolitan),0,847,-,-,847,1.8,2.5,0.11
GUF,8,254,254,French Guyana,0,0,-,-,0,0.00,0.00,0.00
PYF,8,258,258,French Polynesia,0,0,-,-,0,0.00,0.00,0.00
DJI,8,262,262,Djibouti,0,6,-,-,6,0.62,0.76,0.04
GAB,8,266,266,Gabon,0,18,-,-,18,0.96,0.93,0.05
GEO,8,268,268,Georgia,0,9,-,-,9,0.29,0.39,0.02
GMB,8,270,270,The Republic of the Gambia,0,7,-,-,7,0.43,0.31,0.03
PSE,8,275,275,Gaza Strip and West Bank,0,41,-,-,41,1.1,0.91,0.06
DEU,8,276,276,Germany,0,428,-,-,428,0.78,1.0,0.04
GHA,8,288,288,Ghana,0,44,-,-,44,0.18,0.16,0.01
GRC,8,300,300,Greece,0,84,-,-,84,1.0,1.7,0.06
GLP,8,312,312,"France, Guadeloupe",0,3,-,-,3,1.3,1.5,0.08
GUM,8,316,316,Guam,0,0,-,-,0,0.00,0.00,0.00
GTM,8,320,320,Guatemala,0,84,-,-,84,0.56,0.55,0.03
GIN,8,324,324,Guinea,0,22,-,-,22,0.26,0.18,0.02
GUY,8,328,328,Guyana,0,7,-,-,7,1.2,1.2,0.07
HTI,8,332,332,Haiti,0,121,-,-,121,1.3,1.3,0.07
HND,8,340,340,Honduras,0,34,-,-,34,0.39,0.42,0.02
HUN,8,348,348,Hungary,0,93,-,-,93,1.2,1.9,0.07
ISL,8,352,352,Iceland,0,3,-,-,3,1.1,1.5,0.07
IND,8,356,356,India,0,4364,-,-,4364,0.35,0.42,0.02
IDN,8,360,360,Indonesia,0,1990,-,-,1990,0.84,1.0,0.05
IRN,8,364,364,"Iran, Islamic Republic of",0,1154,-,-,1154,1.3,1.9,0.08
IRQ,8,368,368,Iraq,0,295,-,-,295,0.92,0.83,0.05
IRL,8,372,372,Ireland,0,60,-,-,60,1.5,2.0,0.08
ISR,8,376,376,Israel,0,134,-,-,134,2.0,2.2,0.12
ITA,8,380,380,Italy,0,514,-,-,514,1.2,1.9,0.07
CIV,8,384,384,"Côte d'Ivoire",0,116,-,-,116,0.63,0.48,0.04
JAM,8,388,388,Jamaica,0,37,-,-,37,1.5,1.8,0.09
JPN,8,392,392,Japan,0,1095,-,-,1095,1.3,2.0,0.07
KAZ,8,398,398,Kazakhstan,0,74,-,-,74,0.48,0.55,0.03
JOR,8,400,400,Jordan,0,139,-,-,139,1.7,1.7,0.10
KEN,8,404,404,Kenya,0,238,-,-,238,0.57,0.49,0.03
PRK,8,408,408,"Korea, Democratic People Republic of",0,121,-,-,121,0.61,0.75,0.03
KOR,8,410,410,"Korea, Republic of",0,448,-,-,448,1.1,1.7,0.06
KWT,8,414,414,Kuwait,0,27,-,-,27,0.55,0.92,0.03
KGZ,8,417,417,Kyrgyzstan,0,17,-,-,17,0.32,0.33,0.02
LAO,8,418,418,"Lao People's Democratic Republic",0,69,-,-,69,1.1,1.2,0.06
LBN,8,422,422,Lebanon,0,74,-,-,74,1.3,1.6,0.08
LSO,8,426,426,Lesotho,0,4,-,-,4,0.22,0.23,0.01
LVA,8,428,428,Latvia,0,6,-,-,6,0.40,0.64,0.02
LBR,8,430,430,Liberia,0,16,-,-,16,0.44,0.36,0.03
LBY,8,434,434,Libya,0,98,-,-,98,1.4,1.9,0.09
LTU,8,440,440,Lithuania,0,12,-,-,12,0.63,0.92,0.04
LUX,8,442,442,Luxembourg,0,5,-,-,5,0.83,1.4,0.05
MDG,8,450,450,Madagascar,0,90,-,-,90,0.41,0.36,0.02
MWI,8,454,454,Malawi,0,48,-,-,48,0.35,0.27,0.02
MYS,8,458,458,Malaysia,0,443,-,-,443,1.5,1.8,0.09
MDV,8,462,462,Maldives,0,4,-,-,4,0.66,0.92,0.04
MLI,8,466,466,Mali,0,97,-,-,97,0.75,0.51,0.04
MLT,8,470,470,Malta,0,3,-,-,3,0.76,1.3,0.05
MTQ,8,474,474,"France, Martinique",0,3,-,-,3,1.4,1.7,0.09
MRT,8,478,478,Mauritania,0,18,-,-,18,0.51,0.43,0.03
MUS,8,480,480,Mauritius,0,10,-,-,10,0.90,1.3,0.05
MEX,8,484,484,Mexico,0,1280,-,-,1280,1.2,1.4,0.07
MNG,8,496,496,Mongolia,0,21,-,-,21,0.68,0.82,0.04
MDA,8,498,498,Republic of Moldova,0,14,-,-,14,0.35,0.57,0.02
MNE,8,499,499,Montenegro,0,0,-,-,0,0.00,0.00,0.00
MAR,8,504,504,Morocco,0,322,-,-,322,1.0,1.2,0.06
MOZ,8,508,508,Mozambique,0,57,-,-,57,0.22,0.20,0.01
OMN,8,512,512,Oman,0,87,-,-,87,1.3,2.0,0.08
NAM,8,516,516,Namibia,0,16,-,-,16,0.82,0.72,0.05
NPL,8,524,524,Nepal,0,108,-,-,108,0.45,0.46,0.03
NLD,8,528,528,The Netherlands,0,183,-,-,183,1.6,2.1,0.09
NCL,8,540,540,New Caledonia,0,0,-,-,0,0.00,0.00,0.00
VUT,8,548,548,Vanuatu,0,0,-,-,0,0.00,0.00,0.00
NZL,8,554,554,New Zealand,0,95,-,-,95,2.7,3.4,0.16
NIC,8,558,558,Nicaragua,0,38,-,-,38,0.66,0.72,0.04
NER,8,562,562,Niger,0,103,-,-,103,0.70,0.44,0.04
NGA,8,566,566,Nigeria,0,448,-,-,448,0.31,0.24,0.02
NOR,8,578,578,Norway,0,126,-,-,126,3.0,4.1,0.17
PAK,8,586,586,Pakistan,0,1403,-,-,1403,0.78,0.75,0.04
PAN,8,591,591,Panama,0,31,-,-,31,0.87,0.99,0.05
PNG,8,598,598,Papua New Guinea,0,13,-,-,13,0.18,0.17,0.01
PRY,8,600,600,Paraguay,0,72,-,-,72,1.2,1.3,0.07
PER,8,604,604,Peru,0,130,-,-,130,0.48,0.55,0.03
PHL,8,608,608,Philippines,0,1034,-,-,1034,1.2,1.2,0.07
POL,8,616,616,Poland,0,242,-,-,242,0.74,1.2,0.04
PRT,8,620,620,Portugal,0,123,-,-,123,1.6,2.6,0.10
GNB,8,624,624,Guinea-Bissau,0,6,-,-,6,0.42,0.33,0.02
TLS,8,626,626,Timor-Leste,0,6,-,-,6,0.68,0.53,0.04
PRI,8,630,630,Puerto Rico,0,48,-,-,48,2.2,3.4,0.14
QAT,8,634,634,Qatar,0,20,-,-,20,0.50,0.85,0.03
REU,8,638,638,"France, La Réunion",0,4,-,-,4,0.61,0.73,0.04
ROU,8,642,642,Romania,0,146,-,-,146,0.99,1.5,0.06
RUS,8,643,643,Russian Federation,0,1114,-,-,1114,0.91,1.3,0.05
RWA,8,646,646,Rwanda,0,46,-,-,46,0.45,0.40,0.03
LCA,8,662,662,Saint Lucia,0,1,-,-,1,0.61,0.84,0.04
STP,8,678,678,Sao Tome and Principe,0,0,-,-,0,0.00,0.00,0.00
SAU,8,682,682,Saudi Arabia,0,375,-,-,375,0.93,1.4,0.06
SEN,8,686,686,Senegal,0,62,-,-,62,0.52,0.41,0.03
SRB,8,688,688,Serbia,0,65,-,-,65,0.94,1.4,0.05
SLE,8,694,694,Sierra Leone,0,1,-,-,1,0.02,0.01,0.00
SGP,8,702,702,Singapore,0,61,-,-,61,1.2,1.9,0.07
SVK,8,703,703,Slovakia,0,21,-,-,21,0.49,0.70,0.03
VNM,8,704,704,Viet Nam,0,567,-,-,567,0.66,0.84,0.04
SVN,8,705,705,Slovenia,0,23,-,-,23,1.4,2.2,0.08
SOM,8,706,706,Somalia,0,72,-,-,72,0.76,0.49,0.04
ZAF,8,710,710,South Africa,0,304,-,-,304,0.56,0.65,0.03
ZWE,8,716,716,Zimbabwe,0,60,-,-,60,0.55,0.45,0.03
ESP,8,724,724,Spain,0,252,-,-,252,0.73,1.1,0.04
SSD,8,728,728,South Sudan,0,42,-,-,42,0.54,0.42,0.03
SDN,8,729,729,Sudan,0,300,-,-,300,0.90,0.77,0.05
SUR,8,740,740,Suriname,0,3,-,-,3,0.63,0.71,0.04
SWZ,8,748,748,Eswatini,0,4,-,-,4,0.42,0.39,0.02
SWE,8,752,752,Sweden,0,135,-,-,135,1.8,2.4,0.11
CHE,8,756,756,Switzerland,0,121,-,-,121,1.9,2.7,0.11
SYR,8,760,760,Syrian Arab Republic,0,97,-,-,97,0.59,0.63,0.03
TJK,8,762,762,Tajikistan,0,38,-,-,38,0.49,0.46,0.03
THA,8,764,764,Thailand,0,529,-,-,529,0.96,1.4,0.05
TGO,8,768,768,Togo,0,44,-,-,44,0.70,0.59,0.04
TTO,8,780,780,Trinidad and Tobago,0,12,-,-,12,0.84,1.4,0.05
ARE,8,784,784,United Arab Emirates,0,37,-,-,37,0.30,0.46,0.02
TUN,8,788,788,Tunisia,0,118,-,-,118,1.1,1.4,0.06
TUR,8,792,792,Türkiye,0,954,-,-,954,1.3,1.6,0.08
TKM,8,795,795,Turkmenistan,0,14,-,-,14,0.27,0.29,0.02
UGA,8,800,800,Uganda,0,145,-,-,145,0.46,0.33,0.03
UKR,8,804,804,Ukraine,0,248,-,-,248,0.64,1.0,0.04
MKD,8,807,807,North Macedonia,0,15,-,-,15,0.79,1.3,0.05
EGY,8,818,818,Egypt,0,1029,-,-,1029,1.2,1.2,0.07
GBR,8,826,826,United Kingdom,0,760,-,-,760,1.5,2.0,0.09
TZA,8,834,834,"Tanzania, United Republic of",0,286,-,-,286,0.66,0.52,0.04
USA,8,840,840,United States of America,0,7700,-,-,7700,3.0,4.0,0.18
BFA,8,854,854,Burkina Faso,0,116,-,-,116,0.74,0.60,0.04
URY,8,858,858,Uruguay,0,43,-,-,43,1.6,2.0,0.09
UZB,8,860,860,Uzbekistan,0,99,-,-,99,0.33,0.38,0.02
VEN,8,862,862,Venezuela,0,179,-,-,179,0.78,0.86,0.04
WSM,8,882,882,Samoa,0,0,-,-,0,0.00,0.00,0.00
YEM,8,887,887,Yemen,0,204,-,-,204,0.86,0.75,0.05
ZMB,8,894,894,Zambia,0,33,-,-,33,0.24,0.19,0.01
,,,,Total,,58336,,,58336,0.92,1.1,0.05
