Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,8,004,4,Afghanistan,0,162,-,-,162,0.63,0.42,0.05
ALB,8,008,8,Albania,0,11,-,-,11,0.43,0.54,0.03
DZA,8,012,12,Algeria,0,488,-,-,488,1.3,1.3,0.09
AGO,8,024,24,Angola,0,167,-,-,167,0.91,0.51,0.07
AZE,8,031,31,Azerbaijan,0,104,-,-,104,1.0,1.3,0.08
ARG,8,032,32,Argentina,0,772,-,-,772,1.9,2.1,0.14
AUS,8,036,36,Australia,0,201,-,-,201,0.80,1.1,0.06
AUT,8,040,40,Austria,0,56,-,-,56,0.56,0.94,0.04
BHS,8,044,44,Bahamas,0,6,-,-,6,1.4,1.9,0.11
BHR,8,048,48,Bahrain,0,7,-,-,7,0.35,0.43,0.03
BGD,8,050,50,Bangladesh,0,708,-,-,708,0.45,0.48,0.03
ARM,8,051,51,Armenia,0,21,-,-,21,0.77,0.95,0.06
BRB,8,052,52,Barbados,0,4,-,-,4,1.2,2.0,0.10
BEL,8,056,56,Belgium,0,80,-,-,80,0.66,1.0,0.05
BTN,8,064,64,Bhutan,0,0,-,-,0,0.00,0.00,0.00
BOL,8,068,68,Bolivia (Plurinational State of),0,74,-,-,74,0.83,0.72,0.06
BIH,8,070,70,Bosnia Herzegovina,0,31,-,-,31,0.88,1.5,0.07
BWA,8,072,72,Botswana,0,5,-,-,5,0.27,0.23,0.02
BRA,8,076,76,Brazil,0,2511,-,-,2511,1.2,1.5,0.09
BLZ,8,084,84,Belize,0,2,-,-,2,0.55,0.55,0.04
SLB,8,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,8,096,96,Brunei Darussalam,0,4,-,-,4,0.81,1.1,0.07
BGR,8,100,100,Bulgaria,0,115,-,-,115,1.5,2.6,0.11
MMR,8,104,104,Myanmar,0,352,-,-,352,0.66,0.75,0.05
BDI,8,108,108,Burundi,0,37,-,-,37,0.54,0.31,0.04
BLR,8,112,112,Belarus,0,105,-,-,105,1.1,1.6,0.09
KHM,8,116,116,Cambodia,0,158,-,-,158,1.2,1.1,0.09
CMR,8,120,120,Cameroon,0,130,-,-,130,0.78,0.50,0.06
CAN,8,124,124,Canada,0,462,-,-,462,1.3,1.8,0.09
CPV,8,132,132,Cape Verde,0,1,-,-,1,0.22,0.20,0.02
CAF,8,140,140,Central African Republic,0,22,-,-,22,0.81,0.47,0.06
LKA,8,144,144,Sri Lanka,0,77,-,-,77,0.36,0.46,0.03
TCD,8,148,148,Chad,0,74,-,-,74,0.57,0.45,0.04
CHL,8,152,152,Chile,0,213,-,-,213,1.1,1.5,0.08
CHN,8,156,160,China,0,12174,-,-,12174,0.73,1.2,0.05
COL,8,170,170,Colombia,0,606,-,-,606,1.3,1.5,0.09
COM,8,174,174,Comoros,0,1,-,-,1,0.20,0.12,0.02
COG,8,178,178,"Congo, Republic of",0,15,-,-,15,0.39,0.28,0.03
COD,8,180,180,"Congo, Democratic Republic of",0,296,-,-,296,0.53,0.33,0.04
CRI,8,188,188,Costa Rica,0,68,-,-,68,1.4,1.7,0.10
HRV,8,191,191,Croatia,0,66,-,-,66,1.6,2.6,0.12
CUB,8,192,192,Cuba,0,157,-,-,157,1.2,2.0,0.09
CYP,8,196,196,Cyprus,0,13,-,-,13,1.0,1.5,0.08
CZE,8,203,203,Czechia,0,86,-,-,86,0.68,1.2,0.05
BEN,8,204,204,Benin,0,54,-,-,54,0.66,0.46,0.05
DNK,8,208,208,Denmark,0,44,-,-,44,0.73,1.1,0.06
DOM,8,214,214,Dominican Republic,0,153,-,-,153,1.6,1.7,0.12
ECU,8,218,218,Ecuador,0,148,-,-,148,0.92,0.97,0.07
SLV,8,222,222,El Salvador,0,50,-,-,50,0.91,0.92,0.07
GNQ,8,226,226,Equatorial Guinea,0,13,-,-,13,1.0,0.92,0.07
ETH,8,231,231,Ethiopia,0,1211,-,-,1211,1.6,1.1,0.12
ERI,8,232,232,Eritrea,0,24,-,-,24,1.1,0.72,0.08
EST,8,233,233,Estonia,0,5,-,-,5,0.36,0.57,0.03
FJI,8,242,242,Fiji,0,5,-,-,5,0.65,0.65,0.05
FIN,8,246,246,Finland,0,34,-,-,34,0.65,0.96,0.05
FRA,8,250,250,France (metropolitan),0,739,-,-,739,1.2,1.7,0.09
GUF,8,254,254,French Guyana,0,2,-,-,2,0.74,0.74,0.06
PYF,8,258,258,French Polynesia,0,0,-,-,0,0.00,0.00,0.00
DJI,8,262,262,Djibouti,0,10,-,-,10,1.2,1.1,0.09
GAB,8,266,266,Gabon,0,21,-,-,21,1.2,0.98,0.09
GEO,8,268,268,Georgia,0,22,-,-,22,0.56,0.78,0.04
GMB,8,270,270,The Republic of the Gambia,0,7,-,-,7,0.43,0.29,0.03
PSE,8,275,275,Gaza Strip and West Bank,0,49,-,-,49,1.5,1.0,0.11
DEU,8,276,276,Germany,0,668,-,-,668,0.77,1.3,0.06
GHA,8,288,288,Ghana,0,46,-,-,46,0.18,0.16,0.01
GRC,8,300,300,Greece,0,135,-,-,135,1.1,2.1,0.09
GLP,8,312,312,"France, Guadeloupe",0,6,-,-,6,1.4,2.3,0.11
GUM,8,316,316,Guam,0,0,-,-,0,0.00,0.00,0.00
GTM,8,320,320,Guatemala,0,105,-,-,105,0.78,0.63,0.06
GIN,8,324,324,Guinea,0,33,-,-,33,0.44,0.26,0.03
GUY,8,328,328,Guyana,0,5,-,-,5,0.73,0.75,0.06
HTI,8,332,332,Haiti,0,168,-,-,168,1.8,1.6,0.13
HND,8,340,340,Honduras,0,100,-,-,100,1.2,1.1,0.09
HUN,8,348,348,Hungary,0,195,-,-,195,1.7,3.0,0.13
ISL,8,352,352,Iceland,0,4,-,-,4,1.2,1.6,0.10
IND,8,356,356,India,0,4794,-,-,4794,0.38,0.40,0.03
IDN,8,360,360,Indonesia,0,2395,-,-,2395,0.87,1.0,0.06
IRN,8,364,364,"Iran, Islamic Republic of",0,970,-,-,970,1.1,1.3,0.08
IRQ,8,368,368,Iraq,0,362,-,-,362,1.2,0.93,0.09
IRL,8,372,372,Ireland,0,18,-,-,18,0.32,0.49,0.03
ISR,8,376,376,Israel,0,101,-,-,101,1.3,1.4,0.10
ITA,8,380,380,Italy,0,706,-,-,706,1.0,1.9,0.08
CIV,8,384,384,"Côte d'Ivoire",0,205,-,-,205,1.3,0.79,0.09
JAM,8,388,388,Jamaica,0,50,-,-,50,1.8,2.1,0.14
JPN,8,392,392,Japan,0,1365,-,-,1365,1.0,1.9,0.08
KAZ,8,398,398,Kazakhstan,0,136,-,-,136,0.78,0.87,0.06
JOR,8,400,400,Jordan,0,159,-,-,159,1.9,1.7,0.14
KEN,8,404,404,Kenya,0,340,-,-,340,0.93,0.65,0.07
PRK,8,408,408,"Korea, Democratic People Republic of",0,335,-,-,335,1.1,1.7,0.08
KOR,8,410,410,"Korea, Republic of",0,448,-,-,448,0.72,1.3,0.05
KWT,8,414,414,Kuwait,0,32,-,-,32,0.49,0.84,0.04
KGZ,8,417,417,Kyrgyzstan,0,24,-,-,24,0.43,0.41,0.03
LAO,8,418,418,"Lao People's Democratic Republic",0,63,-,-,63,1.1,0.94,0.08
LBN,8,422,422,Lebanon,0,90,-,-,90,1.4,1.6,0.11
LSO,8,426,426,Lesotho,0,9,-,-,9,0.59,0.46,0.05
LVA,8,428,428,Latvia,0,10,-,-,10,0.52,0.84,0.04
LBR,8,430,430,Liberia,0,23,-,-,23,0.68,0.47,0.05
LBY,8,434,434,Libya,0,78,-,-,78,1.1,1.3,0.07
LTU,8,440,440,Lithuania,0,24,-,-,24,0.92,1.4,0.07
LUX,8,442,442,Luxembourg,0,4,-,-,4,0.51,0.86,0.04
MDG,8,450,450,Madagascar,0,81,-,-,81,0.41,0.30,0.03
MWI,8,454,454,Malawi,0,64,-,-,64,0.53,0.34,0.04
MYS,8,458,458,Malaysia,0,414,-,-,414,1.3,1.5,0.10
MDV,8,462,462,Maldives,0,2,-,-,2,0.48,0.41,0.04
MLI,8,466,466,Mali,0,138,-,-,138,1.2,0.68,0.08
MLT,8,470,470,Malta,0,3,-,-,3,0.70,1.0,0.06
MTQ,8,474,474,"France, Martinique",0,6,-,-,6,1.5,2.7,0.11
MRT,8,478,478,Mauritania,0,28,-,-,28,0.85,0.62,0.06
MUS,8,480,480,Mauritius,0,13,-,-,13,0.97,1.4,0.08
MEX,8,484,484,Mexico,0,1456,-,-,1456,1.2,1.3,0.09
MNG,8,496,496,Mongolia,0,26,-,-,26,0.86,0.88,0.06
MDA,8,498,498,Republic of Moldova,0,54,-,-,54,1.3,1.8,0.10
