Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,8,004,4,Afghanistan,0,384,-,-,384,1.8,0.94,0.38
ALB,8,008,8,Albania,0,137,-,-,137,2.4,4.8,0.63
DZA,8,012,12,Algeria,0,2357,-,-,2357,5.2,5.2,1.3
AGO,8,024,24,Angola,0,275,-,-,275,1.6,0.79,0.35
AZE,8,031,31,Azerbaijan,0,459,-,-,459,3.8,4.5,0.94
ARG,8,032,32,Argentina,0,6325,-,-,6325,9.4,13.9,2.5
AUS,8,036,36,Australia,0,2511,-,-,2511,4.2,9.9,1.5
AUT,8,040,40,Austria,0,1109,-,-,1109,4.5,12.6,1.4
BHS,8,044,44,Bahamas,0,45,-,-,45,8.7,11.3,2.4
BHR,8,048,48,Bahrain,0,39,-,-,39,3.6,2.2,1.1
BGD,8,050,50,Bangladesh,0,1651,-,-,1651,1.1,0.99,0.19
ARM,8,051,51,Armenia,0,317,-,-,317,6.3,10.8,1.8
BRB,8,052,52,Barbados,0,68,-,-,68,10.9,24.2,2.9
BEL,8,056,56,Belgium,0,1672,-,-,1672,5.6,14.8,1.8
BTN,8,064,64,Bhutan,0,6,-,-,6,0.87,0.77,0.24
BOL,8,068,68,Bolivia (Plurinational State of),0,353,-,-,353,3.0,3.0,0.69
BIH,8,070,70,Bosnia Herzegovina,0,500,-,-,500,6.5,15.6,1.7
BWA,8,072,72,Botswana,0,21,-,-,21,1.2,0.86,0.31
BRA,8,076,76,Brazil,0,15465,-,-,15465,5.1,7.3,1.4
BLZ,8,084,84,Belize,0,17,-,-,17,5.0,4.2,1.4
SLB,8,090,90,Solomon Islands,0,3,-,-,3,0.76,0.42,0.18
BRN,8,096,96,Brunei Darussalam,0,30,-,-,30,6.5,6.8,2.4
BGR,8,100,100,Bulgaria,0,1664,-,-,1664,9.3,24.8,2.4
MMR,8,104,104,Myanmar,0,1484,-,-,1484,2.6,2.7,0.67
BDI,8,108,108,Burundi,0,114,-,-,114,2.0,0.90,0.45
BLR,8,112,112,Belarus,0,1434,-,-,1434,7.4,15.5,1.9
KHM,8,116,116,Cambodia,0,532,-,-,532,3.8,3.1,0.97
CMR,8,120,120,Cameroon,0,300,-,-,300,2.1,1.1,0.40
CAN,8,124,124,Canada,0,4812,-,-,4812,5.0,12.8,1.7
CPV,8,132,132,Cape Verde,0,6,-,-,6,1.4,1.1,0.66
CAF,8,140,140,Central African Republic,0,50,-,-,50,1.9,1.0,0.47
LKA,8,144,144,Sri Lanka,0,551,-,-,551,1.6,2.6,0.41
TCD,8,148,148,Chad,0,89,-,-,89,0.71,0.51,0.08
CHL,8,152,152,Chile,0,1859,-,-,1859,5.6,9.8,1.6
CHN,8,156,160,China,0,97336,-,-,97336,3.6,7.0,1.0
COL,8,170,170,Colombia,0,3530,-,-,3530,5.2,6.9,1.4
COM,8,174,174,Comoros,0,7,-,-,7,1.4,0.77,0.22
COG,8,178,178,"Congo, Republic of",0,38,-,-,38,1.2,0.66,0.27
COD,8,180,180,"Congo, Democratic Republic of",0,839,-,-,839,1.7,0.88,0.38
CRI,8,188,188,Costa Rica,0,432,-,-,432,5.6,8.4,1.5
HRV,8,191,191,Croatia,0,1204,-,-,1204,10.7,30.5,3.2
CUB,8,192,192,Cuba,0,2093,-,-,2093,8.2,18.9,2.5
CYP,8,196,196,Cyprus,0,210,-,-,210,8.1,17.4,2.7
CZE,8,203,203,Czechia,0,1763,-,-,1763,6.2,16.8,1.8
BEN,8,204,204,Benin,0,188,-,-,188,2.6,1.5,0.74
DNK,8,208,208,Denmark,0,1195,-,-,1195,7.3,21.0,2.3
DOM,8,214,214,Dominican Republic,0,772,-,-,772,6.6,7.1,1.5
ECU,8,218,218,Ecuador,0,791,-,-,791,3.9,4.4,1.1
SLV,8,222,222,El Salvador,0,260,-,-,260,3.3,4.0,0.87
GNQ,8,226,226,Equatorial Guinea,0,20,-,-,20,2.2,1.3,0.24
ETH,8,231,231,Ethiopia,0,2554,-,-,2554,3.6,2.1,0.60
ERI,8,232,232,Eritrea,0,62,-,-,62,2.6,1.7,0.53
EST,8,233,233,Estonia,0,280,-,-,280,7.7,21.8,2.4
FJI,8,242,242,Fiji,0,26,-,-,26,2.9,2.9,0.89
FIN,8,246,246,Finland,0,789,-,-,789,4.9,14.6,1.5
FRA,8,250,250,France (metropolitan),0,10524,-,-,10524,6.2,16.6,1.9
GUF,8,254,254,French Guyana,0,12,-,-,12,4.2,3.8,0.85
PYF,8,258,258,French Polynesia,0,14,-,-,14,3.7,5.0,0.87
DJI,8,262,262,Djibouti,0,24,-,-,24,2.9,2.4,0.57
GAB,8,266,266,Gabon,0,41,-,-,41,2.6,1.8,0.40
GEO,8,268,268,Georgia,0,279,-,-,279,3.6,7.2,0.91
GMB,8,270,270,The Republic of the Gambia,0,11,-,-,11,0.73,0.43,0.08
PSE,8,275,275,Gaza Strip and West Bank,0,204,-,-,204,6.8,3.8,1.8
DEU,8,276,276,Germany,0,12739,-,-,12739,5.1,15.7,1.6
GHA,8,288,288,Ghana,0,191,-,-,191,1.0,0.59,0.32
GRC,8,300,300,Greece,0,2321,-,-,2321,7.7,23.5,2.4
GLP,8,312,312,"France, Guadeloupe",0,61,-,-,61,6.4,15.7,1.7
GUM,8,316,316,Guam,0,16,-,-,16,5.6,9.4,2.2
GTM,8,320,320,Guatemala,0,428,-,-,428,3.0,2.3,0.79
GIN,8,324,324,Guinea,0,62,-,-,62,0.82,0.45,0.16
GUY,8,328,328,Guyana,0,34,-,-,34,3.8,4.3,1.2
HTI,8,332,332,Haiti,0,532,-,-,532,5.2,4.6,1.7
HND,8,340,340,Honduras,0,238,-,-,238,2.9,2.3,0.60
HUN,8,348,348,Hungary,0,2765,-,-,2765,11.6,29.4,3.1
ISL,8,352,352,Iceland,0,62,-,-,62,8.5,18.3,2.6
IND,8,356,356,India,0,19673,-,-,19673,1.4,1.4,0.31
IDN,8,360,360,Indonesia,0,9548,-,-,9548,3.2,3.4,0.82
IRN,8,364,364,"Iran, Islamic Republic of",0,4326,-,-,4326,4.7,5.1,1.3
IRQ,8,368,368,Iraq,0,875,-,-,875,3.4,2.1,0.70
IRL,8,372,372,Ireland,0,384,-,-,384,3.5,7.8,1.2
ISR,8,376,376,Israel,0,825,-,-,825,5.8,9.4,1.8
ITA,8,380,380,Italy,0,13153,-,-,13153,6.9,22.7,2.2
CIV,8,384,384,"Côte d'Ivoire",0,480,-,-,480,3.2,1.7,0.60
JAM,8,388,388,Jamaica,0,340,-,-,340,8.8,11.5,2.2
JPN,8,392,392,Japan,0,27160,-,-,27160,6.3,22.8,1.9
KAZ,8,398,398,Kazakhstan,0,1027,-,-,1027,4.5,5.4,1.1
JOR,8,400,400,Jordan,0,450,-,-,450,5.9,4.4,1.3
KEN,8,404,404,Kenya,0,1175,-,-,1175,4.3,2.1,1.0
PRK,8,408,408,"Korea, Democratic People Republic of",0,1992,-,-,1992,5.2,7.7,1.2
KOR,8,410,410,"Korea, Republic of",0,5257,-,-,5257,4.1,10.4,1.4
KWT,8,414,414,Kuwait,0,129,-,-,129,3.6,3.0,1.1
KGZ,8,417,417,Kyrgyzstan,0,122,-,-,122,2.2,1.8,0.59
LAO,8,418,418,"Lao People's Democratic Republic",0,226,-,-,226,4.1,3.0,1.1
LBN,8,422,422,Lebanon,0,375,-,-,375,4.8,5.7,1.2
LSO,8,426,426,Lesotho,0,35,-,-,35,2.1,1.6,0.58
LVA,8,428,428,Latvia,0,263,-,-,263,5.3,14.7,1.6
LBR,8,430,430,Liberia,0,60,-,-,60,1.9,1.1,0.39
LBY,8,434,434,Libya,0,367,-,-,367,6.2,5.2,2.4
LTU,8,440,440,Lithuania,0,424,-,-,424,6.0,16.5,1.8
LUX,8,442,442,Luxembourg,0,68,-,-,68,5.3,10.8,1.6
MDG,8,450,450,Madagascar,0,239,-,-,239,1.5,0.82,0.35
MWI,8,454,454,Malawi,0,143,-,-,143,1.4,0.71,0.37
MYS,8,458,458,Malaysia,0,1865,-,-,1865,5.0,5.7,1.4
MDV,8,462,462,Maldives,0,13,-,-,13,3.7,2.4,1.0
MLI,8,466,466,Mali,0,313,-,-,313,3.2,1.5,0.64
