Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,8,004,4,Afghanistan,0,70,-,-,70,0.24,0.22,0.01
ALB,8,008,8,Albania,0,4,-,-,4,0.19,0.30,0.01
DZA,8,012,12,Algeria,0,125,-,-,125,0.43,0.46,0.02
AGO,8,024,24,Angola,0,85,-,-,85,0.35,0.31,0.02
AZE,8,031,31,Azerbaijan,0,21,-,-,21,0.33,0.38,0.01
ARG,8,032,32,Argentina,0,155,-,-,155,0.56,0.62,0.02
AUS,8,036,36,Australia,0,513,-,-,513,3.7,4.4,0.15
AUT,8,040,40,Austria,0,43,-,-,43,0.92,1.2,0.04
BHS,8,044,44,Bahamas,0,0,-,-,0,0.00,0.00,0.00
BHR,8,048,48,Bahrain,0,4,-,-,4,0.32,0.40,0.01
BGD,8,050,50,Bangladesh,0,245,-,-,245,0.19,0.24,0.01
ARM,8,051,51,Armenia,0,8,-,-,8,0.42,0.56,0.02
BRB,8,052,52,Barbados,0,1,-,-,1,0.69,0.82,0.03
BEL,8,056,56,Belgium,0,53,-,-,53,0.93,1.1,0.04
BTN,8,064,64,Bhutan,0,0,-,-,0,0.00,0.00,0.00
BOL,8,068,68,Bolivia (Plurinational State of),0,11,-,-,11,0.13,0.14,0.01
BIH,8,070,70,Bosnia Herzegovina,0,2,-,-,2,0.11,0.16,0.01
BWA,8,072,72,Botswana,0,4,-,-,4,0.23,0.24,0.01
BRA,8,076,76,Brazil,0,493,-,-,493,0.35,0.45,0.01
BLZ,8,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,8,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,8,096,96,Brunei Darussalam,0,1,-,-,1,0.26,0.43,0.01
BGR,8,100,100,Bulgaria,0,10,-,-,10,0.31,0.41,0.01
MMR,8,104,104,Myanmar,0,133,-,-,133,0.36,0.41,0.01
BDI,8,108,108,Burundi,0,19,-,-,19,0.22,0.19,0.01
BLR,8,112,112,Belarus,0,18,-,-,18,0.36,0.47,0.02
KHM,8,116,116,Cambodia,0,31,-,-,31,0.24,0.28,0.01
CMR,8,120,120,Cameroon,0,44,-,-,44,0.24,0.21,0.01
CAN,8,124,124,Canada,0,178,-,-,178,0.84,1.1,0.04
CPV,8,132,132,Cape Verde,0,1,-,-,1,0.18,0.28,0.01
CAF,8,140,140,Central African Republic,0,12,-,-,12,0.35,0.30,0.01
LKA,8,144,144,Sri Lanka,0,15,-,-,15,0.12,0.14,0.01
TCD,8,148,148,Chad,0,75,-,-,75,0.63,0.53,0.02
CHL,8,152,152,Chile,0,28,-,-,28,0.25,0.30,0.01
CHN,8,156,160,China,0,3884,-,-,3884,0.45,0.66,0.02
COL,8,170,170,Colombia,0,125,-,-,125,0.36,0.45,0.01
COM,8,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,8,178,178,"Congo, Republic of",0,4,-,-,4,0.11,0.09,0.00
COD,8,180,180,"Congo, Democratic Republic of",0,147,-,-,147,0.24,0.20,0.01
CRI,8,188,188,Costa Rica,0,10,-,-,10,0.27,0.38,0.01
HRV,8,191,191,Croatia,0,11,-,-,11,0.52,0.74,0.02
CUB,8,192,192,Cuba,0,16,-,-,16,0.37,0.35,0.01
CYP,8,196,196,Cyprus,0,1,-,-,1,0.10,0.18,0.01
CZE,8,203,203,Czechia,0,53,-,-,53,1.2,1.3,0.05
BEN,8,204,204,Benin,0,31,-,-,31,0.36,0.32,0.02
DNK,8,208,208,Denmark,0,25,-,-,25,0.77,1.0,0.03
DOM,8,214,214,Dominican Republic,0,34,-,-,34,0.43,0.51,0.02
ECU,8,218,218,Ecuador,0,48,-,-,48,0.39,0.44,0.02
SLV,8,222,222,El Salvador,0,17,-,-,17,0.35,0.43,0.02
GNQ,8,226,226,Equatorial Guinea,0,6,-,-,6,0.47,0.53,0.02
ETH,8,231,231,Ethiopia,0,349,-,-,349,0.40,0.38,0.02
ERI,8,232,232,Eritrea,0,11,-,-,11,0.42,0.40,0.02
EST,8,233,233,Estonia,0,3,-,-,3,0.37,0.58,0.02
FJI,8,242,242,Fiji,0,1,-,-,1,0.18,0.18,0.01
FIN,8,246,246,Finland,0,16,-,-,16,0.54,0.74,0.02
FRA,8,250,250,France (metropolitan),0,210,-,-,210,0.66,0.79,0.03
GUF,8,254,254,French Guyana,0,0,-,-,0,0.00,0.00,0.00
PYF,8,258,258,French Polynesia,0,0,-,-,0,0.00,0.00,0.00
DJI,8,262,262,Djibouti,0,2,-,-,2,0.22,0.31,0.01
GAB,8,266,266,Gabon,0,7,-,-,7,0.46,0.43,0.02
GEO,8,268,268,Georgia,0,4,-,-,4,0.17,0.22,0.01
GMB,8,270,270,The Republic of the Gambia,0,2,-,-,2,0.12,0.10,0.00
PSE,8,275,275,Gaza Strip and West Bank,0,15,-,-,15,0.38,0.38,0.02
DEU,8,276,276,Germany,0,163,-,-,163,0.44,0.54,0.02
GHA,8,288,288,Ghana,0,20,-,-,20,0.09,0.09,0.00
GRC,8,300,300,Greece,0,14,-,-,14,0.31,0.40,0.01
GLP,8,312,312,"France, Guadeloupe",0,0,-,-,0,0.00,0.00,0.00
GUM,8,316,316,Guam,0,0,-,-,0,0.00,0.00,0.00
GTM,8,320,320,Guatemala,0,40,-,-,40,0.29,0.31,0.01
GIN,8,324,324,Guinea,0,7,-,-,7,0.07,0.06,0.00
GUY,8,328,328,Guyana,0,3,-,-,3,0.55,0.62,0.02
HTI,8,332,332,Haiti,0,36,-,-,36,0.43,0.46,0.02
HND,8,340,340,Honduras,0,17,-,-,17,0.22,0.25,0.01
HUN,8,348,348,Hungary,0,26,-,-,26,0.57,0.72,0.02
ISL,8,352,352,Iceland,0,0,-,-,0,0.00,0.00,0.00
IND,8,356,356,India,0,1621,-,-,1621,0.16,0.19,0.01
IDN,8,360,360,Indonesia,0,659,-,-,659,0.37,0.42,0.02
IRN,8,364,364,"Iran, Islamic Republic of",0,266,-,-,266,0.47,0.57,0.02
