Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,9,004,4,Afghanistan,0,220,-,-,220,1.0,0.55,0.11
ALB,9,008,8,Albania,0,59,-,-,59,1.3,2.3,0.17
DZA,9,012,12,Algeria,0,921,-,-,921,2.3,2.1,0.26
AGO,9,024,24,Angola,0,193,-,-,193,1.2,0.56,0.15
AZE,9,031,31,Azerbaijan,0,275,-,-,275,2.2,2.8,0.26
ARG,9,032,32,Argentina,0,542,-,-,542,1.1,1.3,0.13
AUS,9,036,36,Australia,0,610,-,-,610,1.8,2.7,0.21
AUT,9,040,40,Austria,0,239,-,-,239,1.7,3.1,0.20
BHS,9,044,44,Bahamas,0,10,-,-,10,2.1,2.6,0.28
BHR,9,048,48,Bahrain,0,15,-,-,15,1.0,0.85,0.13
BGD,9,050,50,Bangladesh,0,1111,-,-,1111,0.71,0.69,0.07
ARM,9,051,51,Armenia,0,60,-,-,60,1.4,2.2,0.17
BRB,9,052,52,Barbados,0,9,-,-,9,2.1,3.6,0.24
BEL,9,056,56,Belgium,0,249,-,-,249,1.4,2.5,0.17
BTN,9,064,64,Bhutan,0,9,-,-,9,1.4,1.2,0.15
BOL,9,068,68,Bolivia (Plurinational State of),0,28,-,-,28,0.29,0.25,0.04
BIH,9,070,70,Bosnia Herzegovina,0,245,-,-,245,4.2,8.6,0.52
BWA,9,072,72,Botswana,0,12,-,-,12,0.61,0.51,0.07
BRA,9,076,76,Brazil,0,5216,-,-,5216,2.1,2.6,0.24
BLZ,9,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,9,090,90,Solomon Islands,0,5,-,-,5,1.5,0.71,0.24
BRN,9,096,96,Brunei Darussalam,0,25,-,-,25,4.9,5.8,0.54
BGR,9,100,100,Bulgaria,0,338,-,-,338,3.0,5.9,0.37
MMR,9,104,104,Myanmar,0,887,-,-,887,1.6,1.7,0.19
BDI,9,108,108,Burundi,0,82,-,-,82,1.4,0.66,0.17
BLR,9,112,112,Belarus,0,637,-,-,637,3.9,7.5,0.49
KHM,9,116,116,Cambodia,0,243,-,-,243,1.8,1.5,0.22
CMR,9,120,120,Cameroon,0,174,-,-,174,1.2,0.63,0.14
CAN,9,124,124,Canada,0,1228,-,-,1228,2.2,3.7,0.25
CPV,9,132,132,Cape Verde,0,1,-,-,1,0.20,0.18,0.02
CAF,9,140,140,Central African Republic,0,41,-,-,41,1.5,0.83,0.17
LKA,9,144,144,Sri Lanka,0,386,-,-,386,1.4,1.9,0.17
TCD,9,148,148,Chad,0,74,-,-,74,0.90,0.43,0.09
CHL,9,152,152,Chile,0,396,-,-,396,1.6,2.3,0.19
CHN,9,156,160,China,0,51746,-,-,51746,2.4,4.0,0.29
COL,9,170,170,Colombia,0,739,-,-,739,1.3,1.5,0.15
COM,9,174,174,Comoros,0,1,-,-,1,0.24,0.11,0.04
COG,9,178,178,"Congo, Republic of",0,43,-,-,43,1.2,0.75,0.13
COD,9,180,180,"Congo, Democratic Republic of",0,643,-,-,643,1.3,0.69,0.15
CRI,9,188,188,Costa Rica,0,91,-,-,91,1.4,1.9,0.17
HRV,9,191,191,Croatia,0,262,-,-,262,3.7,7.6,0.46
CUB,9,192,192,Cuba,0,153,-,-,153,0.88,1.5,0.11
CYP,9,196,196,Cyprus,0,22,-,-,22,1.3,2.0,0.16
CZE,9,203,203,Czechia,0,458,-,-,458,2.7,5.0,0.34
BEN,9,204,204,Benin,0,64,-,-,64,0.97,0.51,0.12
DNK,9,208,208,Denmark,0,123,-,-,123,1.4,2.5,0.18
DOM,9,214,214,Dominican Republic,0,51,-,-,51,0.48,0.49,0.06
ECU,9,218,218,Ecuador,0,153,-,-,153,0.89,0.89,0.10
SLV,9,222,222,El Salvador,0,35,-,-,35,0.57,0.57,0.06
GNQ,9,226,226,Equatorial Guinea,0,10,-,-,10,1.1,0.68,0.11
ETH,9,231,231,Ethiopia,0,1688,-,-,1688,2.3,1.4,0.24
ERI,9,232,232,Eritrea,0,38,-,-,38,1.8,1.1,0.20
EST,9,233,233,Estonia,0,51,-,-,51,2.3,4.5,0.30
FJI,9,242,242,Fiji,0,17,-,-,17,2.0,1.9,0.24
FIN,9,246,246,Finland,0,157,-,-,157,1.8,3.4,0.22
FRA,9,250,250,France (metropolitan),0,1511,-,-,1511,1.5,2.7,0.19
GUF,9,254,254,French Guyana,0,2,-,-,2,0.65,0.66,0.08
PYF,9,258,258,French Polynesia,0,1,-,-,1,0.29,0.37,0.05
DJI,9,262,262,Djibouti,0,17,-,-,17,1.9,1.7,0.22
GAB,9,266,266,Gabon,0,13,-,-,13,0.84,0.57,0.10
GEO,9,268,268,Georgia,0,134,-,-,134,2.2,3.8,0.28
GMB,9,270,270,The Republic of the Gambia,0,15,-,-,15,1.0,0.60,0.10
PSE,9,275,275,Gaza Strip and West Bank,0,71,-,-,71,2.3,1.4,0.27
DEU,9,276,276,Germany,0,2785,-,-,2785,1.9,4.0,0.24
GHA,9,288,288,Ghana,0,256,-,-,256,1.1,0.80,0.12
GRC,9,300,300,Greece,0,109,-,-,109,0.64,1.3,0.08
GLP,9,312,312,"France, Guadeloupe",0,8,-,-,8,1.2,2.3,0.15
GUM,9,316,316,Guam,0,6,-,-,6,2.9,3.8,0.36
GTM,9,320,320,Guatemala,0,29,-,-,29,0.23,0.16,0.03
GIN,9,324,324,Guinea,0,48,-,-,48,0.60,0.35,0.07
GUY,9,328,328,Guyana,0,4,-,-,4,0.49,0.53,0.07
HTI,9,332,332,Haiti,0,46,-,-,46,0.53,0.41,0.06
HND,9,340,340,Honduras,0,64,-,-,64,0.74,0.65,0.08
HUN,9,348,348,Hungary,0,764,-,-,764,4.9,9.3,0.60
ISL,9,352,352,Iceland,0,2,-,-,2,0.34,0.65,0.05
IND,9,356,356,India,0,13070,-,-,13070,0.95,0.97,0.11
IDN,9,360,360,Indonesia,0,5370,-,-,5370,1.9,2.0,0.22
IRN,9,364,364,"Iran, Islamic Republic of",0,1048,-,-,1048,1.2,1.3,0.14
IRQ,9,368,368,Iraq,0,369,-,-,369,1.4,0.89,0.16
IRL,9,372,372,Ireland,0,249,-,-,249,3.7,5.5,0.46
ISR,9,376,376,Israel,0,90,-,-,90,0.96,1.1,0.11
ITA,9,380,380,Italy,0,1252,-,-,1252,1.3,2.5,0.15
CIV,9,384,384,"Côte d'Ivoire",0,166,-,-,166,1.1,0.61,0.12
JAM,9,388,388,Jamaica,0,61,-,-,61,1.9,2.2,0.22
JPN,9,392,392,Japan,0,4676,-,-,4676,2.4,4.8,0.29
KAZ,9,398,398,Kazakhstan,0,577,-,-,577,2.7,3.2,0.33
JOR,9,400,400,Jordan,0,133,-,-,133,1.7,1.3,0.19
KEN,9,404,404,Kenya,0,545,-,-,545,1.8,0.98,0.21
PRK,9,408,408,"Korea, Democratic People Republic of",0,1242,-,-,1242,3.6,5.1,0.44
KOR,9,410,410,"Korea, Republic of",0,1595,-,-,1595,1.8,3.5,0.21
KWT,9,414,414,Kuwait,0,50,-,-,50,0.98,1.2,0.12
KGZ,9,417,417,Kyrgyzstan,0,96,-,-,96,1.6,1.5,0.20
LAO,9,418,418,"Lao People's Democratic Republic",0,121,-,-,121,2.2,1.7,0.26
LBN,9,422,422,Lebanon,0,89,-,-,89,1.3,1.4,0.14
LSO,9,426,426,Lesotho,0,16,-,-,16,0.96,0.76,0.11
LVA,9,428,428,Latvia,0,96,-,-,96,3.0,6.1,0.38
LBR,9,430,430,Liberia,0,24,-,-,24,0.70,0.46,0.07
LBY,9,434,434,Libya,0,86,-,-,86,1.4,1.3,0.16
LTU,9,440,440,Lithuania,0,132,-,-,132,2.8,5.9,0.35
LUX,9,442,442,Luxembourg,0,10,-,-,10,1.1,1.7,0.13
MDG,9,450,450,Madagascar,0,145,-,-,145,0.87,0.51,0.11
MWI,9,454,454,Malawi,0,134,-,-,134,1.2,0.67,0.12
MYS,9,458,458,Malaysia,0,815,-,-,815,2.4,2.6,0.29
MDV,9,462,462,Maldives,0,6,-,-,6,1.5,1.1,0.18
MLI,9,466,466,Mali,0,279,-,-,279,2.5,1.3,0.26
MLT,9,470,470,Malta,0,10,-,-,10,1.4,2.7,0.18
MTQ,9,474,474,"France, Martinique",0,8,-,-,8,1.1,2.6,0.14
MRT,9,478,478,Mauritania,0,35,-,-,35,1.1,0.73,0.13
MUS,9,480,480,Mauritius,0,24,-,-,24,1.3,2.1,0.16
MEX,9,484,484,Mexico,0,920,-,-,920,0.70,0.74,0.08
MNG,9,496,496,Mongolia,0,10,-,-,10,0.30,0.30,0.03
MDA,9,498,498,Republic of Moldova,0,286,-,-,286,4.6,7.7,0.57
MNE,9,499,499,Montenegro,0,23,-,-,23,2.5,4.1,0.29
MAR,9,504,504,Morocco,0,695,-,-,695,1.7,1.9,0.20
MOZ,9,508,508,Mozambique,0,124,-,-,124,0.71,0.38,0.08
OMN,9,512,512,Oman,0,65,-,-,65,1.6,1.2,0.18
NAM,9,516,516,Namibia,0,23,-,-,23,1.4,0.89,0.17
NPL,9,524,524,Nepal,0,188,-,-,188,0.69,0.65,0.07
NLD,9,528,528,The Netherlands,0,547,-,-,547,2.0,3.7,0.24
NCL,9,540,540,New Caledonia,0,7,-,-,7,2.0,2.6,0.28
VUT,9,548,548,Vanuatu,0,6,-,-,6,3.2,1.9,0.42
NZL,9,554,554,New Zealand,0,167,-,-,167,2.4,3.9,0.29
NIC,9,558,558,Nicaragua,0,53,-,-,53,0.92,0.81,0.11
NER,9,562,562,Niger,0,189,-,-,189,1.3,0.74,0.13
NGA,9,566,566,Nigeria,0,1742,-,-,1742,1.5,0.82,0.18
NOR,9,578,578,Norway,0,140,-,-,140,1.8,2.9,0.22
PAK,9,586,586,Pakistan,0,1393,-,-,1393,0.80,0.62,0.09
PAN,9,591,591,Panama,0,38,-,-,38,0.85,0.91,0.10
PNG,9,598,598,Papua New Guinea,0,96,-,-,96,1.5,1.1,0.18
PRY,9,600,600,Paraguay,0,61,-,-,61,0.99,0.87,0.11
PER,9,604,604,Peru,0,199,-,-,199,0.57,0.63,0.07
PHL,9,608,608,Philippines,0,2019,-,-,2019,2.1,1.9,0.26
POL,9,616,616,Poland,0,2107,-,-,2107,3.4,6.4,0.42
PRT,9,620,620,Portugal,0,409,-,-,409,2.4,4.9,0.30
GNB,9,624,624,Guinea-Bissau,0,10,-,-,10,1.0,0.49,0.12
TLS,9,626,626,Timor-Leste,0,11,-,-,11,1.3,0.83,0.14
PRI,9,630,630,Puerto Rico,0,82,-,-,82,1.8,3.4,0.22
QAT,9,634,634,Qatar,0,18,-,-,18,0.84,0.61,0.10
REU,9,638,638,"France, La Réunion",0,14,-,-,14,1.0,1.7,0.14
ROU,9,642,642,Romania,0,1124,-,-,1124,3.6,6.8,0.45
RUS,9,643,643,Russian Federation,0,8128,-,-,8128,3.5,6.2,0.43
RWA,9,646,646,Rwanda,0,102,-,-,102,1.2,0.76,0.14
LCA,9,662,662,Saint Lucia,0,2,-,-,2,0.81,1.2,0.10
