Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,9,004,4,Afghanistan,0,169,-,-,169,0.62,0.46,0.04
ALB,9,008,8,Albania,0,35,-,-,35,1.6,1.9,0.10
DZA,9,012,12,Algeria,0,594,-,-,594,1.5,1.6,0.10
AGO,9,024,24,Angola,0,145,-,-,145,0.62,0.45,0.04
AZE,9,031,31,Azerbaijan,0,100,-,-,100,1.1,1.3,0.07
ARG,9,032,32,Argentina,0,402,-,-,402,1.0,1.2,0.07
AUS,9,036,36,Australia,0,664,-,-,664,2.9,3.9,0.19
AUT,9,040,40,Austria,0,113,-,-,113,1.4,2.2,0.10
BHS,9,044,44,Bahamas,0,3,-,-,3,0.80,1.0,0.05
BHR,9,048,48,Bahrain,0,12,-,-,12,0.52,0.79,0.03
BGD,9,050,50,Bangladesh,0,953,-,-,953,0.61,0.69,0.04
ARM,9,051,51,Armenia,0,8,-,-,8,0.30,0.39,0.02
BRB,9,052,52,Barbados,0,5,-,-,5,1.9,2.8,0.13
BEL,9,056,56,Belgium,0,124,-,-,124,1.3,1.8,0.08
BTN,9,064,64,Bhutan,0,3,-,-,3,0.42,0.46,0.03
BOL,9,068,68,Bolivia (Plurinational State of),0,18,-,-,18,0.21,0.18,0.01
BIH,9,070,70,Bosnia Herzegovina,0,71,-,-,71,2.4,3.7,0.16
BWA,9,072,72,Botswana,0,13,-,-,13,0.64,0.62,0.04
BRA,9,076,76,Brazil,0,2885,-,-,2885,1.4,1.8,0.09
BLZ,9,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,9,090,90,Solomon Islands,0,2,-,-,2,0.42,0.32,0.03
BRN,9,096,96,Brunei Darussalam,0,14,-,-,14,3.0,4.1,0.20
BGR,9,100,100,Bulgaria,0,82,-,-,82,1.2,2.1,0.08
MMR,9,104,104,Myanmar,0,441,-,-,441,0.90,1.0,0.06
BDI,9,108,108,Burundi,0,38,-,-,38,0.54,0.33,0.04
BLR,9,112,112,Belarus,0,128,-,-,128,1.5,2.2,0.10
KHM,9,116,116,Cambodia,0,84,-,-,84,0.70,0.59,0.05
CMR,9,120,120,Cameroon,0,114,-,-,114,0.62,0.45,0.04
CAN,9,124,124,Canada,0,923,-,-,923,2.8,3.9,0.18
CPV,9,132,132,Cape Verde,0,0,-,-,0,0.00,0.00,0.00
CAF,9,140,140,Central African Republic,0,26,-,-,26,0.78,0.57,0.05
LKA,9,144,144,Sri Lanka,0,137,-,-,137,0.74,0.90,0.05
TCD,9,148,148,Chad,0,56,-,-,56,0.69,0.35,0.05
CHL,9,152,152,Chile,0,174,-,-,174,0.99,1.3,0.06
CHN,9,156,160,China,0,19548,-,-,19548,1.5,2.2,0.10
COL,9,170,170,Colombia,0,438,-,-,438,0.96,1.1,0.06
COM,9,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,9,178,178,"Congo, Republic of",0,23,-,-,23,0.58,0.45,0.04
COD,9,180,180,"Congo, Democratic Republic of",0,366,-,-,366,0.65,0.42,0.04
CRI,9,188,188,Costa Rica,0,41,-,-,41,0.88,1.1,0.06
HRV,9,191,191,Croatia,0,77,-,-,77,2.1,3.3,0.14
CUB,9,192,192,Cuba,0,62,-,-,62,0.65,0.92,0.04
CYP,9,196,196,Cyprus,0,11,-,-,11,0.95,1.3,0.06
CZE,9,203,203,Czechia,0,169,-,-,169,1.5,2.6,0.10
BEN,9,204,204,Benin,0,32,-,-,32,0.38,0.28,0.02
DNK,9,208,208,Denmark,0,70,-,-,70,1.5,2.0,0.10
DOM,9,214,214,Dominican Republic,0,45,-,-,45,0.49,0.52,0.03
ECU,9,218,218,Ecuador,0,98,-,-,98,0.66,0.68,0.04
SLV,9,222,222,El Salvador,0,57,-,-,57,1.1,1.1,0.07
GNQ,9,226,226,Equatorial Guinea,0,7,-,-,7,0.56,0.51,0.04
ETH,9,231,231,Ethiopia,0,1124,-,-,1124,1.4,1.0,0.09
ERI,9,232,232,Eritrea,0,28,-,-,28,1.1,0.86,0.07
EST,9,233,233,Estonia,0,8,-,-,8,0.64,1.0,0.04
FJI,9,242,242,Fiji,0,5,-,-,5,0.65,0.69,0.04
FIN,9,246,246,Finland,0,59,-,-,59,1.3,1.8,0.09
FRA,9,250,250,France (metropolitan),0,954,-,-,954,1.8,2.5,0.12
GUF,9,254,254,French Guyana,0,1,-,-,1,0.41,0.39,0.03
PYF,9,258,258,French Polynesia,0,0,-,-,0,0.00,0.00,0.00
DJI,9,262,262,Djibouti,0,11,-,-,11,1.2,1.3,0.07
GAB,9,266,266,Gabon,0,9,-,-,9,0.46,0.44,0.03
GEO,9,268,268,Georgia,0,22,-,-,22,0.65,0.85,0.04
GMB,9,270,270,The Republic of the Gambia,0,9,-,-,9,0.53,0.39,0.03
PSE,9,275,275,Gaza Strip and West Bank,0,49,-,-,49,1.4,1.0,0.09
DEU,9,276,276,Germany,0,800,-,-,800,1.2,1.7,0.08
GHA,9,288,288,Ghana,0,195,-,-,195,0.80,0.69,0.05
GRC,9,300,300,Greece,0,38,-,-,38,0.37,0.66,0.02
GLP,9,312,312,"France, Guadeloupe",0,5,-,-,5,1.7,2.2,0.11
GUM,9,316,316,Guam,0,1,-,-,1,0.76,0.81,0.05
GTM,9,320,320,Guatemala,0,20,-,-,20,0.15,0.12,0.01
GIN,9,324,324,Guinea,0,31,-,-,31,0.34,0.25,0.02
GUY,9,328,328,Guyana,0,0,-,-,0,0.00,0.00,0.00
HTI,9,332,332,Haiti,0,37,-,-,37,0.42,0.37,0.03
HND,9,340,340,Honduras,0,38,-,-,38,0.46,0.44,0.03
HUN,9,348,348,Hungary,0,258,-,-,258,2.5,4.5,0.17
ISL,9,352,352,Iceland,0,6,-,-,6,2.0,2.7,0.14
IND,9,356,356,India,0,6921,-,-,6921,0.56,0.62,0.04
IDN,9,360,360,Indonesia,0,2833,-,-,2833,1.1,1.3,0.07
IRN,9,364,364,"Iran, Islamic Republic of",0,949,-,-,949,1.1,1.4,0.07
IRQ,9,368,368,Iraq,0,269,-,-,269,0.86,0.72,0.06
IRL,9,372,372,Ireland,0,74,-,-,74,1.5,2.2,0.10
ISR,9,376,376,Israel,0,150,-,-,150,2.1,2.3,0.14
ITA,9,380,380,Italy,0,782,-,-,782,1.4,2.5,0.09
CIV,9,384,384,"Côte d'Ivoire",0,94,-,-,94,0.52,0.38,0.03
JAM,9,388,388,Jamaica,0,25,-,-,25,1.0,1.1,0.06
JPN,9,392,392,Japan,0,1881,-,-,1881,1.7,2.9,0.11
KAZ,9,398,398,Kazakhstan,0,137,-,-,137,0.83,0.93,0.05
JOR,9,400,400,Jordan,0,108,-,-,108,1.3,1.2,0.09
KEN,9,404,404,Kenya,0,288,-,-,288,0.73,0.57,0.05
PRK,9,408,408,"Korea, Democratic People Republic of",0,342,-,-,342,1.5,1.9,0.09
KOR,9,410,410,"Korea, Republic of",0,1452,-,-,1452,2.8,4.9,0.19
KWT,9,414,414,Kuwait,0,28,-,-,28,0.49,0.82,0.03
KGZ,9,417,417,Kyrgyzstan,0,31,-,-,31,0.56,0.56,0.04
LAO,9,418,418,"Lao People's Democratic Republic",0,73,-,-,73,1.2,1.1,0.08
LBN,9,422,422,Lebanon,0,52,-,-,52,0.89,1.0,0.06
LSO,9,426,426,Lesotho,0,9,-,-,9,0.54,0.48,0.04
LVA,9,428,428,Latvia,0,14,-,-,14,0.84,1.3,0.06
LBR,9,430,430,Liberia,0,13,-,-,13,0.36,0.28,0.02
LBY,9,434,434,Libya,0,78,-,-,78,1.1,1.3,0.07
LTU,9,440,440,Lithuania,0,20,-,-,20,0.88,1.3,0.06
LUX,9,442,442,Luxembourg,0,5,-,-,5,0.78,1.2,0.05
MDG,9,450,450,Madagascar,0,78,-,-,78,0.38,0.30,0.02
MWI,9,454,454,Malawi,0,108,-,-,108,0.83,0.59,0.05
MYS,9,458,458,Malaysia,0,504,-,-,504,1.7,1.9,0.11
MDV,9,462,462,Maldives,0,8,-,-,8,1.4,1.7,0.09
MLI,9,466,466,Mali,0,203,-,-,203,1.6,1.0,0.10
MLT,9,470,470,Malta,0,8,-,-,8,1.9,3.0,0.13
MTQ,9,474,474,"France, Martinique",0,3,-,-,3,1.1,1.5,0.07
MRT,9,478,478,Mauritania,0,22,-,-,22,0.63,0.50,0.04
MUS,9,480,480,Mauritius,0,10,-,-,10,0.83,1.2,0.06
MEX,9,484,484,Mexico,0,711,-,-,711,0.62,0.69,0.04
MNG,9,496,496,Mongolia,0,12,-,-,12,0.40,0.43,0.03
MDA,9,498,498,Republic of Moldova,0,48,-,-,48,1.3,1.8,0.08
MNE,9,499,499,Montenegro,0,9,-,-,9,1.6,2.2,0.11
MAR,9,504,504,Morocco,0,430,-,-,430,1.3,1.5,0.09
MOZ,9,508,508,Mozambique,0,85,-,-,85,0.38,0.28,0.02
OMN,9,512,512,Oman,0,63,-,-,63,1.1,1.3,0.07
NAM,9,516,516,Namibia,0,16,-,-,16,0.81,0.69,0.05
NPL,9,524,524,Nepal,0,129,-,-,129,0.52,0.52,0.03
NLD,9,528,528,The Netherlands,0,227,-,-,227,1.6,2.3,0.11
NCL,9,540,540,New Caledonia,0,2,-,-,2,0.74,0.95,0.05
VUT,9,548,548,Vanuatu,0,0,-,-,0,0.00,0.00,0.00
NZL,9,554,554,New Zealand,0,65,-,-,65,1.7,2.1,0.11
NIC,9,558,558,Nicaragua,0,29,-,-,29,0.49,0.52,0.03
NER,9,562,562,Niger,0,149,-,-,149,1.1,0.62,0.07
NGA,9,566,566,Nigeria,0,833,-,-,833,0.61,0.43,0.04
NOR,9,578,578,Norway,0,88,-,-,88,1.8,2.5,0.12
PAK,9,586,586,Pakistan,0,1308,-,-,1308,0.73,0.66,0.05
PAN,9,591,591,Panama,0,20,-,-,20,0.53,0.59,0.03
PNG,9,598,598,Papua New Guinea,0,35,-,-,35,0.52,0.44,0.03
PRY,9,600,600,Paraguay,0,53,-,-,53,0.91,0.88,0.06
PER,9,604,604,Peru,0,136,-,-,136,0.45,0.53,0.03
PHL,9,608,608,Philippines,0,1147,-,-,1147,1.3,1.2,0.08
POL,9,616,616,Poland,0,500,-,-,500,1.4,2.2,0.09
PRT,9,620,620,Portugal,0,194,-,-,194,2.0,3.5,0.13
GNB,9,624,624,Guinea-Bissau,0,7,-,-,7,0.53,0.37,0.04
TLS,9,626,626,Timor-Leste,0,5,-,-,5,0.69,0.42,0.05
PRI,9,630,630,Puerto Rico,0,37,-,-,37,1.5,2.3,0.10
QAT,9,634,634,Qatar,0,23,-,-,23,0.64,0.90,0.04
REU,9,638,638,"France, La Réunion",0,9,-,-,9,1.2,1.5,0.08
ROU,9,642,642,Romania,0,351,-,-,351,1.9,3.1,0.12
RUS,9,643,643,Russian Federation,0,1936,-,-,1936,1.4,2.1,0.09
RWA,9,646,646,Rwanda,0,54,-,-,54,0.59,0.45,0.04
LCA,9,662,662,Saint Lucia,0,0,-,-,0,0.00,0.00,0.00
STP,9,678,678,Sao Tome and Principe,0,0,-,-,0,0.00,0.00,0.00
SAU,9,682,682,Saudi Arabia,0,570,-,-,570,1.3,1.9,0.09
SEN,9,686,686,Senegal,0,99,-,-,99,0.84,0.62,0.05
SRB,9,688,688,Serbia,0,161,-,-,161,2.0,3.0,0.13
SLE,9,694,694,Sierra Leone,0,2,-,-,2,0.03,0.03,0.00
SGP,9,702,702,Singapore,0,125,-,-,125,2.0,3.4,0.13
SVK,9,703,703,Slovakia,0,91,-,-,91,1.6,2.7,0.11
VNM,9,704,704,Viet Nam,0,1169,-,-,1169,1.3,1.6,0.08
SVN,9,705,705,Slovenia,0,36,-,-,36,1.8,3.0,0.12
