Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,9,004,4,Afghanistan,0,281,-,-,281,1.3,0.69,0.27
ALB,9,008,8,Albania,0,119,-,-,119,2.1,4.2,0.53
DZA,9,012,12,Algeria,0,1486,-,-,1486,3.3,3.3,0.80
AGO,9,024,24,Angola,0,201,-,-,201,1.2,0.57,0.18
AZE,9,031,31,Azerbaijan,0,353,-,-,353,2.9,3.5,0.60
ARG,9,032,32,Argentina,0,988,-,-,988,1.5,2.2,0.36
AUS,9,036,36,Australia,0,1425,-,-,1425,2.7,5.6,0.74
AUT,9,040,40,Austria,0,626,-,-,626,2.7,7.1,0.77
BHS,9,044,44,Bahamas,0,15,-,-,15,3.0,3.8,0.71
BHR,9,048,48,Bahrain,0,21,-,-,21,1.8,1.2,0.54
BGD,9,050,50,Bangladesh,0,1442,-,-,1442,0.90,0.86,0.18
ARM,9,051,51,Armenia,0,128,-,-,128,2.6,4.4,0.75
BRB,9,052,52,Barbados,0,20,-,-,20,3.4,7.1,0.85
BEL,9,056,56,Belgium,0,668,-,-,668,2.4,5.9,0.69
BTN,9,064,64,Bhutan,0,13,-,-,13,1.8,1.7,0.36
BOL,9,068,68,Bolivia (Plurinational State of),0,45,-,-,45,0.41,0.38,0.07
BIH,9,070,70,Bosnia Herzegovina,0,462,-,-,462,6.2,14.5,1.5
BWA,9,072,72,Botswana,0,16,-,-,16,0.81,0.66,0.15
BRA,9,076,76,Brazil,0,8760,-,-,8760,3.0,4.1,0.72
BLZ,9,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,9,090,90,Solomon Islands,0,5,-,-,5,1.5,0.69,0.24
BRN,9,096,96,Brunei Darussalam,0,38,-,-,38,8.0,8.6,2.0
BGR,9,100,100,Bulgaria,0,704,-,-,704,4.3,10.5,0.99
MMR,9,104,104,Myanmar,0,1533,-,-,1533,2.7,2.8,0.78
BDI,9,108,108,Burundi,0,113,-,-,113,2.1,0.90,0.50
BLR,9,112,112,Belarus,0,1146,-,-,1146,6.1,12.4,1.5
KHM,9,116,116,Cambodia,0,424,-,-,424,3.1,2.5,0.91
CMR,9,120,120,Cameroon,0,226,-,-,226,1.6,0.81,0.36
CAN,9,124,124,Canada,0,2739,-,-,2739,3.2,7.3,0.89
CPV,9,132,132,Cape Verde,0,3,-,-,3,0.65,0.53,0.24
CAF,9,140,140,Central African Republic,0,52,-,-,52,2.0,1.0,0.40
LKA,9,144,144,Sri Lanka,0,598,-,-,598,1.9,2.8,0.39
TCD,9,148,148,Chad,0,82,-,-,82,0.98,0.47,0.15
CHL,9,152,152,Chile,0,794,-,-,794,2.5,4.2,0.66
CHN,9,156,160,China,0,105062,-,-,105062,3.9,7.5,1.1
COL,9,170,170,Colombia,0,1249,-,-,1249,1.9,2.5,0.45
COM,9,174,174,Comoros,0,5,-,-,5,1.2,0.55,0.38
COG,9,178,178,"Congo, Republic of",0,48,-,-,48,1.3,0.83,0.22
COD,9,180,180,"Congo, Democratic Republic of",0,909,-,-,909,1.8,0.96,0.42
CRI,9,188,188,Costa Rica,0,153,-,-,153,2.0,3.0,0.50
HRV,9,191,191,Croatia,0,629,-,-,629,6.0,15.9,1.6
CUB,9,192,192,Cuba,0,315,-,-,315,1.3,2.8,0.34
CYP,9,196,196,Cyprus,0,50,-,-,50,2.1,4.2,0.60
CZE,9,203,203,Czechia,0,1102,-,-,1102,4.2,10.5,1.1
BEN,9,204,204,Benin,0,106,-,-,106,1.5,0.83,0.44
DNK,9,208,208,Denmark,0,364,-,-,364,2.4,6.4,0.70
DOM,9,214,214,Dominican Republic,0,77,-,-,77,0.64,0.70,0.15
ECU,9,218,218,Ecuador,0,247,-,-,247,1.3,1.4,0.30
SLV,9,222,222,El Salvador,0,51,-,-,51,0.72,0.79,0.13
GNQ,9,226,226,Equatorial Guinea,0,11,-,-,11,1.2,0.74,0.16
ETH,9,231,231,Ethiopia,0,1996,-,-,1996,2.7,1.7,0.43
ERI,9,232,232,Eritrea,0,54,-,-,54,2.3,1.5,0.47
EST,9,233,233,Estonia,0,147,-,-,147,4.2,11.5,1.3
FJI,9,242,242,Fiji,0,26,-,-,26,3.0,2.9,0.71
FIN,9,246,246,Finland,0,439,-,-,439,2.9,8.1,0.81
FRA,9,250,250,France (metropolitan),0,4138,-,-,4138,2.6,6.5,0.73
GUF,9,254,254,French Guyana,0,6,-,-,6,1.9,1.9,1.0
PYF,9,258,258,French Polynesia,0,10,-,-,10,2.3,3.5,1.0
DJI,9,262,262,Djibouti,0,21,-,-,21,2.3,2.1,0.39
GAB,9,266,266,Gabon,0,15,-,-,15,0.98,0.64,0.14
GEO,9,268,268,Georgia,0,282,-,-,282,3.6,7.2,0.95
GMB,9,270,270,The Republic of the Gambia,0,21,-,-,21,1.5,0.82,0.38
PSE,9,275,275,Gaza Strip and West Bank,0,101,-,-,101,3.2,1.9,0.76
DEU,9,276,276,Germany,0,7088,-,-,7088,3.1,8.8,0.86
GHA,9,288,288,Ghana,0,318,-,-,318,1.5,0.98,0.30
GRC,9,300,300,Greece,0,334,-,-,334,1.1,3.4,0.34
GLP,9,312,312,"France, Guadeloupe",0,19,-,-,19,1.9,4.9,0.56
GUM,9,316,316,Guam,0,7,-,-,7,3.1,4.1,0.61
GTM,9,320,320,Guatemala,0,42,-,-,42,0.31,0.23,0.06
GIN,9,324,324,Guinea,0,65,-,-,65,0.85,0.47,0.20
GUY,9,328,328,Guyana,0,7,-,-,7,0.76,0.89,0.26
HTI,9,332,332,Haiti,0,74,-,-,74,0.84,0.64,0.15
HND,9,340,340,Honduras,0,78,-,-,78,0.88,0.77,0.16
HUN,9,348,348,Hungary,0,1519,-,-,1519,7.0,16.2,1.6
ISL,9,352,352,Iceland,0,7,-,-,7,0.81,2.1,0.34
IND,9,356,356,India,0,17179,-,-,17179,1.2,1.2,0.23
IDN,9,360,360,Indonesia,0,8160,-,-,8160,2.7,2.9,0.69
IRN,9,364,364,"Iran, Islamic Republic of",0,1608,-,-,1608,1.7,1.9,0.44
IRQ,9,368,368,Iraq,0,491,-,-,491,1.9,1.2,0.42
IRL,9,372,372,Ireland,0,630,-,-,630,6.3,12.8,1.8
ISR,9,376,376,Israel,0,208,-,-,208,1.5,2.4,0.44
ITA,9,380,380,Italy,0,3904,-,-,3904,2.2,6.8,0.65
CIV,9,384,384,"Côte d'Ivoire",0,199,-,-,199,1.3,0.72,0.25
JAM,9,388,388,Jamaica,0,98,-,-,98,2.6,3.3,0.60
JPN,9,392,392,Japan,0,12972,-,-,12972,3.5,10.9,0.88
KAZ,9,398,398,Kazakhstan,0,802,-,-,802,3.6,4.2,0.74
JOR,9,400,400,Jordan,0,170,-,-,170,2.2,1.7,0.44
KEN,9,404,404,Kenya,0,696,-,-,696,2.4,1.2,0.56
PRK,9,408,408,"Korea, Democratic People Republic of",0,2008,-,-,2008,5.2,7.8,1.2
KOR,9,410,410,"Korea, Republic of",0,3535,-,-,3535,2.9,7.0,0.87
KWT,9,414,414,Kuwait,0,60,-,-,60,1.5,1.4,0.38
KGZ,9,417,417,Kyrgyzstan,0,138,-,-,138,2.5,2.1,0.63
LAO,9,418,418,"Lao People's Democratic Republic",0,188,-,-,188,3.4,2.5,0.89
LBN,9,422,422,Lebanon,0,130,-,-,130,1.7,2.0,0.38
LSO,9,426,426,Lesotho,0,24,-,-,24,1.4,1.1,0.34
LVA,9,428,428,Latvia,0,247,-,-,247,5.1,13.8,1.5
LBR,9,430,430,Liberia,0,32,-,-,32,0.94,0.60,0.22
LBY,9,434,434,Libya,0,175,-,-,175,2.8,2.5,1.1
LTU,9,440,440,Lithuania,0,310,-,-,310,4.6,12.1,1.2
LUX,9,442,442,Luxembourg,0,26,-,-,26,2.0,4.1,0.63
MDG,9,450,450,Madagascar,0,243,-,-,243,1.5,0.83,0.46
MWI,9,454,454,Malawi,0,165,-,-,165,1.5,0.82,0.29
MYS,9,458,458,Malaysia,0,1383,-,-,1383,3.7,4.2,1.0
MDV,9,462,462,Maldives,0,8,-,-,8,1.9,1.5,0.48
MLI,9,466,466,Mali,0,332,-,-,332,3.0,1.6,0.56
MLT,9,470,470,Malta,0,35,-,-,35,2.7,8.1,0.87
MTQ,9,474,474,"France, Martinique",0,17,-,-,17,1.6,4.7,0.44
MRT,9,478,478,Mauritania,0,44,-,-,44,1.5,0.90,0.31
MUS,9,480,480,Mauritius,0,43,-,-,43,2.0,3.4,0.51
MEX,9,484,484,Mexico,0,1387,-,-,1387,0.95,1.1,0.21
MNG,9,496,496,Mongolia,0,26,-,-,26,0.90,0.77,0.48
MDA,9,498,498,Republic of Moldova,0,450,-,-,450,6.6,11.3,1.5
MNE,9,499,499,Montenegro,0,43,-,-,43,3.6,7.0,0.86
MAR,9,504,504,Morocco,0,1037,-,-,1037,2.4,2.8,0.54
MOZ,9,508,508,Mozambique,0,184,-,-,184,1.1,0.56,0.27
OMN,9,512,512,Oman,0,78,-,-,78,2.1,1.5,0.48
NAM,9,516,516,Namibia,0,33,-,-,33,2.0,1.3,0.49
NPL,9,524,524,Nepal,0,271,-,-,271,0.94,0.90,0.21
NLD,9,528,528,The Netherlands,0,1409,-,-,1409,3.3,8.4,0.90
NCL,9,540,540,New Caledonia,0,12,-,-,12,3.0,4.2,0.70
VUT,9,548,548,Vanuatu,0,7,-,-,7,3.7,2.2,0.57
NZL,9,554,554,New Zealand,0,410,-,-,410,4.0,8.5,1.1
NIC,9,558,558,Nicaragua,0,74,-,-,74,1.2,1.1,0.27
NER,9,562,562,Niger,0,207,-,-,207,1.5,0.79,0.21
NGA,9,566,566,Nigeria,0,2240,-,-,2240,2.0,1.0,0.43
NOR,9,578,578,Norway,0,401,-,-,401,3.1,7.4,0.94
PAK,9,586,586,Pakistan,0,1792,-,-,1792,1.0,0.78,0.20
PAN,9,591,591,Panama,0,69,-,-,69,1.3,1.6,0.33
PNG,9,598,598,Papua New Guinea,0,147,-,-,147,2.5,1.6,0.79
PRY,9,600,600,Paraguay,0,96,-,-,96,1.4,1.3,0.31
PER,9,604,604,Peru,0,359,-,-,359,0.85,1.1,0.22
PHL,9,608,608,Philippines,0,3320,-,-,3320,3.3,3.0,0.86
