Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,9,004,4,Afghanistan,0,402,-,-,402,1.8,1.0,0.21
ALB,9,008,8,Albania,0,157,-,-,157,4.0,6.1,0.44
DZA,9,012,12,Algeria,0,2182,-,-,2182,5.3,5.0,0.60
AGO,9,024,24,Angola,0,326,-,-,326,2.0,0.94,0.24
AZE,9,031,31,Azerbaijan,0,491,-,-,491,3.9,5.0,0.45
ARG,9,032,32,Argentina,0,1745,-,-,1745,3.6,4.1,0.41
AUS,9,036,36,Australia,0,2861,-,-,2861,8.5,12.5,0.95
AUT,9,040,40,Austria,0,775,-,-,775,5.5,10.0,0.64
BHS,9,044,44,Bahamas,0,13,-,-,13,2.8,3.4,0.35
BHR,9,048,48,Bahrain,0,44,-,-,44,2.9,2.5,0.35
BGD,9,050,50,Bangladesh,0,1964,-,-,1964,1.3,1.2,0.13
ARM,9,051,51,Armenia,0,133,-,-,133,3.0,4.9,0.39
BRB,9,052,52,Barbados,0,22,-,-,22,5.6,8.7,0.57
BEL,9,056,56,Belgium,0,1070,-,-,1070,6.1,10.7,0.73
BTN,9,064,64,Bhutan,0,11,-,-,11,1.7,1.5,0.20
BOL,9,068,68,Bolivia (Plurinational State of),0,87,-,-,87,0.91,0.77,0.11
BIH,9,070,70,Bosnia Herzegovina,0,531,-,-,531,9.6,18.6,1.1
BWA,9,072,72,Botswana,0,27,-,-,27,1.4,1.1,0.15
BRA,9,076,76,Brazil,0,13925,-,-,13925,5.5,6.9,0.64
BLZ,9,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,9,090,90,Solomon Islands,0,9,-,-,9,2.1,1.3,0.25
BRN,9,096,96,Brunei Darussalam,0,61,-,-,61,12.0,14.2,1.4
BGR,9,100,100,Bulgaria,0,921,-,-,921,8.2,15.9,1.0
MMR,9,104,104,Myanmar,0,1702,-,-,1702,3.0,3.2,0.35
BDI,9,108,108,Burundi,0,118,-,-,118,2.0,0.95,0.23
BLR,9,112,112,Belarus,0,1416,-,-,1416,9.0,16.7,1.1
KHM,9,116,116,Cambodia,0,460,-,-,460,3.4,2.8,0.40
CMR,9,120,120,Cameroon,0,284,-,-,284,1.9,1.0,0.21
CAN,9,124,124,Canada,0,4371,-,-,4371,7.9,13.1,0.87
CPV,9,132,132,Cape Verde,0,5,-,-,5,1.1,0.91,0.14
CAF,9,140,140,Central African Republic,0,55,-,-,55,2.0,1.1,0.21
LKA,9,144,144,Sri Lanka,0,816,-,-,816,3.0,4.1,0.35
TCD,9,148,148,Chad,0,95,-,-,95,1.2,0.55,0.12
CHL,9,152,152,Chile,0,1068,-,-,1068,4.2,6.1,0.51
CHN,9,156,160,China,0,144324,-,-,144324,6.8,11.3,0.81
COL,9,170,170,Colombia,0,1855,-,-,1855,3.3,3.8,0.37
COM,9,174,174,Comoros,0,4,-,-,4,0.87,0.45,0.12
COG,9,178,178,"Congo, Republic of",0,65,-,-,65,1.8,1.1,0.20
COD,9,180,180,"Congo, Democratic Republic of",0,972,-,-,972,2.0,1.0,0.22
CRI,9,188,188,Costa Rica,0,204,-,-,204,3.3,4.2,0.38
HRV,9,191,191,Croatia,0,797,-,-,797,11.6,23.2,1.4
CUB,9,192,192,Cuba,0,497,-,-,497,2.8,5.0,0.34
CYP,9,196,196,Cyprus,0,75,-,-,75,4.6,6.8,0.54
CZE,9,203,203,Czechia,0,1413,-,-,1413,8.6,15.4,1.0
BEN,9,204,204,Benin,0,105,-,-,105,1.5,0.84,0.17
DNK,9,208,208,Denmark,0,825,-,-,825,9.5,16.7,1.2
DOM,9,214,214,Dominican Republic,0,159,-,-,159,1.5,1.5,0.17
ECU,9,218,218,Ecuador,0,388,-,-,388,2.3,2.3,0.26
SLV,9,222,222,El Salvador,0,106,-,-,106,1.7,1.7,0.17
