Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,9,004,4,Afghanistan,0,250,-,-,250,1.2,0.62,0.16
ALB,9,008,8,Albania,0,81,-,-,81,1.7,3.0,0.26
DZA,9,012,12,Algeria,0,1126,-,-,1126,2.7,2.6,0.38
AGO,9,024,24,Angola,0,199,-,-,199,1.3,0.57,0.17
AZE,9,031,31,Azerbaijan,0,312,-,-,312,2.6,3.1,0.35
ARG,9,032,32,Argentina,0,700,-,-,700,1.3,1.6,0.19
AUS,9,036,36,Australia,0,854,-,-,854,2.2,3.5,0.32
AUT,9,040,40,Austria,0,346,-,-,346,2.2,4.2,0.34
BHS,9,044,44,Bahamas,0,12,-,-,12,2.6,3.1,0.39
BHR,9,048,48,Bahrain,0,18,-,-,18,1.5,1.0,0.24
BGD,9,050,50,Bangladesh,0,1227,-,-,1227,0.80,0.75,0.10
ARM,9,051,51,Armenia,0,89,-,-,89,2.0,3.1,0.33
BRB,9,052,52,Barbados,0,14,-,-,14,2.8,5.3,0.44
BEL,9,056,56,Belgium,0,377,-,-,377,1.8,3.6,0.28
BTN,9,064,64,Bhutan,0,11,-,-,11,1.7,1.4,0.23
BOL,9,068,68,Bolivia (Plurinational State of),0,42,-,-,42,0.40,0.36,0.07
BIH,9,070,70,Bosnia Herzegovina,0,337,-,-,337,5.2,11.2,0.80
BWA,9,072,72,Botswana,0,14,-,-,14,0.72,0.58,0.10
BRA,9,076,76,Brazil,0,6541,-,-,6541,2.5,3.2,0.36
BLZ,9,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,9,090,90,Solomon Islands,0,5,-,-,5,1.5,0.70,0.24
BRN,9,096,96,Brunei Darussalam,0,31,-,-,31,6.4,7.1,0.94
BGR,9,100,100,Bulgaria,0,479,-,-,479,3.6,7.7,0.53
MMR,9,104,104,Myanmar,0,1159,-,-,1159,2.1,2.1,0.32
BDI,9,108,108,Burundi,0,97,-,-,97,1.8,0.77,0.26
BLR,9,112,112,Belarus,0,870,-,-,870,5.2,9.9,0.82
KHM,9,116,116,Cambodia,0,315,-,-,315,2.4,1.9,0.36
CMR,9,120,120,Cameroon,0,197,-,-,197,1.4,0.71,0.19
CAN,9,124,124,Canada,0,1592,-,-,1592,2.5,4.5,0.34
CPV,9,132,132,Cape Verde,0,2,-,-,2,0.52,0.36,0.09
CAF,9,140,140,Central African Republic,0,46,-,-,46,1.7,0.92,0.24
LKA,9,144,144,Sri Lanka,0,483,-,-,483,1.7,2.3,0.23
TCD,9,148,148,Chad,0,74,-,-,74,0.88,0.43,0.09
CHL,9,152,152,Chile,0,538,-,-,538,2.0,3.0,0.30
CHN,9,156,160,China,0,71054,-,-,71054,3.1,5.3,0.46
COL,9,170,170,Colombia,0,939,-,-,939,1.6,1.9,0.23
COM,9,174,174,Comoros,0,3,-,-,3,0.74,0.33,0.16
COG,9,178,178,"Congo, Republic of",0,46,-,-,46,1.3,0.80,0.16
COD,9,180,180,"Congo, Democratic Republic of",0,756,-,-,756,1.6,0.80,0.22
CRI,9,188,188,Costa Rica,0,112,-,-,112,1.7,2.3,0.24
HRV,9,191,191,Croatia,0,388,-,-,388,4.8,10.6,0.74
CUB,9,192,192,Cuba,0,208,-,-,208,1.1,2.0,0.16
CYP,9,196,196,Cyprus,0,31,-,-,31,1.7,2.7,0.26
CZE,9,203,203,Czechia,0,701,-,-,701,3.4,7.2,0.54
BEN,9,204,204,Benin,0,78,-,-,78,1.2,0.62,0.18
DNK,9,208,208,Denmark,0,195,-,-,195,1.8,3.7,0.29
DOM,9,214,214,Dominican Republic,0,60,-,-,60,0.55,0.56,0.08
ECU,9,218,218,Ecuador,0,183,-,-,183,1.0,1.0,0.15
SLV,9,222,222,El Salvador,0,42,-,-,42,0.66,0.67,0.08
GNQ,9,226,226,Equatorial Guinea,0,11,-,-,11,1.2,0.74,0.16
ETH,9,231,231,Ethiopia,0,1839,-,-,1839,2.5,1.5,0.31
ERI,9,232,232,Eritrea,0,44,-,-,44,2.0,1.2,0.26
EST,9,233,233,Estonia,0,81,-,-,81,3.3,6.8,0.54
FJI,9,242,242,Fiji,0,23,-,-,23,2.7,2.6,0.42
FIN,9,246,246,Finland,0,255,-,-,255,2.3,5.1,0.36
FRA,9,250,250,France (metropolitan),0,2373,-,-,2373,2.0,4.0,0.31
GUF,9,254,254,French Guyana,0,2,-,-,2,0.63,0.65,0.08
PYF,9,258,258,French Polynesia,0,4,-,-,4,1.2,1.5,0.26
DJI,9,262,262,Djibouti,0,19,-,-,19,2.2,1.9,0.29
GAB,9,266,266,Gabon,0,15,-,-,15,1.0,0.65,0.14
