Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
N.A.,8,981,981,Very HDI country,0,84320,-,-,84320,3.5,5.9,0.43
N.A.,8,982,982,High HDI country,0,86066,-,-,86066,2.4,3.4,0.29
N.A.,8,983,983,Medium HDI country,0,27683,-,-,27683,1.4,1.3,0.16
N.A.,8,984,984,Low HDI country,0,11525,-,-,11525,1.7,0.97,0.18
,,,,Total,,209594,,,209594,2.4,2.8,0.30
