"ISOcode","LRI_CC","LRM_CC","LRI_RC","LRM_RC","LRI_CRC","LRM_CRC","LRI_RC_to_CC","LRM_RC_to_CC","LRI_RC_to_CRC","LRM_RC_to_CRC"
428,3.159348,1.787957,2.370362,1.589363,5.64561,3.455241,0.750269359374149,0.888926858979271,0.419859324324564,0.459986148578348
430,0.419519,0.342211,0.251994,0.206333,0.716605,0.593726,0.600673628608001,0.602940875658585,0.351649793121734,0.347522257741787
434,2.833533,3.075377,1.424888,1.459848,4.297278,4.560712,0.502866209781217,0.474689119415278,0.331579199670117,0.320092125966297
440,3.133405,2.039637,1.895455,1.371538,5.134981,3.483836,0.604918610904112,0.672442204176527,0.369126000660957,0.393686155146224
442,5.560644,2.314311,1.931128,0.881551,7.551329,3.195862,0.347284954764232,0.380912936938899,0.255733527171177,0.275841384890837
450,0.369465,0.324301,0.530539,0.450616,1.143152,0.977726,1.43596551770804,1.38949926148856,0.464101886713228,0.460881678507066
454,0.375287,0.314637,0.330269,0.243874,0.832459,0.650235,0.880043806473446,0.775096380908793,0.396739058620304,0.375055172360762
458,2.598243,1.909556,1.952421,1.404241,4.645006,3.379278,0.751438953169507,0.735375658006364,0.420326905928647,0.415544681437869
462,1.767493,1.559389,1.193366,0.750984,2.958847,2.310373,0.675174385414822,0.481588622210366,0.403321293733674,0.325048812464481
466,0.665413,0.517349,0.580747,0.45146,1.338761,1.047059,0.872761728430313,0.872641099141972,0.433794381521422,0.431169590252316
470,5.432401,2.683346,2.258632,1.353662,7.746374,4.037008,0.415770485278977,0.504467929219713,0.291572805547473,0.335313182436101
474,4.413972,2.868447,1.609223,0.646465,6.122511,3.514912,0.364574809264762,0.225371080588207,0.262837094126903,0.183920678526233
478,0.590069,0.417537,0.393531,0.320129,1.106477,0.844967,0.666923698753875,0.766708100120468,0.355661256402076,0.3788656835119
480,2.833924,1.720016,1.098179,0.654729,3.976993,2.374745,0.387511803421687,0.380652854392052,0.27613299797108,0.275704970428404
484,1.928176,1.252516,0.520261,0.246899,2.5074,1.516542,0.26982028611496,0.197122431968933,0.20749022892239,0.162803931575914
496,1.098431,0.645171,0.347007,0.467558,1.530207,1.124448,0.315911513786483,0.724703993204902,0.226771279964083,0.415811135775065
498,3.666749,2.419694,2.301478,1.636293,5.988387,4.060906,0.627661724323099,0.67623964021897,0.384323524849012,0.402937915824695
499,2.997599,2.223849,1.466965,0.928347,4.570223,3.228962,0.489380000460368,0.417450555320977,0.320983243049628,0.287506325562209
504,1.522804,1.107192,1.042411,0.74216,2.693752,1.932973,0.684533925574138,0.670308311476239,0.386973633801478,0.383947421924673
508,0.419428,0.380134,0.335475,0.286167,0.891839,0.779391,0.799839304958181,0.752805589607875,0.376160943847488,0.367167442272236
512,1.411693,1.034863,1.0238,0.744493,2.585756,1.888371,0.725228502231009,0.719412134746338,0.395938363867279,0.394251447411552
516,0.719703,0.533551,0.49875,0.397788,1.290585,0.984317,0.692994193438127,0.745548223131434,0.38645265519125,0.4041259065931
524,0.504604,0.347547,0.355689,0.215069,0.881273,0.574809,0.704887396849807,0.618819900617758,0.403608189516756,0.374157328782256
528,7.114174,3.483105,3.061205,1.20823,10.308596,4.74141,0.430296616304296,0.346883025346638,0.296956539959467,0.254825041496095
540,3.298126,1.470498,1.807268,0.760565,5.155336,2.231063,0.547968149185325,0.517215936369856,0.350562601545273,0.340898038289372
548,0.482814,0.482814,0.478769,0.478769,0.996529,0.996529,0.991622032501129,0.991622032501129,0.480436595422712,0.480436595422712
554,7.396037,3.845698,3.264408,1.500258,10.784096,5.43108,0.441372589131179,0.39011331623024,0.302705762263244,0.27623566583442
558,2.577493,1.585603,0.641551,0.404672,3.334909,2.046756,0.248905040673243,0.255216469696387,0.192374364637836,0.197713845714878
562,0.53618,0.441395,0.217886,0.186936,0.852407,0.705685,0.406367264724533,0.423511820478256,0.255612635747947,0.264900061642234
566,0.469077,0.367741,0.366581,0.294334,1.036396,0.828694,0.781494296245606,0.800383965889036,0.353707463170448,0.355178147784345
578,9.35766,4.537258,3.313637,1.310713,12.796723,5.900099,0.354109574402148,0.288877775960723,0.258944184382205,0.222151018143933
586,0.541202,0.380371,0.371886,0.211368,0.973226,0.620913,0.687148236702747,0.555689050952885,0.382116795071237,0.340414840726479
591,3.316507,1.837194,1.006389,0.503841,4.408667,2.408552,0.303448477569925,0.274244853836884,0.228275122616428,0.209188342207268
598,1.028237,0.777952,0.977632,0.776607,2.45213,1.791407,0.950784692634091,0.998271101558965,0.398686855917101,0.433517899617452
600,4.943381,2.631432,0.822688,0.415133,5.987248,3.132064,0.166422130926182,0.157759349282064,0.137406701710034,0.132542949313935
604,2.47994,1.474701,0.548773,0.292363,3.143249,1.807882,0.221284789148125,0.198252391501735,0.174587822981889,0.161715753572412
608,3.663625,2.706161,1.676632,1.174893,5.386156,3.91075,0.457642908321676,0.434154878442192,0.311285451071228,0.300426516652816
616,4.717817,3.298421,3.085483,1.80947,7.924457,5.195617,0.654006503431566,0.548586732863998,0.389362072379218,0.348268550202988
620,6.362969,3.515518,3.175835,1.504045,9.675511,5.072564,0.4991121283162,0.427830265696264,0.328234343385068,0.296505869615445
624,0.281044,0.22996,0.193572,0.17348,0.493889,0.422744,0.68876047878624,0.754392068185771,0.391934220037296,0.410366557538368
626,0.915917,0.625571,0.684023,0.514606,1.599224,1.140177,0.746817670160069,0.822618056143907,0.42772182008274,0.451338695658657
630,4.02114,2.535816,1.344542,0.735612,5.494582,3.299012,0.334368363200485,0.290088870801352,0.244703236752131,0.222979485979439
634,1.683719,1.124221,1.161433,0.853253,2.893047,2.000348,0.689802158198607,0.75897265751129,0.40145666489345,0.426552279903297
638,3.583463,3.003385,1.806748,0.925451,5.540367,4.019169,0.50419049952518,0.308135986561829,0.32610619477013,0.230259289917891
642,4.073256,2.640688,2.659431,1.488585,6.840691,4.205968,0.652900529699091,0.563711048029907,0.388766427251282,0.353922093558486
643,4.091022,2.290626,2.078739,1.323019,6.244818,3.640491,0.508122175827947,0.577579665995234,0.332874232683803,0.363417736783308
646,0.256386,0.200601,0.322014,0.256636,0.612411,0.483598,1.25597341508507,1.27933559653242,0.525813546784757,0.530680441192892
662,2.642252,2.183451,0.636655,0.415792,3.277186,2.599243,0.240951657903939,0.190428821164295,0.194268802564151,0.159966574883533
678,0.584209,0.412714,0.094188,0.094188,0.678392,0.506902,0.16122312391627,0.228216149682347,0.138840080661329,0.185811064071556
682,1.818422,1.203468,1.426158,0.906565,3.330558,2.16313,0.784283296176575,0.753293814210266,0.428203922585945,0.419098713438397
686,0.464377,0.345241,0.385867,0.303853,0.948528,0.725239,0.830934779284935,0.880118525899299,0.406806124858728,0.418969470753779
688,3.576386,2.271462,3.231246,1.928959,6.949114,4.277874,0.903494756997707,0.849214734827173,0.464986759463149,0.450915337852401
694,0.011171,0.011171,0.036778,0.035935,0.051399,0.050556,3.29227463969206,3.21681138662609,0.715539212825152,0.710795949046602
702,7.873883,5.614619,4.102482,2.364571,12.095917,8.051673,0.521023997943581,0.421145406304506,0.339162545510192,0.293674494729232
703,5.477432,3.481792,3.331078,2.03453,9.019994,5.680422,0.608145934080058,0.584334158961822,0.369299358735715,0.358165291240686
704,1.251116,0.826511,1.561764,0.986663,2.926361,1.890947,1.24829672068777,1.1937687459695,0.533688085646303,0.521782471957173
705,4.787803,2.887513,3.010622,1.613921,7.837232,4.521065,0.628810750985368,0.558931163253637,0.384143534349883,0.35697805716131
706,0.865271,0.771298,0.556322,0.51079,1.494298,1.344399,0.642945389363563,0.662247276668681,0.372296556643989,0.379939288856954
710,1.265815,1.45867,0.955252,0.434999,2.330325,1.943431,0.754653721120385,0.298216183235413,0.40992222114941,0.223830431849651
716,0.792389,0.629066,0.642922,0.512631,1.586111,1.256768,0.811371687390915,0.814908133645754,0.405344897046928,0.407896286347202
724,6.0908,3.307522,2.695623,1.12118,8.86736,4.466944,0.442572896828003,0.338978848817937,0.303993860630447,0.250994863602499
728,0.602376,0.531619,0.464907,0.421339,1.121797,0.99206,0.771788716681939,0.792558204277876,0.414430596623097,0.424711206983449
729,0.660462,0.542891,0.592281,0.603659,1.262029,1.153441,0.896767717143454,1.11193407148028,0.469308549962006,0.523354900684127
740,4.126686,2.476368,0.77242,0.29459,4.913324,2.770958,0.187176829058475,0.118960509908059,0.15720925385747,0.106313412184522
748,0.322083,0.264099,0.178509,0.140823,0.565903,0.463317,0.554232915118153,0.533220496859132,0.315440985469241,0.303945246990721
752,5.756768,2.803293,2.460942,1.162344,8.392035,4.032202,0.427486742561104,0.414635216511439,0.293247347037995,0.28826532004101
756,4.607628,2.045085,2.164885,0.901718,7.052776,3.044383,0.469848043288217,0.440919570580196,0.306955020264361,0.296190722389397
760,1.843716,1.267327,1.035709,0.736079,2.907847,2.016138,0.561750833642492,0.580812213422424,0.356177267923656,0.365093560063845
762,0.577121,0.358982,0.540266,0.363297,1.182449,0.790549,0.936139908268803,1.01202010128642,0.456904272404138,0.459550261906599
764,1.978258,1.284157,1.611166,1.046871,3.648872,2.360056,0.814436741820329,0.815220413080332,0.441551800117954,0.443578881179091
768,0.787659,0.571762,0.345639,0.271061,1.212163,0.901748,0.438818067209287,0.474080124247502,0.285142344717666,0.300595066470899
780,3.974672,3.05503,1.306476,0.745763,5.45699,3.87413,0.32870033049268,0.244109877808074,0.239413302938067,0.192498186689657
784,1.796292,1.013277,1.260933,0.8641,3.086923,1.904318,0.701964379956043,0.85277767086394,0.408475689221921,0.45375824835978
788,1.353026,0.942417,1.121093,0.777704,2.605456,1.816864,0.828582008032366,0.825222804766892,0.430286675345889,0.428047448790884
792,2.863948,2.068528,1.407514,0.785107,4.315107,2.868708,0.491459342138894,0.379548645220176,0.326182873333153,0.273679649514694
795,0.425567,0.339606,0.583009,0.427029,1.155366,0.875297,1.36995819694666,1.25742478048091,0.50460979464516,0.487867546672729
800,0.643455,0.52057,0.474248,0.39116,1.240472,0.998005,0.737033669798199,0.751407111435542,0.382312539098021,0.391941924138657
804,2.613907,1.492771,2.043601,1.285946,4.727236,2.814489,0.781818557431462,0.861448942939004,0.432303570204661,0.456902123262873
807,2.592983,1.844286,2.226531,1.354395,4.876167,3.198681,0.858675510020698,0.734373627517641,0.456615001085894,0.423422967154274
818,0.611329,0.415308,0.312402,0.264833,1.019669,0.739629,0.511021070487414,0.637678542190374,0.306375892569059,0.358061947273565
826,5.741731,2.612665,2.771216,1.981199,8.773449,4.709338,0.482644693734346,0.758305791213187,0.315863920791014,0.420695860012596
834,0.35601,0.276307,0.51617,0.424426,1.129547,0.89845,1.44987500351114,1.53606676631428,0.456970803339746,0.472398018810173
840,3.752135,1.656577,1.368153,0.585745,5.385488,2.308325,0.364633202163568,0.353587548299898,0.254044387435271,0.253753262647158
854,0.166471,0.131551,0.079261,0.06274,0.320177,0.251679,0.47612497071562,0.476925298933494,0.247553696861424,0.249285796590101
858,6.034653,4.057145,2.211427,1.03044,8.443537,5.175139,0.36645470750348,0.253981555995657,0.261907657892658,0.199113492410542
860,0.698694,0.385548,0.654211,0.394052,1.458649,0.830943,0.936334074716543,1.02205691638914,0.44850474651544,0.474222660278744
862,3.109602,1.629125,0.99855,0.493542,4.277194,2.17915,0.321118265295687,0.302949129133737,0.233459132318992,0.226483720716793
882,2.578457,1.538574,1.552217,0.981658,4.124249,2.520233,0.601994526183683,0.638031059929519,0.376363551279275,0.389510811103576
887,0.825855,0.63141,0.497333,0.346116,1.3338,0.98633,0.602203776692034,0.548163633772034,0.372869245763983,0.350912980442651
894,0.289893,0.214865,0.496113,0.420408,0.827711,0.664624,1.71136591776966,1.95661461848137,0.599379493567199,0.632550133609379
900,2.897693,1.67887,1.613023,0.945315,4.614255,2.678238,0.556657658350971,0.563066229070744,0.349573874872542,0.352961536652082
905,3.904809,1.863912,1.443338,0.690831,5.609009,2.622352,0.369630883354346,0.370634987059475,0.25732495704678,0.26343946197917
906,3.287137,1.84548,2.320983,1.392284,5.653072,3.284616,0.706080397622612,0.75442919999133,0.410570217396842,0.423880295291748
910,0.677675,0.532104,0.527836,0.41976,1.330369,1.048101,0.778892536983067,0.78886834152722,0.396759094657197,0.400495753748923
911,0.363157,0.299178,0.349674,0.280601,0.81666,0.673773,0.96287280707793,0.937906530560402,0.428175740210124,0.416462220955722
912,1.282543,0.996411,0.822282,0.660645,2.201567,1.719081,0.641134059442841,0.663024595272433,0.373498512650308,0.384301263291259
913,1.211103,1.378481,0.905146,0.422881,2.222605,1.852088,0.7473732622246,0.306773180043831,0.407245551953676,0.228326623788934
914,0.466555,0.363401,0.335248,0.27086,0.947656,0.753039,0.718560512694109,0.745347426121557,0.353765501405573,0.359689206003939
915,4.176598,2.998452,0.860845,0.463903,5.180653,3.516022,0.206111529048283,0.154714165842908,0.166165346337614,0.131939731890187
916,2.024202,1.323843,0.534108,0.266673,2.617667,1.611,0.26386101782332,0.201438539162121,0.204039704057086,0.165532588454376
920,1.74788,1.207282,1.369923,0.923231,3.193118,2.176171,0.783762615282514,0.764718599299915,0.4290236063935,0.424245613051548
922,2.480913,1.728536,1.171393,0.718389,3.701763,2.471001,0.472162062917966,0.415605460343319,0.31644192240292,0.290727927669799
923,4.082224,2.429926,2.357032,1.432706,6.529257,3.911402,0.577389187854464,0.589608901670257,0.360995439450461,0.366289632208604
924,5.895473,2.668227,2.758554,1.729549,8.869535,4.494841,0.467910547635448,0.648201596041116,0.311014500760186,0.384785357257353
925,5.824517,3.208812,2.428291,1.082596,8.388517,4.345968,0.416908560830022,0.33738218381133,0.289477985202867,0.249103536887524
926,5.207793,2.543912,2.49942,1.065901,7.936119,3.689413,0.479938430732558,0.419000735874511,0.314942354065003,0.288908018701078
928,1.134354,0.797954,0.976175,0.713643,2.442011,1.681417,0.860555875855333,0.894341027177005,0.399742261603244,0.424429513915941
931,3.239661,2.020763,1.466687,0.712479,4.887854,2.792564,0.452728541659143,0.352579199045113,0.300067677962558,0.255134349651431
954,3.323631,2.818317,1.183573,0.614203,4.501659,3.43252,0.356108424792042,0.217932546267861,0.262919292643001,0.178936466502744
957,2.069446,0.977673,1.526207,0.856695,3.631496,1.876351,0.737495445641007,0.876259240052656,0.420269497749688,0.456575022477138
981,4.954912,2.609092,2.268541,1.126316,7.381382,3.796141,0.457836789028746,0.431688878736357,0.307332827375687,0.296700254284548
982,2.275214,1.390232,1.732123,1.119343,4.077915,2.556893,0.761301134750402,0.805148349340254,0.424757014307557,0.437774674184645
983,0.782205,0.537369,0.539845,0.348381,1.39225,0.924525,0.690157950920794,0.648308704074854,0.387750044891363,0.376821611097591
984,0.793867,0.609055,0.583133,0.438314,1.53658,1.171005,0.734547474576976,0.719662427859553,0.379500579208372,0.374305831315836
