"ISOcode","cancer_type","distribution_method","risk_calculation","LRI_lifetime_risk","LRI_lifetime_risk_percent","LRI_variance","LRI_std_error","LRI_std_error_percent","LRI_ci_lower","LRI_ci_upper","LRI_ci_lower_percent","LRI_ci_upper_percent","LRI_n_age_groups","LRI_note","LRM_lifetime_risk","LRM_lifetime_risk_percent","LRM_variance","LRM_std_error","LRM_std_error_percent","LRM_ci_lower","LRM_ci_upper","LRM_ci_lower_percent","LRM_ci_upper_percent","LRM_n_age_groups","LRM_note"
620,"rectum","Poisson","both",0.0317583548759855,3.175835,3.25072521237165e-07,0.000570151314334331,0.057015,0.0306408582998902,0.0328758514520808,3.064086,3.287585,18,"Success",0.0150404481628849,1.504045,1.73526626377231e-07,0.000416565272649115,0.041657,0.0142239802284926,0.0158569160972771,1.422398,1.585692,18,"Success"
96,"rectum","Poisson","both",0.0312247763791948,3.122478,2.37920249051858e-05,0.00487770693104719,0.487771,0.0216644707943423,0.0407850819640473,2.166447,4.078508,18,"Success",0.0210722224120555,2.107222,1.96239184875454e-05,0.00442988921842809,0.442989,0.0123896395439365,0.0297548052801746,1.238964,2.975481,18,"Success"
616,"rectum","Poisson","both",0.0308548318297985,3.085483,1.1218602582532e-07,0.00033494182453871,0.033494,0.0301983458537026,0.0315113178058944,3.019835,3.151132,18,"Success",0.0180947048444558,1.80947,7.64665015216812e-08,0.000276525770086047,0.027653,0.0175527143350872,0.0186366953538245,1.755271,1.86367,18,"Success"
528,"rectum","Poisson","both",0.0306120515169826,3.061205,2.10439869464701e-07,0.000458737255370328,0.045874,0.0297129264964567,0.0315111765375084,2.971293,3.151118,18,"Success",0.0120823018361738,1.20823,1.04059957412866e-07,0.000322583256560017,0.032258,0.0114500386533162,0.0127145650190314,1.145004,1.271457,18,"Success"
705,"rectum","Poisson","both",0.0301062225978465,3.010622,1.79319505922866e-06,0.00133910233336689,0.13391,0.0274815820244474,0.0327308631712456,2.748158,3.273086,18,"Success",0.0161392067184329,1.613921,1.13545271705333e-06,0.00106557623709115,0.106558,0.0140506772937343,0.0182277361431316,1.405068,1.822774,18,"Success"
233,"rectum","Poisson","both",0.0286760371680434,2.867604,2.54917457041066e-06,0.00159661346931894,0.159661,0.0255466747681783,0.0318053995679085,2.554667,3.18054,18,"Success",0.0160640458736955,1.606405,1.57049672317472e-06,0.00125319460706417,0.125319,0.0136077844438497,0.0185203073035412,1.360778,1.852031,18,"Success"
826,"rectum","Poisson","both",0.0277121611540301,2.771216,5.68704517149601e-08,0.000238475264367104,0.023848,0.0272447496358705,0.0281795726721896,2.724475,2.817957,18,"Success",0.0198119912227457,1.981199,4.67176813512095e-08,0.000216142733746035,0.021614,0.0193883514646034,0.0202356309808879,1.938835,2.023563,18,"Success"
924,"rectum","Poisson","both",0.027585544199115,2.758554,3.48142506915506e-08,0.000186585773014854,0.018659,0.0272198360840059,0.0279512523142241,2.721984,2.795125,18,"Success",0.0172954916153918,1.729549,2.51701911330445e-08,0.000158651161776536,0.015865,0.0169845353383097,0.0176064478924738,1.698454,1.760645,18,"Success"
724,"rectum","Poisson","both",0.0269562290115951,2.695623,6.70371162588523e-08,0.000258915268493097,0.025892,0.0264487550853487,0.0274637029378416,2.644876,2.74637,18,"Success",0.0112118039530947,1.12118,3.3207266279702e-08,0.000182228609937359,0.018223,0.0108546358776175,0.0115689720285719,1.085464,1.156897,18,"Success"
642,"rectum","Poisson","both",0.0265943075449431,2.659431,1.52660320956264e-07,0.000390717699824648,0.039072,0.0258285008532868,0.0273601142365994,2.58285,2.736011,18,"Success",0.0148858516538033,1.488585,9.90129335548299e-08,0.00031466320654762,0.031466,0.0142691117689699,0.0155025915386366,1.426911,1.550259,18,"Success"
250,"rectum","Poisson","both",0.0265475185153899,2.654752,4.91853686124876e-08,0.000221777745981168,0.022178,0.0261128341332668,0.026982202897513,2.611283,2.69822,18,"Success",0.0106411895215941,1.064119,2.27801427157795e-08,0.000150930920343644,0.015093,0.0103453649177205,0.0109370141254676,1.034536,1.093701,18,"Success"
112,"rectum","Poisson","both",0.0262520459742117,2.625205,3.54886297459567e-07,0.000595723339696849,0.059572,0.0250844282284059,0.0274196637200175,2.508443,2.741966,18,"Success",0.0154809017179607,1.54809,2.37326208573003e-07,0.000487161378367583,0.048716,0.0145260654163602,0.0164357380195612,1.452607,1.643574,18,"Success"
203,"rectum","Poisson","both",0.0255038627354639,2.550386,2.92248102237315e-07,0.000540599761595689,0.05406,0.0244442872027364,0.0265634382681915,2.444429,2.656344,18,"Success",0.0135661954575929,1.35662,1.87426871791373e-07,0.000432928252475365,0.043293,0.0127176560827412,0.0144147348324446,1.271766,1.441473,18,"Success"
926,"rectum","Poisson","both",0.0249942000510204,2.49942,1.443253820989e-08,0.000120135499374207,0.012014,0.024758734472247,0.0252296656297939,2.475873,2.522967,18,"Success",0.0106590088015831,1.065901,6.911312148724e-09,8.31343018778891e-05,0.008313,0.0104960655699025,0.0108219520332638,1.049607,1.082195,18,"Success"
276,"rectum","Poisson","both",0.0246254130377212,2.462541,3.1173188039329e-08,0.000176559304595733,0.017656,0.0242793568007135,0.0249714692747288,2.427936,2.497147,18,"Success",0.0107748138421692,1.077481,1.46182414048854e-08,0.000120905919643686,0.012091,0.0105378382396676,0.0110117894446708,1.053784,1.101179,18,"Success"
752,"rectum","Poisson","both",0.0246094248701538,2.460942,3.03088168526747e-07,0.000550534439001546,0.055053,0.0235303773697108,0.0256884723705968,2.353038,2.568847,18,"Success",0.0116234438281436,1.162344,1.68589326476229e-07,0.000410596305970023,0.04106,0.0108186750684423,0.0124282125878448,1.081868,1.242821,18,"Success"
246,"rectum","Poisson","both",0.0244128333055566,2.441283,4.92522818319942e-07,0.000701799699572422,0.07018,0.0230373058943946,0.0257883607167185,2.303731,2.578836,18,"Success",0.0102524275016077,1.025243,2.26101072189601e-07,0.000475500864551897,0.04755,0.00932044580708595,0.0111844091961294,0.932045,1.118441,18,"Success"
925,"rectum","Poisson","both",0.0242829090426548,2.428291,1.73914636145115e-08,0.000131876698527494,0.013188,0.0240244307135409,0.0245413873717687,2.402443,2.454139,18,"Success",0.0108259597235731,1.082596,8.80497841862812e-09,9.38348465050597e-05,0.009383,0.0106420434244231,0.011009876022723,1.064204,1.100988,18,"Success"
428,"rectum","Poisson","both",0.0237036234928196,2.370362,1.2982648218148e-06,0.00113941424504646,0.113941,0.0214703715725285,0.0259368754131106,2.147037,2.593688,18,"Success",0.0158936288146333,1.589363,9.53001798429345e-07,0.00097621811007036,0.097622,0.0139802413188954,0.0178070163103712,1.398024,1.780702,18,"Success"
923,"rectum","Poisson","both",0.023570318807068,2.357032,1.06897398707006e-08,0.000103391198226448,0.010339,0.0233676720585442,0.0237729655555919,2.336767,2.377297,18,"Success",0.0143270620021912,1.432706,7.56589368182212e-09,8.6982145764646e-05,0.008698,0.0141565769964925,0.0144975470078899,1.415658,1.449755,18,"Success"
410,"rectum","Poisson","both",0.023541773737947,2.354177,6.95382368541871e-08,0.00026370103688493,0.02637,0.0230249197056525,0.0240586277702414,2.302492,2.405863,18,"Success",0.0133804879874054,1.338049,5.49506364044375e-08,0.000234415520826667,0.023442,0.0129210335665852,0.0138399424082257,1.292103,1.383994,18,"Success"
906,"rectum","Poisson","both",0.0232098279960478,2.320983,2.57877867028902e-09,5.07816765210545e-05,0.005078,0.0231102959100666,0.0233093600820291,2.31103,2.330936,18,"Success",0.0139228405203167,1.392284,1.92539015393206e-09,4.38792679283972e-05,0.004388,0.013836837155177,0.0140088438854563,1.383684,1.400884,18,"Success"
498,"rectum","Poisson","both",0.0230147815382251,2.301478,9.73221110069808e-07,0.000986519695733343,0.098652,0.0210812029345877,0.0249483601418625,2.10812,2.494836,18,"Success",0.0163629293148797,1.636293,8.16761034937069e-07,0.00090374832499821,0.090375,0.0145915825978832,0.0181342760318762,1.459158,1.813428,18,"Success"
70,"rectum","Poisson","both",0.0230145832290442,2.301458,7.60567080110798e-07,0.000872104970809591,0.08721,0.0213052574862574,0.024723908971831,2.130526,2.472391,18,"Success",0.0159076482069947,1.590765,6.30519635807154e-07,0.000794052665638215,0.079405,0.0143513049823438,0.0174639914316456,1.43513,1.746399,18,"Success"
380,"rectum","Poisson","both",0.0228057447137389,2.280574,3.90967219266791e-08,0.000197728910194435,0.019773,0.0224181960497579,0.02319329337772,2.24182,2.319329,18,"Success",0.00928158469952015,0.928158,1.7620994753702e-08,0.000132744094986187,0.013274,0.00902140627334722,0.00954176312569307,0.902141,0.954176,18,"Success"
981,"rectum","Poisson","both",0.022685414725516,2.268541,1.97242487309961e-09,4.4411990195212e-05,0.004441,0.0225983672247334,0.0227724622262986,2.259837,2.277246,18,"Success",0.0112631647898578,1.126316,1.15604031310729e-09,3.40005928346447e-05,0.0034,0.0111965236279019,0.0113298059518137,1.119652,1.132981,18,"Success"
470,"rectum","Poisson","both",0.0225863233526974,2.258632,8.40398460089265e-06,0.0028989626766988,0.289896,0.0169043565063678,0.0282682901990271,1.690436,2.826829,18,"Success",0.0135366181605615,1.353662,5.83351032000029e-06,0.00241526609714133,0.241527,0.00880269661016451,0.0182705397109585,0.88027,1.827054,18,"Success"
36,"rectum","Poisson","both",0.0224368932223194,2.243689,1.29305273059312e-07,0.000359590424037281,0.035959,0.0217320959912063,0.0231416904534325,2.17321,2.314169,18,"Success",0.0105794497327052,1.057945,7.57046418900489e-08,0.000275144765332813,0.027514,0.0100401659926529,0.0111187334727575,1.004017,1.111873,18,"Success"
156,"rectum","Poisson","both",0.0223601279672057,2.236013,3.27346308686452e-09,5.7214186063113e-05,0.005721,0.022247988162522,0.0224722677718894,2.224799,2.247227,18,"Success",0.0148186325612362,1.481863,2.82376899991396e-09,5.31391475271664e-05,0.005314,0.014714479832083,0.0149227852903895,1.471448,1.492279,18,"Success"
807,"rectum","Poisson","both",0.0222653114330447,2.226531,1.50757327324146e-06,0.00122783275458894,0.122783,0.0198587592340504,0.024671863632039,1.985876,2.467186,18,"Success",0.0135439453510196,1.354395,1.08658854909507e-06,0.00104239558186663,0.10424,0.011500850010561,0.0155870406914782,1.150085,1.558704,18,"Success"
858,"rectum","Poisson","both",0.0221142718557279,2.211427,1.00845842791201e-06,0.00100422030845428,0.100422,0.0201460000511575,0.0240825436602983,2.0146,2.408254,18,"Success",0.0103043968500607,1.03044,5.25056195936484e-07,0.000724607615152148,0.072461,0.00888416592436248,0.0117246277757589,0.888417,1.172463,18,"Success"
756,"rectum","Poisson","both",0.0216488479519865,2.164885,3.18120265398825e-07,0.000564021511468158,0.056402,0.0205433657895089,0.0227543301144641,2.054337,2.275433,18,"Success",0.00901717785799833,0.901718,1.56811810084748e-07,0.000395994709667627,0.039599,0.00824102822704978,0.00979332748894688,0.824103,0.979333,18,"Success"
100,"rectum","Poisson","both",0.0211476630415312,2.114766,2.87487143970108e-07,0.000536178276294469,0.053618,0.020096753619994,0.0221985724630684,2.009675,2.219857,18,"Success",0.0106528691494699,1.065287,1.66921935088428e-07,0.000408560809535653,0.040856,0.00985208996278005,0.0114536483361598,0.985209,1.145365,18,"Success"
643,"rectum","Poisson","both",0.0207873889066042,2.078739,2.041311900811e-08,0.000142874486904101,0.014287,0.0205073549122722,0.0210674229009363,2.050735,2.106742,18,"Success",0.0132301869684354,1.323019,1.50339269580911e-08,0.000122612915135768,0.012261,0.0129898656547692,0.0134705082821015,1.298987,1.347051,18,"Success"
124,"rectum","Poisson","both",0.0204693150746756,2.046932,7.60022552825736e-08,0.000275685065396321,0.027569,0.0199289723464988,0.0210096578028524,1.992897,2.100966,18,"Success",0.0151926947275453,1.519269,7.90873260580097e-08,0.000281224689630924,0.028122,0.0146414943358687,0.0157438951192219,1.464149,1.57439,18,"Success"
