Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,1,004,4,Afghanistan,0,665,-,-,665,2.8,1.7,0.24
ALB,1,008,8,Albania,0,22,-,-,22,0.66,0.99,0.06
DZA,1,012,12,Algeria,0,149,-,-,149,0.35,0.37,0.03
AGO,1,024,24,Angola,0,394,-,-,394,2.1,1.2,0.19
AZE,1,031,31,Azerbaijan,0,66,-,-,66,0.60,0.74,0.04
ARG,1,032,32,Argentina,0,430,-,-,430,0.96,1.1,0.08
AUS,1,036,36,Australia,0,844,-,-,844,2.9,4.2,0.26
AUT,1,040,40,Austria,0,205,-,-,205,1.7,3.1,0.16
BHS,1,044,44,Bahamas,0,3,-,-,3,0.61,0.86,0.06
BHR,1,048,48,Bahrain,0,13,-,-,13,0.72,0.78,0.07
BGD,1,050,50,Bangladesh,0,8885,-,-,8885,5.5,5.8,0.48
ARM,1,051,51,Armenia,0,23,-,-,23,0.76,0.96,0.07
BRB,1,052,52,Barbados,0,4,-,-,4,0.91,1.8,0.10
BEL,1,056,56,Belgium,0,296,-,-,296,2.1,3.5,0.19
BTN,1,064,64,Bhutan,0,9,-,-,9,1.3,1.3,0.12
BOL,1,068,68,Bolivia (Plurinational State of),0,25,-,-,25,0.24,0.23,0.02
BIH,1,070,70,Bosnia Herzegovina,0,52,-,-,52,1.2,2.2,0.11
BWA,1,072,72,Botswana,0,41,-,-,41,2.3,1.8,0.20
BRA,1,076,76,Brazil,0,4555,-,-,4555,1.9,2.5,0.17
BLZ,1,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,1,090,90,Solomon Islands,0,9,-,-,9,1.9,1.3,0.17
BRN,1,096,96,Brunei Darussalam,0,1,-,-,1,0.20,0.25,0.01
BGR,1,100,100,Bulgaria,0,139,-,-,139,1.6,2.9,0.14
MMR,1,104,104,Myanmar,0,1328,-,-,1328,2.4,2.7,0.20
BDI,1,108,108,Burundi,0,47,-,-,47,0.67,0.39,0.06
BLR,1,112,112,Belarus,0,384,-,-,384,3.4,5.4,0.30
KHM,1,116,116,Cambodia,0,206,-,-,206,1.4,1.3,0.13
CMR,1,120,120,Cameroon,0,122,-,-,122,0.75,0.46,0.07
CAN,1,124,124,Canada,0,911,-,-,911,2.0,3.2,0.18
CPV,1,132,132,Cape Verde,0,9,-,-,9,1.7,1.7,0.15
CAF,1,140,140,Central African Republic,0,24,-,-,24,0.83,0.50,0.07
LKA,1,144,144,Sri Lanka,0,904,-,-,904,3.8,5.1,0.34
TCD,1,148,148,Chad,0,96,-,-,96,0.88,0.57,0.06
CHL,1,152,152,Chile,0,118,-,-,118,0.58,0.75,0.05
CHN,1,156,160,China,0,13700,-,-,13700,0.71,1.2,0.06
COL,1,170,170,Colombia,0,305,-,-,305,0.57,0.69,0.05
COM,1,174,174,Comoros,0,2,-,-,2,0.38,0.23,0.04
COG,1,178,178,"Congo, Republic of",0,11,-,-,11,0.28,0.20,0.02
COD,1,180,180,"Congo, Democratic Republic of",0,255,-,-,255,0.46,0.28,0.04
CRI,1,188,188,Costa Rica,0,30,-,-,30,0.52,0.69,0.05
HRV,1,191,191,Croatia,0,79,-,-,79,1.5,2.8,0.14
CUB,1,192,192,Cuba,0,431,-,-,431,2.7,4.9,0.24
CYP,1,196,196,Cyprus,0,15,-,-,15,1.0,1.5,0.09
CZE,1,203,203,Czechia,0,300,-,-,300,2.2,3.8,0.20
BEN,1,204,204,Benin,0,42,-,-,42,0.48,0.35,0.04
DNK,1,208,208,Denmark,0,122,-,-,122,1.7,2.9,0.16
DOM,1,214,214,Dominican Republic,0,69,-,-,69,0.67,0.71,0.06
ECU,1,218,218,Ecuador,0,91,-,-,91,0.54,0.57,0.04
SLV,1,222,222,El Salvador,0,35,-,-,35,0.60,0.61,0.05
GNQ,1,226,226,Equatorial Guinea,0,10,-,-,10,1.3,0.69,0.12
ETH,1,231,231,Ethiopia,0,646,-,-,646,0.80,0.57,0.07
ERI,1,232,232,Eritrea,0,24,-,-,24,1.0,0.70,0.09
EST,1,233,233,Estonia,0,34,-,-,34,2.2,3.6,0.20
FJI,1,242,242,Fiji,0,21,-,-,21,2.5,2.6,0.21
FIN,1,246,246,Finland,0,108,-,-,108,1.8,2.8,0.16
FRA,1,250,250,France (metropolitan),0,2273,-,-,2273,2.9,4.8,0.27
GUF,1,254,254,French Guyana,0,3,-,-,3,1.1,1.1,0.10
PYF,1,258,258,French Polynesia,0,6,-,-,6,1.7,2.5,0.16
DJI,1,262,262,Djibouti,0,8,-,-,8,0.92,0.85,0.08
GAB,1,266,266,Gabon,0,27,-,-,27,1.6,1.2,0.14
GEO,1,268,268,Georgia,0,67,-,-,67,1.4,2.2,0.13
GMB,1,270,270,The Republic of the Gambia,0,4,-,-,4,0.27,0.16,0.02
PSE,1,275,275,Gaza Strip and West Bank,0,19,-,-,19,0.54,0.37,0.05
DEU,1,276,276,Germany,0,1339,-,-,1339,1.1,2.3,0.11
GHA,1,288,288,Ghana,0,148,-,-,148,0.61,0.48,0.05
GRC,1,300,300,Greece,0,206,-,-,206,1.6,2.8,0.14
GLP,1,312,312,"France, Guadeloupe",0,12,-,-,12,2.4,4.1,0.21
GUM,1,316,316,Guam,0,3,-,-,3,1.4,2.1,0.15
GTM,1,320,320,Guatemala,0,48,-,-,48,0.34,0.28,0.03
GIN,1,324,324,Guinea,0,55,-,-,55,0.67,0.42,0.05
GUY,1,328,328,Guyana,0,2,-,-,2,0.26,0.29,0.02
HTI,1,332,332,Haiti,0,77,-,-,77,0.81,0.72,0.07
HND,1,340,340,Honduras,0,32,-,-,32,0.38,0.34,0.03
HUN,1,348,348,Hungary,0,428,-,-,428,3.6,6.1,0.32
ISL,1,352,352,Iceland,0,4,-,-,4,1.1,1.5,0.09
IND,1,356,356,India,0,82048,-,-,82048,6.0,6.5,0.52
IDN,1,360,360,Indonesia,0,2640,-,-,2640,0.90,1.1,0.08
IRN,1,364,364,"Iran, Islamic Republic of",0,524,-,-,524,0.58,0.68,0.05
IRQ,1,368,368,Iraq,0,147,-,-,147,0.49,0.37,0.04
IRL,1,372,372,Ireland,0,117,-,-,117,2.0,2.9,0.18
ISR,1,376,376,Israel,0,64,-,-,64,0.79,0.86,0.07
ITA,1,380,380,Italy,0,1278,-,-,1278,1.7,3.1,0.14
CIV,1,384,384,"Côte d'Ivoire",0,136,-,-,136,0.78,0.51,0.06
