Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,1,004,4,Afghanistan,0,260,-,-,260,1.0,0.70,0.07
ALB,1,008,8,Albania,0,1,-,-,1,0.05,0.05,0.00
DZA,1,012,12,Algeria,0,24,-,-,24,0.06,0.07,0.00
AGO,1,024,24,Angola,0,69,-,-,69,0.31,0.21,0.02
AZE,1,031,31,Azerbaijan,0,11,-,-,11,0.12,0.14,0.01
ARG,1,032,32,Argentina,0,52,-,-,52,0.13,0.15,0.01
AUS,1,036,36,Australia,0,17,-,-,17,0.07,0.10,0.00
AUT,1,040,40,Austria,0,16,-,-,16,0.20,0.30,0.01
BHS,1,044,44,Bahamas,0,0,-,-,0,0.00,0.00,0.00
BHR,1,048,48,Bahrain,0,1,-,-,1,0.06,0.07,0.00
BGD,1,050,50,Bangladesh,0,2255,-,-,2255,1.5,1.6,0.10
ARM,1,051,51,Armenia,0,1,-,-,1,0.04,0.05,0.00
BRB,1,052,52,Barbados,0,0,-,-,0,0.00,0.00,0.00
BEL,1,056,56,Belgium,0,10,-,-,10,0.10,0.14,0.01
BTN,1,064,64,Bhutan,0,1,-,-,1,0.18,0.15,0.01
BOL,1,068,68,Bolivia (Plurinational State of),0,7,-,-,7,0.07,0.07,0.00
BIH,1,070,70,Bosnia Herzegovina,0,4,-,-,4,0.13,0.21,0.01
BWA,1,072,72,Botswana,0,6,-,-,6,0.33,0.29,0.02
BRA,1,076,76,Brazil,0,530,-,-,530,0.26,0.34,0.02
BLZ,1,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,1,090,90,Solomon Islands,0,3,-,-,3,0.64,0.47,0.04
BRN,1,096,96,Brunei Darussalam,0,0,-,-,0,0.00,0.00,0.00
BGR,1,100,100,Bulgaria,0,25,-,-,25,0.36,0.63,0.02
MMR,1,104,104,Myanmar,0,317,-,-,317,0.64,0.73,0.04
BDI,1,108,108,Burundi,0,14,-,-,14,0.20,0.12,0.01
BLR,1,112,112,Belarus,0,88,-,-,88,0.99,1.5,0.07
KHM,1,116,116,Cambodia,0,38,-,-,38,0.32,0.27,0.02
CMR,1,120,120,Cameroon,0,29,-,-,29,0.17,0.11,0.01
CAN,1,124,124,Canada,0,37,-,-,37,0.11,0.16,0.01
CPV,1,132,132,Cape Verde,0,3,-,-,3,0.67,0.64,0.04
CAF,1,140,140,Central African Republic,0,12,-,-,12,0.41,0.26,0.03
LKA,1,144,144,Sri Lanka,0,146,-,-,146,0.77,0.96,0.05
TCD,1,148,148,Chad,0,70,-,-,70,0.70,0.44,0.04
CHL,1,152,152,Chile,0,8,-,-,8,0.04,0.06,0.00
CHN,1,156,160,China,0,1432,-,-,1432,0.11,0.16,0.01
COL,1,170,170,Colombia,0,41,-,-,41,0.09,0.11,0.01
COM,1,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,1,178,178,"Congo, Republic of",0,0,-,-,0,0.00,0.00,0.00
COD,1,180,180,"Congo, Democratic Republic of",0,82,-,-,82,0.14,0.10,0.01
CRI,1,188,188,Costa Rica,0,7,-,-,7,0.15,0.19,0.01
HRV,1,191,191,Croatia,0,11,-,-,11,0.30,0.48,0.02
CUB,1,192,192,Cuba,0,27,-,-,27,0.27,0.40,0.02
CYP,1,196,196,Cyprus,0,0,-,-,0,0.00,0.00,0.00
CZE,1,203,203,Czechia,0,32,-,-,32,0.27,0.49,0.02
BEN,1,204,204,Benin,0,12,-,-,12,0.14,0.10,0.01
DNK,1,208,208,Denmark,0,5,-,-,5,0.10,0.14,0.01
DOM,1,214,214,Dominican Republic,0,7,-,-,7,0.08,0.08,0.00
ECU,1,218,218,Ecuador,0,13,-,-,13,0.09,0.09,0.01
SLV,1,222,222,El Salvador,0,5,-,-,5,0.10,0.10,0.01
GNQ,1,226,226,Equatorial Guinea,0,2,-,-,2,0.26,0.15,0.02
ETH,1,231,231,Ethiopia,0,291,-,-,291,0.35,0.27,0.02
ERI,1,232,232,Eritrea,0,4,-,-,4,0.19,0.12,0.01
EST,1,233,233,Estonia,0,4,-,-,4,0.32,0.50,0.02
FJI,1,242,242,Fiji,0,1,-,-,1,0.15,0.14,0.01
FIN,1,246,246,Finland,0,3,-,-,3,0.07,0.09,0.00
FRA,1,250,250,France (metropolitan),0,77,-,-,77,0.14,0.20,0.01
GUF,1,254,254,French Guyana,0,0,-,-,0,0.00,0.00,0.00
PYF,1,258,258,French Polynesia,0,0,-,-,0,0.00,0.00,0.00
DJI,1,262,262,Djibouti,0,0,-,-,0,0.00,0.00,0.00
GAB,1,266,266,Gabon,0,4,-,-,4,0.23,0.19,0.02
GEO,1,268,268,Georgia,0,8,-,-,8,0.23,0.31,0.02
GMB,1,270,270,The Republic of the Gambia,0,3,-,-,3,0.21,0.13,0.01
PSE,1,275,275,Gaza Strip and West Bank,0,3,-,-,3,0.08,0.06,0.01
DEU,1,276,276,Germany,0,63,-,-,63,0.09,0.14,0.01
GHA,1,288,288,Ghana,0,33,-,-,33,0.14,0.12,0.01
GRC,1,300,300,Greece,0,17,-,-,17,0.17,0.30,0.01
GLP,1,312,312,"France, Guadeloupe",0,1,-,-,1,0.30,0.44,0.02
GUM,1,316,316,Guam,0,0,-,-,0,0.00,0.00,0.00
GTM,1,320,320,Guatemala,0,12,-,-,12,0.09,0.07,0.01
GIN,1,324,324,Guinea,0,19,-,-,19,0.23,0.15,0.01
GUY,1,328,328,Guyana,0,0,-,-,0,0.00,0.00,0.00
HTI,1,332,332,Haiti,0,14,-,-,14,0.15,0.14,0.01
HND,1,340,340,Honduras,0,14,-,-,14,0.16,0.16,0.01
HUN,1,348,348,Hungary,0,55,-,-,55,0.53,0.95,0.04
ISL,1,352,352,Iceland,0,1,-,-,1,0.35,0.44,0.02
IND,1,356,356,India,0,22375,-,-,22375,1.8,2.0,0.12
IDN,1,360,360,Indonesia,0,479,-,-,479,0.19,0.22,0.01
IRN,1,364,364,"Iran, Islamic Republic of",0,81,-,-,81,0.10,0.12,0.01
IRQ,1,368,368,Iraq,0,42,-,-,42,0.13,0.11,0.01
IRL,1,372,372,Ireland,0,7,-,-,7,0.13,0.21,0.01
ISR,1,376,376,Israel,0,2,-,-,2,0.03,0.03,0.00
ITA,1,380,380,Italy,0,83,-,-,83,0.15,0.26,0.01
