Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,1,004,4,Afghanistan,0,287,-,-,287,1.1,0.81,0.06
ALB,1,008,8,Albania,0,3,-,-,3,0.14,0.18,0.01
DZA,1,012,12,Algeria,0,58,-,-,58,0.15,0.17,0.01
AGO,1,024,24,Angola,0,127,-,-,127,0.47,0.41,0.02
AZE,1,031,31,Azerbaijan,0,40,-,-,40,0.45,0.56,0.02
ARG,1,032,32,Argentina,0,104,-,-,104,0.27,0.33,0.02
AUS,1,036,36,Australia,0,176,-,-,176,0.85,1.1,0.05
AUT,1,040,40,Austria,0,33,-,-,33,0.45,0.71,0.03
BHS,1,044,44,Bahamas,0,0,-,-,0,0.00,0.00,0.00
BHR,1,048,48,Bahrain,0,3,-,-,3,0.11,0.21,0.01
BGD,1,050,50,Bangladesh,0,2463,-,-,2463,1.6,1.9,0.10
ARM,1,051,51,Armenia,0,2,-,-,2,0.07,0.11,0.00
BRB,1,052,52,Barbados,0,0,-,-,0,0.00,0.00,0.00
BEL,1,056,56,Belgium,0,36,-,-,36,0.41,0.58,0.02
BTN,1,064,64,Bhutan,0,2,-,-,2,0.27,0.33,0.02
BOL,1,068,68,Bolivia (Plurinational State of),0,16,-,-,16,0.17,0.17,0.01
BIH,1,070,70,Bosnia Herzegovina,0,5,-,-,5,0.18,0.30,0.01
BWA,1,072,72,Botswana,0,10,-,-,10,0.48,0.51,0.03
BRA,1,076,76,Brazil,0,1088,-,-,1088,0.59,0.76,0.03
BLZ,1,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,1,090,90,Solomon Islands,0,1,-,-,1,0.21,0.17,0.01
BRN,1,096,96,Brunei Darussalam,0,0,-,-,0,0.00,0.00,0.00
BGR,1,100,100,Bulgaria,0,25,-,-,25,0.43,0.73,0.03
MMR,1,104,104,Myanmar,0,387,-,-,387,0.83,0.97,0.05
