Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,1,004,4,Afghanistan,0,941,-,-,941,4.3,2.3,0.53
ALB,1,008,8,Albania,0,55,-,-,55,1.2,2.1,0.17
DZA,1,012,12,Algeria,0,285,-,-,285,0.67,0.64,0.09
AGO,1,024,24,Angola,0,547,-,-,547,3.2,1.6,0.41
AZE,1,031,31,Azerbaijan,0,154,-,-,154,1.3,1.5,0.19
ARG,1,032,32,Argentina,0,926,-,-,926,1.8,2.1,0.24
AUS,1,036,36,Australia,0,1989,-,-,1989,5.3,8.3,0.71
AUT,1,040,40,Austria,0,456,-,-,456,3.1,5.6,0.41
BHS,1,044,44,Bahamas,0,6,-,-,6,1.2,1.5,0.15
BHR,1,048,48,Bahrain,0,27,-,-,27,2.0,1.5,0.27
BGD,1,050,50,Bangladesh,0,13805,-,-,13805,9.3,8.4,1.2
ARM,1,051,51,Armenia,0,61,-,-,61,1.5,2.2,0.20
BRB,1,052,52,Barbados,0,5,-,-,5,1.0,1.9,0.13
BEL,1,056,56,Belgium,0,829,-,-,829,4.3,7.8,0.59
BTN,1,064,64,Bhutan,0,18,-,-,18,2.8,2.4,0.40
BOL,1,068,68,Bolivia (Plurinational State of),0,64,-,-,64,0.57,0.55,0.10
BIH,1,070,70,Bosnia Herzegovina,0,120,-,-,120,2.1,4.0,0.28
BWA,1,072,72,Botswana,0,64,-,-,64,3.6,2.7,0.45
BRA,1,076,76,Brazil,0,8385,-,-,8385,3.2,4.1,0.41
BLZ,1,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,1,090,90,Solomon Islands,0,11,-,-,11,2.3,1.6,0.25
BRN,1,096,96,Brunei Darussalam,0,2,-,-,2,0.41,0.46,0.05
BGR,1,100,100,Bulgaria,0,319,-,-,319,2.7,5.2,0.35
MMR,1,104,104,Myanmar,0,2148,-,-,2148,3.7,4.0,0.47
BDI,1,108,108,Burundi,0,83,-,-,83,1.4,0.66,0.20
BLR,1,112,112,Belarus,0,791,-,-,791,5.3,9.0,0.67
KHM,1,116,116,Cambodia,0,399,-,-,399,2.9,2.4,0.40
CMR,1,120,120,Cameroon,0,207,-,-,207,1.5,0.75,0.20
CAN,1,124,124,Canada,0,2462,-,-,2462,3.9,7.0,0.53
CPV,1,132,132,Cape Verde,0,18,-,-,18,3.9,3.2,0.54
CAF,1,140,140,Central African Republic,0,35,-,-,35,1.3,0.70,0.16
LKA,1,144,144,Sri Lanka,0,2051,-,-,2051,7.1,9.9,0.95
TCD,1,148,148,Chad,0,140,-,-,140,1.5,0.81,0.19
CHL,1,152,152,Chile,0,241,-,-,241,0.97,1.3,0.12
CHN,1,156,160,China,0,29189,-,-,29189,1.3,2.2,0.18
COL,1,170,170,Colombia,0,624,-,-,624,1.1,1.3,0.14
COM,1,174,174,Comoros,0,5,-,-,5,1.1,0.56,0.16
COG,1,178,178,"Congo, Republic of",0,20,-,-,20,0.62,0.35,0.08
COD,1,180,180,"Congo, Democratic Republic of",0,422,-,-,422,0.84,0.45,0.11
CRI,1,188,188,Costa Rica,0,75,-,-,75,1.1,1.5,0.16
HRV,1,191,191,Croatia,0,221,-,-,221,3.0,6.0,0.41
CUB,1,192,192,Cuba,0,834,-,-,834,4.5,8.0,0.59
CYP,1,196,196,Cyprus,0,31,-,-,31,1.8,2.7,0.23
CZE,1,203,203,Czechia,0,729,-,-,729,4.0,7.5,0.54
BEN,1,204,204,Benin,0,67,-,-,67,0.88,0.53,0.12
DNK,1,208,208,Denmark,0,329,-,-,329,3.4,6.2,0.47
DOM,1,214,214,Dominican Republic,0,127,-,-,127,1.2,1.2,0.15
ECU,1,218,218,Ecuador,0,171,-,-,171,0.97,0.97,0.13
SLV,1,222,222,El Salvador,0,55,-,-,55,0.86,0.87,0.10
GNQ,1,226,226,Equatorial Guinea,0,16,-,-,16,2.4,1.1,0.33
ETH,1,231,231,Ethiopia,0,946,-,-,946,1.3,0.79,0.16
ERI,1,232,232,Eritrea,0,36,-,-,36,1.6,1.0,0.19
EST,1,233,233,Estonia,0,82,-,-,82,3.9,6.9,0.51
FJI,1,242,242,Fiji,0,27,-,-,27,3.0,3.0,0.32
FIN,1,246,246,Finland,0,329,-,-,329,3.4,6.6,0.47
FRA,1,250,250,France (metropolitan),0,5459,-,-,5459,5.2,9.3,0.68
GUF,1,254,254,French Guyana,0,4,-,-,4,1.3,1.3,0.16
PYF,1,258,258,French Polynesia,0,11,-,-,11,3.0,4.0,0.36
DJI,1,262,262,Djibouti,0,13,-,-,13,1.6,1.3,0.21
GAB,1,266,266,Gabon,0,43,-,-,43,3.0,1.9,0.39
GEO,1,268,268,Georgia,0,158,-,-,158,2.6,4.3,0.35
GMB,1,270,270,The Republic of the Gambia,0,5,-,-,5,0.35,0.20,0.04
PSE,1,275,275,Gaza Strip and West Bank,0,34,-,-,34,1.1,0.64,0.16
DEU,1,276,276,Germany,0,3680,-,-,3680,2.4,5.0,0.34
GHA,1,288,288,Ghana,0,200,-,-,200,0.87,0.62,0.11
GRC,1,300,300,Greece,0,418,-,-,418,2.5,4.6,0.31
GLP,1,312,312,"France, Guadeloupe",0,22,-,-,22,3.4,6.1,0.42
GUM,1,316,316,Guam,0,4,-,-,4,1.8,2.4,0.22
GTM,1,320,320,Guatemala,0,80,-,-,80,0.59,0.44,0.08
GIN,1,324,324,Guinea,0,73,-,-,73,0.91,0.53,0.11
GUY,1,328,328,Guyana,0,8,-,-,8,1.0,1.0,0.14
HTI,1,332,332,Haiti,0,100,-,-,100,1.0,0.87,0.12
HND,1,340,340,Honduras,0,62,-,-,62,0.80,0.62,0.12
HUN,1,348,348,Hungary,0,963,-,-,963,6.0,11.0,0.78
ISL,1,352,352,Iceland,0,11,-,-,11,2.2,3.4,0.29
IND,1,356,356,India,0,130393,-,-,130393,9.2,9.5,1.1
IDN,1,360,360,Indonesia,0,5224,-,-,5224,1.8,1.9,0.25
IRN,1,364,364,"Iran, Islamic Republic of",0,1042,-,-,1042,1.2,1.2,0.16
IRQ,1,368,368,Iraq,0,250,-,-,250,0.98,0.60,0.13
IRL,1,372,372,Ireland,0,268,-,-,268,3.8,5.7,0.50
ISR,1,376,376,Israel,0,142,-,-,142,1.4,1.7,0.18
ITA,1,380,380,Italy,0,2913,-,-,2913,2.8,5.5,0.36
CIV,1,384,384,"Côte d'Ivoire",0,180,-,-,180,1.1,0.65,0.13
JAM,1,388,388,Jamaica,0,21,-,-,21,0.63,0.73,0.08
JPN,1,392,392,Japan,0,5689,-,-,5689,2.6,5.4,0.35
KAZ,1,398,398,Kazakhstan,0,513,-,-,513,2.4,2.8,0.33
JOR,1,400,400,Jordan,0,86,-,-,86,1.1,0.85,0.14
KEN,1,404,404,Kenya,0,680,-,-,680,2.3,1.2,0.31
PRK,1,408,408,"Korea, Democratic People Republic of",0,256,-,-,256,0.75,1.0,0.10
KOR,1,410,410,"Korea, Republic of",0,1270,-,-,1270,1.4,2.7,0.19
KWT,1,414,414,Kuwait,0,61,-,-,61,1.3,1.4,0.19
KGZ,1,417,417,Kyrgyzstan,0,84,-,-,84,1.4,1.3,0.20
LAO,1,418,418,"Lao People's Democratic Republic",0,171,-,-,171,3.0,2.3,0.39
LBN,1,422,422,Lebanon,0,71,-,-,71,0.97,1.1,0.13
LSO,1,426,426,Lesotho,0,26,-,-,26,1.7,1.2,0.23
LVA,1,428,428,Latvia,0,125,-,-,125,4.2,7.5,0.53
LBR,1,430,430,Liberia,0,35,-,-,35,1.0,0.67,0.13
LBY,1,434,434,Libya,0,63,-,-,63,1.1,0.91,0.15
LTU,1,440,440,Lithuania,0,217,-,-,217,4.9,9.1,0.61
LUX,1,442,442,Luxembourg,0,15,-,-,15,1.5,2.5,0.20
MDG,1,450,450,Madagascar,0,299,-,-,299,1.7,1.0,0.24
MWI,1,454,454,Malawi,0,173,-,-,173,1.5,0.86,0.18
MYS,1,458,458,Malaysia,0,630,-,-,630,1.8,2.0,0.26
MDV,1,462,462,Maldives,0,4,-,-,4,1.1,0.75,0.14
MLI,1,466,466,Mali,0,235,-,-,235,2.2,1.1,0.27
MLT,1,470,470,Malta,0,21,-,-,21,3.0,5.2,0.37
MTQ,1,474,474,"France, Martinique",0,14,-,-,14,1.9,4.2,0.27
MRT,1,478,478,Mauritania,0,44,-,-,44,1.4,0.91,0.18
MUS,1,480,480,Mauritius,0,52,-,-,52,2.7,4.3,0.36
MEX,1,484,484,Mexico,0,1168,-,-,1168,0.87,0.92,0.12
MNG,1,496,496,Mongolia,0,31,-,-,31,1.1,0.93,0.16
MDA,1,498,498,Republic of Moldova,0,244,-,-,244,4.1,6.3,0.54
MNE,1,499,499,Montenegro,0,18,-,-,18,1.8,3.1,0.25
MAR,1,504,504,Morocco,0,564,-,-,564,1.4,1.5,0.18
MOZ,1,508,508,Mozambique,0,227,-,-,227,1.1,0.69,0.13
OMN,1,512,512,Oman,0,71,-,-,71,1.7,1.4,0.20
NAM,1,516,516,Namibia,0,89,-,-,89,5.5,3.4,0.72
NPL,1,524,524,Nepal,0,786,-,-,786,3.1,2.7,0.41
NLD,1,528,528,The Netherlands,0,1075,-,-,1075,3.6,6.9,0.49
NCL,1,540,540,New Caledonia,0,15,-,-,15,4.1,5.4,0.55
VUT,1,548,548,Vanuatu,0,5,-,-,5,2.1,1.6,0.20
NZL,1,554,554,New Zealand,0,253,-,-,253,3.5,5.6,0.46
NIC,1,558,558,Nicaragua,0,31,-,-,31,0.52,0.47,0.06
NER,1,562,562,Niger,0,156,-,-,156,1.2,0.60,0.17
NGA,1,566,566,Nigeria,0,1167,-,-,1167,1.0,0.54,0.16
NOR,1,578,578,Norway,0,303,-,-,303,3.5,6.0,0.49
PAK,1,586,586,Pakistan,0,14793,-,-,14793,8.7,6.6,1.0
PAN,1,591,591,Panama,0,40,-,-,40,0.88,0.93,0.13
PNG,1,598,598,Papua New Guinea,0,1078,-,-,1078,16.3,11.7,2.0
PRY,1,600,600,Paraguay,0,104,-,-,104,1.6,1.5,0.20
PER,1,604,604,Peru,0,507,-,-,507,1.4,1.6,0.19
PHL,1,608,608,Philippines,0,1548,-,-,1548,1.6,1.4,0.23
POL,1,616,616,Poland,0,3215,-,-,3215,5.1,9.3,0.67
PRT,1,620,620,Portugal,0,955,-,-,955,5.8,10.7,0.70
GNB,1,624,624,Guinea-Bissau,0,11,-,-,11,1.1,0.54,0.16
TLS,1,626,626,Timor-Leste,0,7,-,-,7,0.87,0.52,0.15
PRI,1,630,630,Puerto Rico,0,127,-,-,127,2.6,5.0,0.35
QAT,1,634,634,Qatar,0,31,-,-,31,1.3,1.0,0.20
REU,1,638,638,"France, La Réunion",0,60,-,-,60,4.7,7.0,0.59
ROU,1,642,642,Romania,0,1665,-,-,1665,5.3,9.5,0.68
RUS,1,643,643,Russian Federation,0,8374,-,-,8374,3.7,6.1,0.47
RWA,1,646,646,Rwanda,0,84,-,-,84,0.99,0.62,0.13
LCA,1,662,662,Saint Lucia,0,11,-,-,11,4.5,6.2,0.61
STP,1,678,678,Sao Tome and Principe,0,0,-,-,0,0.00,0.00,0.00
SAU,1,682,682,Saudi Arabia,0,427,-,-,427,1.4,1.2,0.19
SEN,1,686,686,Senegal,0,158,-,-,158,1.5,0.90,0.19
SRB,1,688,688,Serbia,0,478,-,-,478,3.1,6.0,0.44
SLE,1,694,694,Sierra Leone,0,2,-,-,2,0.04,0.02,0.00
SGP,1,702,702,Singapore,0,215,-,-,215,2.1,3.8,0.27
SVK,1,703,703,Slovakia,0,533,-,-,533,6.1,10.5,0.77
VNM,1,704,704,Viet Nam,0,2170,-,-,2170,1.9,2.3,0.24
SVN,1,705,705,Slovenia,0,124,-,-,124,3.4,6.6,0.45
SOM,1,706,706,Somalia,0,167,-,-,167,2.0,1.0,0.26
ZAF,1,710,710,South Africa,0,1449,-,-,1449,2.8,2.4,0.38
ZWE,1,716,716,Zimbabwe,0,97,-,-,97,1.2,0.64,0.17
ESP,1,724,724,Spain,0,2519,-,-,2519,3.1,6.0,0.44
SSD,1,728,728,South Sudan,0,106,-,-,106,1.6,0.92,0.20
SDN,1,729,729,Sudan,0,520,-,-,520,1.8,1.1,0.20
SUR,1,740,740,Suriname,0,9,-,-,9,1.5,1.6,0.22
SWZ,1,748,748,Eswatini,0,6,-,-,6,0.92,0.51,0.14
SWE,1,752,752,Sweden,0,496,-,-,496,3.1,5.4,0.43
CHE,1,756,756,Switzerland,0,499,-,-,499,3.4,6.3,0.47
SYR,1,760,760,Syrian Arab Republic,0,166,-,-,166,1.1,0.87,0.15
TJK,1,762,762,Tajikistan,0,68,-,-,68,0.99,0.69,0.15
THA,1,764,764,Thailand,0,3260,-,-,3260,3.0,4.9,0.41
TGO,1,768,768,Togo,0,59,-,-,59,1.1,0.68,0.14
TTO,1,780,780,Trinidad and Tobago,0,34,-,-,34,1.8,2.5,0.23
ARE,1,784,784,United Arab Emirates,0,85,-,-,85,1.4,0.85,0.21
TUN,1,788,788,Tunisia,0,227,-,-,227,1.6,2.0,0.21
TUR,1,792,792,Türkiye,0,1770,-,-,1770,1.8,2.2,0.24
TKM,1,795,795,Turkmenistan,0,134,-,-,134,2.4,2.2,0.33
UGA,1,800,800,Uganda,0,396,-,-,396,1.9,0.82,0.25
UKR,1,804,804,Ukraine,0,2823,-,-,2823,4.1,7.0,0.52
MKD,1,807,807,North Macedonia,0,52,-,-,52,1.4,2.6,0.23
EGY,1,818,818,Egypt,0,1321,-,-,1321,1.5,1.3,0.20
GBR,1,826,826,United Kingdom,0,4642,-,-,4642,4.5,7.5,0.59
TZA,1,834,834,"Tanzania, United Republic of",0,429,-,-,429,1.4,0.68,0.24
USA,1,840,840,United States of America,0,20967,-,-,20967,4.1,6.8,0.55
BFA,1,854,854,Burkina Faso,0,221,-,-,221,2.0,1.0,0.24
URY,1,858,858,Uruguay,0,123,-,-,123,2.6,3.8,0.36
UZB,1,860,860,Uzbekistan,0,926,-,-,926,2.9,2.7,0.39
VEN,1,862,862,Venezuela,0,502,-,-,502,1.6,1.8,0.21
WSM,1,882,882,Samoa,0,3,-,-,3,1.9,1.5,0.25
YEM,1,887,887,Yemen,0,240,-,-,240,1.4,0.78,0.19
ZMB,1,894,894,Zambia,0,104,-,-,104,1.1,0.54,0.15
,,,,Total,,321934,,,321934,3.6,4.3,0.46
