Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,1,004,4,Afghanistan,0,356,-,-,356,1.5,0.93,0.11
ALB,1,008,8,Albania,0,3,-,-,3,0.11,0.15,0.01
DZA,1,012,12,Algeria,0,36,-,-,36,0.09,0.09,0.01
AGO,1,024,24,Angola,0,116,-,-,116,0.61,0.35,0.05
AZE,1,031,31,Azerbaijan,0,15,-,-,15,0.15,0.18,0.01
ARG,1,032,32,Argentina,0,92,-,-,92,0.22,0.25,0.02
AUS,1,036,36,Australia,0,42,-,-,42,0.16,0.22,0.01
AUT,1,040,40,Austria,0,39,-,-,39,0.39,0.66,0.03
BHS,1,044,44,Bahamas,0,1,-,-,1,0.22,0.31,0.02
BHR,1,048,48,Bahrain,0,1,-,-,1,0.06,0.06,0.00
BGD,1,050,50,Bangladesh,0,3596,-,-,3596,2.3,2.5,0.18
ARM,1,051,51,Armenia,0,4,-,-,4,0.16,0.18,0.01
BRB,1,052,52,Barbados,0,0,-,-,0,0.00,0.00,0.00
BEL,1,056,56,Belgium,0,26,-,-,26,0.21,0.33,0.02
BTN,1,064,64,Bhutan,0,3,-,-,3,0.50,0.44,0.04
BOL,1,068,68,Bolivia (Plurinational State of),0,7,-,-,7,0.07,0.07,0.00
BIH,1,070,70,Bosnia Herzegovina,0,9,-,-,9,0.26,0.42,0.02
BWA,1,072,72,Botswana,0,10,-,-,10,0.57,0.46,0.04
BRA,1,076,76,Brazil,0,1016,-,-,1016,0.47,0.59,0.04
BLZ,1,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,1,090,90,Solomon Islands,0,4,-,-,4,0.83,0.61,0.06
BRN,1,096,96,Brunei Darussalam,0,0,-,-,0,0.00,0.00,0.00
BGR,1,100,100,Bulgaria,0,46,-,-,46,0.59,1.0,0.05
MMR,1,104,104,Myanmar,0,486,-,-,486,0.92,1.0,0.07
BDI,1,108,108,Burundi,0,18,-,-,18,0.27,0.15,0.02
BLR,1,112,112,Belarus,0,154,-,-,154,1.6,2.4,0.12
KHM,1,116,116,Cambodia,0,65,-,-,65,0.50,0.43,0.04
CMR,1,120,120,Cameroon,0,46,-,-,46,0.29,0.18,0.02
CAN,1,124,124,Canada,0,68,-,-,68,0.18,0.26,0.01
CPV,1,132,132,Cape Verde,0,4,-,-,4,0.86,0.80,0.06
CAF,1,140,140,Central African Republic,0,15,-,-,15,0.51,0.32,0.04
LKA,1,144,144,Sri Lanka,0,262,-,-,262,1.2,1.6,0.09
TCD,1,148,148,Chad,0,70,-,-,70,0.66,0.43,0.04
CHL,1,152,152,Chile,0,17,-,-,17,0.09,0.12,0.01
CHN,1,156,160,China,0,3254,-,-,3254,0.19,0.32,0.01
COL,1,170,170,Colombia,0,63,-,-,63,0.13,0.15,0.01
COM,1,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,1,178,178,"Congo, Republic of",0,0,-,-,0,0.00,0.00,0.00
COD,1,180,180,"Congo, Democratic Republic of",0,111,-,-,111,0.20,0.13,0.01
CRI,1,188,188,Costa Rica,0,8,-,-,8,0.16,0.20,0.01
HRV,1,191,191,Croatia,0,22,-,-,22,0.52,0.85,0.04
CUB,1,192,192,Cuba,0,72,-,-,72,0.52,0.93,0.04
CYP,1,196,196,Cyprus,0,1,-,-,1,0.08,0.11,0.01
CZE,1,203,203,Czechia,0,66,-,-,66,0.52,0.91,0.04
BEN,1,204,204,Benin,0,15,-,-,15,0.18,0.13,0.01
