Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,1,004,4,Afghanistan,0,185,-,-,185,0.65,0.55,0.03
ALB,1,008,8,Albania,0,1,-,-,1,0.04,0.07,0.00
DZA,1,012,12,Algeria,0,34,-,-,34,0.09,0.11,0.00
AGO,1,024,24,Angola,0,104,-,-,104,0.37,0.35,0.01
AZE,1,031,31,Azerbaijan,0,31,-,-,31,0.38,0.49,0.02
ARG,1,032,32,Argentina,0,52,-,-,52,0.15,0.18,0.01
AUS,1,036,36,Australia,0,93,-,-,93,0.50,0.68,0.03
AUT,1,040,40,Austria,0,14,-,-,14,0.20,0.34,0.01
BHS,1,044,44,Bahamas,0,0,-,-,0,0.00,0.00,0.00
BHR,1,048,48,Bahrain,0,2,-,-,2,0.07,0.16,0.00
BGD,1,050,50,Bangladesh,0,1168,-,-,1168,0.78,1.0,0.04
ARM,1,051,51,Armenia,0,1,-,-,1,0.03,0.06,0.00
BRB,1,052,52,Barbados,0,0,-,-,0,0.00,0.00,0.00
BEL,1,056,56,Belgium,0,16,-,-,16,0.21,0.29,0.01
BTN,1,064,64,Bhutan,0,1,-,-,1,0.13,0.18,0.01
BOL,1,068,68,Bolivia (Plurinational State of),0,10,-,-,10,0.11,0.12,0.01
BIH,1,070,70,Bosnia Herzegovina,0,1,-,-,1,0.04,0.07,0.00
BWA,1,072,72,Botswana,0,4,-,-,4,0.19,0.22,0.01
BRA,1,076,76,Brazil,0,580,-,-,580,0.37,0.46,0.02
BLZ,1,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,1,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,1,096,96,Brunei Darussalam,0,0,-,-,0,0.00,0.00,0.00
BGR,1,100,100,Bulgaria,0,10,-,-,10,0.20,0.35,0.01
MMR,1,104,104,Myanmar,0,179,-,-,179,0.42,0.49,0.02
BDI,1,108,108,Burundi,0,19,-,-,19,0.20,0.18,0.01
BLR,1,112,112,Belarus,0,26,-,-,26,0.31,0.56,0.02
