Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,1,004,4,Afghanistan,0,1002,-,-,1002,4.5,2.5,0.75
ALB,1,008,8,Albania,0,78,-,-,78,1.5,2.8,0.34
DZA,1,012,12,Algeria,0,330,-,-,330,0.73,0.73,0.14
AGO,1,024,24,Angola,0,576,-,-,576,3.4,1.7,0.61
AZE,1,031,31,Azerbaijan,0,190,-,-,190,1.6,1.9,0.41
ARG,1,032,32,Argentina,0,1140,-,-,1140,1.9,2.5,0.36
AUS,1,036,36,Australia,0,2508,-,-,2508,5.8,9.8,1.1
AUT,1,040,40,Austria,0,584,-,-,584,3.3,6.6,0.60
BHS,1,044,44,Bahamas,0,6,-,-,6,1.2,1.5,0.15
BHR,1,048,48,Bahrain,0,27,-,-,27,2.0,1.5,0.27
BGD,1,050,50,Bangladesh,0,15573,-,-,15573,10.1,9.3,1.8
ARM,1,051,51,Armenia,0,66,-,-,66,1.5,2.3,0.25
BRB,1,052,52,Barbados,0,8,-,-,8,1.4,2.9,0.29
BEL,1,056,56,Belgium,0,1030,-,-,1030,4.7,9.1,0.86
BTN,1,064,64,Bhutan,0,21,-,-,21,3.0,2.7,0.58
BOL,1,068,68,Bolivia (Plurinational State of),0,71,-,-,71,0.60,0.60,0.13
BIH,1,070,70,Bosnia Herzegovina,0,141,-,-,141,2.2,4.4,0.39
BWA,1,072,72,Botswana,0,72,-,-,72,3.9,3.0,0.72
BRA,1,076,76,Brazil,0,10085,-,-,10085,3.6,4.7,0.69
BLZ,1,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,1,090,90,Solomon Islands,0,12,-,-,12,2.5,1.7,0.35
BRN,1,096,96,Brunei Darussalam,0,2,-,-,2,0.41,0.45,0.05
BGR,1,100,100,Bulgaria,0,390,-,-,390,2.9,5.8,0.49
MMR,1,104,104,Myanmar,0,2425,-,-,2425,4.2,4.4,0.81
BDI,1,108,108,Burundi,0,98,-,-,98,1.7,0.78,0.43
BLR,1,112,112,Belarus,0,876,-,-,876,5.6,9.5,0.87
KHM,1,116,116,Cambodia,0,495,-,-,495,3.5,2.9,0.88
CMR,1,120,120,Cameroon,0,232,-,-,232,1.6,0.83,0.34
CAN,1,124,124,Canada,0,3128,-,-,3128,4.3,8.3,0.82
CPV,1,132,132,Cape Verde,0,19,-,-,19,4.0,3.4,0.68
CAF,1,140,140,Central African Republic,0,37,-,-,37,1.4,0.74,0.22
LKA,1,144,144,Sri Lanka,0,2455,-,-,2455,7.8,11.5,1.5
TCD,1,148,148,Chad,0,155,-,-,155,1.7,0.89,0.34
CHL,1,152,152,Chile,0,305,-,-,305,1.1,1.6,0.21
CHN,1,156,160,China,0,35194,-,-,35194,1.5,2.5,0.28
COL,1,170,170,Colombia,0,790,-,-,790,1.2,1.6,0.26
COM,1,174,174,Comoros,0,7,-,-,7,1.5,0.77,0.48
COG,1,178,178,"Congo, Republic of",0,20,-,-,20,0.61,0.35,0.08
COD,1,180,180,"Congo, Democratic Republic of",0,508,-,-,508,1.0,0.53,0.23
CRI,1,188,188,Costa Rica,0,97,-,-,97,1.3,1.9,0.30
HRV,1,191,191,Croatia,0,272,-,-,272,3.3,6.9,0.59
CUB,1,192,192,Cuba,0,997,-,-,997,4.9,9.0,0.85
CYP,1,196,196,Cyprus,0,38,-,-,38,1.9,3.2,0.34
CZE,1,203,203,Czechia,0,907,-,-,907,4.3,8.6,0.78
BEN,1,204,204,Benin,0,77,-,-,77,0.99,0.60,0.20
DNK,1,208,208,Denmark,0,425,-,-,425,3.7,7.5,0.69
DOM,1,214,214,Dominican Republic,0,148,-,-,148,1.3,1.4,0.24
ECU,1,218,218,Ecuador,0,213,-,-,213,1.1,1.2,0.23
SLV,1,222,222,El Salvador,0,77,-,-,77,1.0,1.2,0.23
GNQ,1,226,226,Equatorial Guinea,0,18,-,-,18,2.7,1.2,0.51
ETH,1,231,231,Ethiopia,0,1032,-,-,1032,1.4,0.86,0.22
ERI,1,232,232,Eritrea,0,40,-,-,40,1.7,1.1,0.26
EST,1,233,233,Estonia,0,96,-,-,96,4.1,7.5,0.66
FJI,1,242,242,Fiji,0,29,-,-,29,3.1,3.2,0.43
FIN,1,246,246,Finland,0,459,-,-,459,3.8,8.5,0.78
FRA,1,250,250,France (metropolitan),0,6636,-,-,6636,5.5,10.5,0.95
GUF,1,254,254,French Guyana,0,4,-,-,4,1.3,1.3,0.16
PYF,1,258,258,French Polynesia,0,13,-,-,13,3.4,4.6,0.57
DJI,1,262,262,Djibouti,0,14,-,-,14,1.7,1.4,0.26
GAB,1,266,266,Gabon,0,49,-,-,49,3.3,2.1,0.64
GEO,1,268,268,Georgia,0,193,-,-,193,2.9,4.9,0.54
GMB,1,270,270,The Republic of the Gambia,0,5,-,-,5,0.34,0.20,0.04
PSE,1,275,275,Gaza Strip and West Bank,0,38,-,-,38,1.2,0.71,0.25
DEU,1,276,276,Germany,0,5076,-,-,5076,2.7,6.3,0.55
GHA,1,288,288,Ghana,0,217,-,-,217,0.96,0.67,0.18
GRC,1,300,300,Greece,0,589,-,-,589,2.8,6.0,0.53
GLP,1,312,312,"France, Guadeloupe",0,24,-,-,24,3.4,6.2,0.50
GUM,1,316,316,Guam,0,4,-,-,4,1.7,2.4,0.22
GTM,1,320,320,Guatemala,0,110,-,-,110,0.74,0.59,0.19
GIN,1,324,324,Guinea,0,82,-,-,82,1.0,0.59,0.20
