Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,294,-,-,294,1.0,0.83,0.06
ALB,41,008,8,Albania,0,36,-,-,36,1.7,2.1,0.10
DZA,41,012,12,Algeria,0,876,-,-,876,2.2,2.6,0.13
AGO,41,024,24,Angola,0,293,-,-,293,1.3,0.95,0.07
AZE,41,031,31,Azerbaijan,0,142,-,-,142,1.6,2.0,0.09
ARG,41,032,32,Argentina,0,813,-,-,813,2.2,2.6,0.13
AUS,41,036,36,Australia,0,1442,-,-,1442,7.4,9.4,0.41
AUT,41,040,40,Austria,0,195,-,-,195,2.8,4.2,0.16
BHS,41,044,44,Bahamas,0,6,-,-,6,1.8,2.2,0.11
BHR,41,048,48,Bahrain,0,17,-,-,17,0.77,1.2,0.04
BGD,41,050,50,Bangladesh,0,1379,-,-,1379,0.91,1.1,0.05
ARM,41,051,51,Armenia,0,13,-,-,13,0.53,0.69,0.03
BRB,41,052,52,Barbados,0,3,-,-,3,1.4,1.9,0.08
BEL,41,056,56,Belgium,0,222,-,-,222,2.6,3.6,0.15
BTN,41,064,64,Bhutan,0,2,-,-,2,0.27,0.33,0.02
BOL,41,068,68,Bolivia (Plurinational State of),0,49,-,-,49,0.52,0.53,0.03
BIH,41,070,70,Bosnia Herzegovina,0,61,-,-,61,2.2,3.6,0.13
BWA,41,072,72,Botswana,0,28,-,-,28,1.3,1.4,0.08
BRA,41,076,76,Brazil,0,3871,-,-,3871,2.0,2.7,0.12
BLZ,41,084,84,Belize,0,1,-,-,1,0.28,0.31,0.02
SLB,41,090,90,Solomon Islands,0,2,-,-,2,0.43,0.33,0.03
BRN,41,096,96,Brunei Darussalam,0,14,-,-,14,3.0,4.5,0.19
BGR,41,100,100,Bulgaria,0,78,-,-,78,1.4,2.3,0.08
MMR,41,104,104,Myanmar,0,649,-,-,649,1.4,1.6,0.08
BDI,41,108,108,Burundi,0,73,-,-,73,0.85,0.65,0.05
BLR,41,112,112,Belarus,0,158,-,-,158,2.0,3.0,0.12
KHM,41,116,116,Cambodia,0,216,-,-,216,1.5,1.6,0.09
CMR,41,120,120,Cameroon,0,210,-,-,210,1.1,0.86,0.06
CAN,41,124,124,Canada,0,1187,-,-,1187,3.9,5.7,0.23
CPV,41,132,132,Cape Verde,0,5,-,-,5,0.97,1.1,0.06
CAF,41,140,140,Central African Republic,0,48,-,-,48,1.4,1.1,0.08
LKA,41,144,144,Sri Lanka,0,139,-,-,139,0.82,1.0,0.05
TCD,41,148,148,Chad,0,108,-,-,108,0.85,0.70,0.04
CHL,41,152,152,Chile,0,227,-,-,227,1.4,1.9,0.08
CHN,41,156,160,China,0,22818,-,-,22818,2.0,2.9,0.11
COL,41,170,170,Colombia,0,750,-,-,750,1.7,2.1,0.10
COM,41,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,41,178,178,"Congo, Republic of",0,31,-,-,31,0.77,0.63,0.05
COD,41,180,180,"Congo, Democratic Republic of",0,635,-,-,635,1.0,0.77,0.06
CRI,41,188,188,Costa Rica,0,59,-,-,59,1.3,1.7,0.08
HRV,41,191,191,Croatia,0,84,-,-,84,2.6,4.1,0.15
CUB,41,192,192,Cuba,0,81,-,-,81,1.1,1.4,0.06
CYP,41,196,196,Cyprus,0,18,-,-,18,1.6,2.4,0.10
CZE,41,203,203,Czechia,0,205,-,-,205,2.5,3.7,0.14
BEN,41,204,204,Benin,0,100,-,-,100,1.1,0.91,0.06
DNK,41,208,208,Denmark,0,104,-,-,104,2.6,3.4,0.15
DOM,41,214,214,Dominican Republic,0,157,-,-,157,1.8,1.9,0.10
ECU,41,218,218,Ecuador,0,187,-,-,187,1.3,1.4,0.07
SLV,41,222,222,El Salvador,0,84,-,-,84,1.6,1.8,0.10
GNQ,41,226,226,Equatorial Guinea,0,21,-,-,21,1.6,1.6,0.09
ETH,41,231,231,Ethiopia,0,1790,-,-,1790,2.1,1.7,0.12
ERI,41,232,232,Eritrea,0,48,-,-,48,1.8,1.6,0.10
EST,41,233,233,Estonia,0,17,-,-,17,1.6,2.4,0.09
FJI,41,242,242,Fiji,0,9,-,-,9,1.2,1.3,0.07
FIN,41,246,246,Finland,0,93,-,-,93,2.2,3.2,0.13
FRA,41,250,250,France (metropolitan),0,1395,-,-,1395,3.0,4.0,0.18
GUF,41,254,254,French Guyana,0,0,-,-,0,0.00,0.00,0.00
PYF,41,258,258,French Polynesia,0,0,-,-,0,0.00,0.00,0.00
DJI,41,262,262,Djibouti,0,15,-,-,15,1.6,1.9,0.09
GAB,41,266,266,Gabon,0,30,-,-,30,1.6,1.5,0.09
GEO,41,268,268,Georgia,0,16,-,-,16,0.52,0.69,0.03
GMB,41,270,270,The Republic of the Gambia,0,15,-,-,15,0.90,0.67,0.05
PSE,41,275,275,Gaza Strip and West Bank,0,73,-,-,73,1.9,1.6,0.11
DEU,41,276,276,Germany,0,905,-,-,905,1.6,2.2,0.09
GHA,41,288,288,Ghana,0,223,-,-,223,0.91,0.83,0.05
GRC,41,300,300,Greece,0,105,-,-,105,1.3,2.1,0.07
GLP,41,312,312,"France, Guadeloupe",0,5,-,-,5,2.2,2.5,0.13
GUM,41,316,316,Guam,0,0,-,-,0,0.00,0.00,0.00
GTM,41,320,320,Guatemala,0,96,-,-,96,0.64,0.63,0.04
GIN,41,324,324,Guinea,0,60,-,-,60,0.65,0.49,0.04
GUY,41,328,328,Guyana,0,7,-,-,7,1.2,1.2,0.07
HTI,41,332,332,Haiti,0,149,-,-,149,1.6,1.6,0.09
