Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,134,-,-,134,0.45,0.40,0.02
ALB,41,008,8,Albania,0,0,-,-,0,0.00,0.00,0.00
DZA,41,012,12,Algeria,0,156,-,-,156,0.51,0.51,0.02
AGO,41,024,24,Angola,0,101,-,-,101,0.44,0.34,0.02
AZE,41,031,31,Azerbaijan,0,28,-,-,28,0.31,0.44,0.02
ARG,41,032,32,Argentina,0,173,-,-,173,0.52,0.61,0.03
AUS,41,036,36,Australia,0,79,-,-,79,0.40,0.58,0.02
AUT,41,040,40,Austria,0,8,-,-,8,0.11,0.20,0.01
BHS,41,044,44,Bahamas,0,0,-,-,0,0.00,0.00,0.00
BHR,41,048,48,Bahrain,0,4,-,-,4,0.17,0.32,0.01
BGD,41,050,50,Bangladesh,0,536,-,-,536,0.38,0.46,0.02
ARM,41,051,51,Armenia,0,6,-,-,6,0.23,0.36,0.01
BRB,41,052,52,Barbados,0,0,-,-,0,0.00,0.00,0.00
BEL,41,056,56,Belgium,0,8,-,-,8,0.09,0.15,0.01
BTN,41,064,64,Bhutan,0,1,-,-,1,0.13,0.18,0.01
BOL,41,068,68,Bolivia (Plurinational State of),0,2,-,-,2,0.02,0.02,0.00
BIH,41,070,70,Bosnia Herzegovina,0,4,-,-,4,0.16,0.28,0.01
BWA,41,072,72,Botswana,0,6,-,-,6,0.30,0.33,0.02
BRA,41,076,76,Brazil,0,833,-,-,833,0.46,0.65,0.02
BLZ,41,084,84,Belize,0,1,-,-,1,0.30,0.34,0.02
SLB,41,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,41,096,96,Brunei Darussalam,0,2,-,-,2,0.46,0.73,0.03
BGR,41,100,100,Bulgaria,0,11,-,-,11,0.21,0.38,0.01
MMR,41,104,104,Myanmar,0,137,-,-,137,0.31,0.38,0.02
BDI,41,108,108,Burundi,0,31,-,-,31,0.34,0.29,0.02
BLR,41,112,112,Belarus,0,25,-,-,25,0.31,0.54,0.02
KHM,41,116,116,Cambodia,0,55,-,-,55,0.34,0.43,0.02
CMR,41,120,120,Cameroon,0,78,-,-,78,0.39,0.34,0.02
CAN,41,124,124,Canada,0,157,-,-,157,0.54,0.85,0.03
CPV,41,132,132,Cape Verde,0,0,-,-,0,0.00,0.00,0.00
CAF,41,140,140,Central African Republic,0,21,-,-,21,0.65,0.50,0.03
LKA,41,144,144,Sri Lanka,0,28,-,-,28,0.20,0.23,0.01
TCD,41,148,148,Chad,0,82,-,-,82,0.72,0.55,0.03
CHL,41,152,152,Chile,0,61,-,-,61,0.38,0.57,0.02
CHN,41,156,160,China,0,3742,-,-,3742,0.36,0.54,0.02
COL,41,170,170,Colombia,0,226,-,-,226,0.55,0.71,0.03
COM,41,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,41,178,178,"Congo, Republic of",0,11,-,-,11,0.28,0.24,0.01
COD,41,180,180,"Congo, Democratic Republic of",0,298,-,-,298,0.48,0.38,0.02
CRI,41,188,188,Costa Rica,0,22,-,-,22,0.48,0.72,0.03
HRV,41,191,191,Croatia,0,10,-,-,10,0.34,0.57,0.02
CUB,41,192,192,Cuba,0,32,-,-,32,0.42,0.60,0.02
CYP,41,196,196,Cyprus,0,0,-,-,0,0.00,0.00,0.00
CZE,41,203,203,Czechia,0,5,-,-,5,0.06,0.11,0.00
BEN,41,204,204,Benin,0,32,-,-,32,0.37,0.31,0.02
DNK,41,208,208,Denmark,0,3,-,-,3,0.08,0.11,0.00
DOM,41,214,214,Dominican Republic,0,39,-,-,39,0.46,0.53,0.02
ECU,41,218,218,Ecuador,0,59,-,-,59,0.41,0.48,0.02
SLV,41,222,222,El Salvador,0,16,-,-,16,0.31,0.36,0.02
GNQ,41,226,226,Equatorial Guinea,0,16,-,-,16,1.2,1.3,0.06
ETH,41,231,231,Ethiopia,0,982,-,-,982,1.1,1.0,0.06
ERI,41,232,232,Eritrea,0,18,-,-,18,0.70,0.61,0.04
EST,41,233,233,Estonia,0,0,-,-,0,0.00,0.00,0.00
FJI,41,242,242,Fiji,0,1,-,-,1,0.13,0.16,0.01
FIN,41,246,246,Finland,0,2,-,-,2,0.05,0.08,0.00
FRA,41,250,250,France (metropolitan),0,135,-,-,135,0.31,0.44,0.02
GUF,41,254,254,French Guyana,0,0,-,-,0,0.00,0.00,0.00
PYF,41,258,258,French Polynesia,0,0,-,-,0,0.00,0.00,0.00
DJI,41,262,262,Djibouti,0,6,-,-,6,0.69,0.83,0.04
GAB,41,266,266,Gabon,0,15,-,-,15,0.75,0.83,0.04
GEO,41,268,268,Georgia,0,5,-,-,5,0.16,0.24,0.01
GMB,41,270,270,The Republic of the Gambia,0,10,-,-,10,0.58,0.47,0.03
PSE,41,275,275,Gaza Strip and West Bank,0,16,-,-,16,0.40,0.38,0.02
DEU,41,276,276,Germany,0,96,-,-,96,0.16,0.27,0.01
GHA,41,288,288,Ghana,0,77,-,-,77,0.32,0.31,0.02
GRC,41,300,300,Greece,0,8,-,-,8,0.11,0.19,0.01
GLP,41,312,312,"France, Guadeloupe",0,0,-,-,0,0.00,0.00,0.00
GUM,41,316,316,Guam,0,0,-,-,0,0.00,0.00,0.00
GTM,41,320,320,Guatemala,0,38,-,-,38,0.25,0.27,0.01
GIN,41,324,324,Guinea,0,36,-,-,36,0.37,0.31,0.02
