Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,177,-,-,177,0.61,0.50,0.03
ALB,41,008,8,Albania,0,2,-,-,2,0.11,0.12,0.01
DZA,41,012,12,Algeria,0,289,-,-,289,0.80,0.85,0.04
AGO,41,024,24,Angola,0,139,-,-,139,0.62,0.45,0.04
AZE,41,031,31,Azerbaijan,0,59,-,-,59,0.64,0.83,0.04
ARG,41,032,32,Argentina,0,316,-,-,316,0.85,1.0,0.05
AUS,41,036,36,Australia,0,133,-,-,133,0.63,0.86,0.04
AUT,41,040,40,Austria,0,21,-,-,21,0.28,0.45,0.02
BHS,41,044,44,Bahamas,0,0,-,-,0,0.00,0.00,0.00
BHR,41,048,48,Bahrain,0,7,-,-,7,0.30,0.50,0.02
BGD,41,050,50,Bangladesh,0,739,-,-,739,0.49,0.58,0.03
ARM,41,051,51,Armenia,0,7,-,-,7,0.25,0.37,0.01
BRB,41,052,52,Barbados,0,0,-,-,0,0.00,0.00,0.00
BEL,41,056,56,Belgium,0,23,-,-,23,0.25,0.37,0.02
BTN,41,064,64,Bhutan,0,2,-,-,2,0.27,0.33,0.02
BOL,41,068,68,Bolivia (Plurinational State of),0,19,-,-,19,0.21,0.21,0.01
BIH,41,070,70,Bosnia Herzegovina,0,14,-,-,14,0.50,0.83,0.03
BWA,41,072,72,Botswana,0,14,-,-,14,0.67,0.71,0.04
BRA,41,076,76,Brazil,0,1454,-,-,1454,0.73,1.0,0.04
BLZ,41,084,84,Belize,0,1,-,-,1,0.28,0.31,0.02
SLB,41,090,90,Solomon Islands,0,1,-,-,1,0.21,0.17,0.01
BRN,41,096,96,Brunei Darussalam,0,5,-,-,5,1.1,1.6,0.07
BGR,41,100,100,Bulgaria,0,33,-,-,33,0.54,0.97,0.03
MMR,41,104,104,Myanmar,0,239,-,-,239,0.50,0.60,0.03
BDI,41,108,108,Burundi,0,43,-,-,43,0.50,0.38,0.03
BLR,41,112,112,Belarus,0,37,-,-,37,0.43,0.70,0.03
KHM,41,116,116,Cambodia,0,102,-,-,102,0.69,0.75,0.04
CMR,41,120,120,Cameroon,0,117,-,-,117,0.60,0.48,0.03
CAN,41,124,124,Canada,0,308,-,-,308,0.98,1.5,0.06
CPV,41,132,132,Cape Verde,0,0,-,-,0,0.00,0.00,0.00
CAF,41,140,140,Central African Republic,0,28,-,-,28,0.89,0.64,0.05
LKA,41,144,144,Sri Lanka,0,54,-,-,54,0.32,0.39,0.02
TCD,41,148,148,Chad,0,84,-,-,84,0.68,0.54,0.04
CHL,41,152,152,Chile,0,105,-,-,105,0.62,0.87,0.04
CHN,41,156,160,China,0,6545,-,-,6545,0.56,0.83,0.03
COL,41,170,170,Colombia,0,359,-,-,359,0.81,1.0,0.05
COM,41,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
