Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,99,-,-,99,0.34,0.31,0.01
ALB,41,008,8,Albania,0,0,-,-,0,0.00,0.00,0.00
DZA,41,012,12,Algeria,0,103,-,-,103,0.42,0.38,0.02
AGO,41,024,24,Angola,0,67,-,-,67,0.30,0.24,0.01
AZE,41,031,31,Azerbaijan,0,12,-,-,12,0.17,0.22,0.01
ARG,41,032,32,Argentina,0,109,-,-,109,0.37,0.43,0.02
AUS,41,036,36,Australia,0,44,-,-,44,0.26,0.37,0.01
AUT,41,040,40,Austria,0,3,-,-,3,0.05,0.09,0.00
BHS,41,044,44,Bahamas,0,0,-,-,0,0.00,0.00,0.00
BHR,41,048,48,Bahrain,0,2,-,-,2,0.11,0.20,0.00
BGD,41,050,50,Bangladesh,0,380,-,-,380,0.30,0.37,0.01
ARM,41,051,51,Armenia,0,2,-,-,2,0.10,0.14,0.00
BRB,41,052,52,Barbados,0,0,-,-,0,0.00,0.00,0.00
BEL,41,056,56,Belgium,0,4,-,-,4,0.05,0.08,0.00
BTN,41,064,64,Bhutan,0,0,-,-,0,0.00,0.00,0.00
BOL,41,068,68,Bolivia (Plurinational State of),0,2,-,-,2,0.02,0.03,0.00
BIH,41,070,70,Bosnia Herzegovina,0,1,-,-,1,0.05,0.08,0.00
BWA,41,072,72,Botswana,0,3,-,-,3,0.17,0.18,0.01
BRA,41,076,76,Brazil,0,496,-,-,496,0.32,0.45,0.01
BLZ,41,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,41,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,41,096,96,Brunei Darussalam,0,0,-,-,0,0.00,0.00,0.00
BGR,41,100,100,Bulgaria,0,3,-,-,3,0.06,0.12,0.00
MMR,41,104,104,Myanmar,0,78,-,-,78,0.20,0.24,0.01
BDI,41,108,108,Burundi,0,18,-,-,18,0.21,0.18,0.01
BLR,41,112,112,Belarus,0,7,-,-,7,0.12,0.18,0.01
KHM,41,116,116,Cambodia,0,20,-,-,20,0.15,0.18,0.01
CMR,41,120,120,Cameroon,0,51,-,-,51,0.27,0.24,0.01
CAN,41,124,124,Canada,0,67,-,-,67,0.27,0.43,0.01
CPV,41,132,132,Cape Verde,0,0,-,-,0,0.00,0.00,0.00
CAF,41,140,140,Central African Republic,0,13,-,-,13,0.38,0.33,0.02
LKA,41,144,144,Sri Lanka,0,17,-,-,17,0.14,0.16,0.01
TCD,41,148,148,Chad,0,57,-,-,57,0.50,0.41,0.02
CHL,41,152,152,Chile,0,35,-,-,35,0.25,0.38,0.01
CHN,41,156,160,China,0,2052,-,-,2052,0.24,0.35,0.01
COL,41,170,170,Colombia,0,142,-,-,142,0.39,0.51,0.02
COM,41,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,41,178,178,"Congo, Republic of",0,7,-,-,7,0.19,0.16,0.01
COD,41,180,180,"Congo, Democratic Republic of",0,220,-,-,220,0.37,0.30,0.02
CRI,41,188,188,Costa Rica,0,10,-,-,10,0.25,0.38,0.01
HRV,41,191,191,Croatia,0,4,-,-,4,0.16,0.27,0.01
CUB,41,192,192,Cuba,0,24,-,-,24,0.36,0.53,0.02
CYP,41,196,196,Cyprus,0,0,-,-,0,0.00,0.00,0.00
CZE,41,203,203,Czechia,0,2,-,-,2,0.03,0.05,0.00
BEN,41,204,204,Benin,0,20,-,-,20,0.24,0.21,0.01
DNK,41,208,208,Denmark,0,1,-,-,1,0.03,0.04,0.00
DOM,41,214,214,Dominican Republic,0,22,-,-,22,0.29,0.33,0.01
ECU,41,218,218,Ecuador,0,38,-,-,38,0.29,0.35,0.01
SLV,41,222,222,El Salvador,0,10,-,-,10,0.20,0.25,0.01
GNQ,41,226,226,Equatorial Guinea,0,10,-,-,10,0.76,0.88,0.03
ETH,41,231,231,Ethiopia,0,638,-,-,638,0.74,0.70,0.03
ERI,41,232,232,Eritrea,0,10,-,-,10,0.41,0.37,0.02
EST,41,233,233,Estonia,0,0,-,-,0,0.00,0.00,0.00
FJI,41,242,242,Fiji,0,0,-,-,0,0.00,0.00,0.00
FIN,41,246,246,Finland,0,1,-,-,1,0.03,0.05,0.00
FRA,41,250,250,France (metropolitan),0,58,-,-,58,0.16,0.22,0.01
GUF,41,254,254,French Guyana,0,0,-,-,0,0.00,0.00,0.00
PYF,41,258,258,French Polynesia,0,0,-,-,0,0.00,0.00,0.00
DJI,41,262,262,Djibouti,0,4,-,-,4,0.52,0.62,0.02
GAB,41,266,266,Gabon,0,6,-,-,6,0.32,0.37,0.02
GEO,41,268,268,Georgia,0,2,-,-,2,0.07,0.11,0.00
GMB,41,270,270,The Republic of the Gambia,0,6,-,-,6,0.35,0.30,0.01
PSE,41,275,275,Gaza Strip and West Bank,0,8,-,-,8,0.20,0.20,0.01
DEU,41,276,276,Germany,0,36,-,-,36,0.07,0.12,0.00
GHA,41,288,288,Ghana,0,51,-,-,51,0.23,0.22,0.01
GRC,41,300,300,Greece,0,2,-,-,2,0.03,0.06,0.00
GLP,41,312,312,"France, Guadeloupe",0,0,-,-,0,0.00,0.00,0.00
GUM,41,316,316,Guam,0,0,-,-,0,0.00,0.00,0.00
GTM,41,320,320,Guatemala,0,24,-,-,24,0.17,0.19,0.01
GIN,41,324,324,Guinea,0,26,-,-,26,0.27,0.24,0.01
GUY,41,328,328,Guyana,0,0,-,-,0,0.00,0.00,0.00
HTI,41,332,332,Haiti,0,51,-,-,51,0.63,0.65,0.02
HND,41,340,340,Honduras,0,24,-,-,24,0.29,0.35,0.01
HUN,41,348,348,Hungary,0,3,-,-,3,0.05,0.08,0.00
ISL,41,352,352,Iceland,0,0,-,-,0,0.00,0.00,0.00
IND,41,356,356,India,0,1909,-,-,1909,0.19,0.23,0.01
IDN,41,360,360,Indonesia,0,380,-,-,380,0.21,0.24,0.01
IRN,41,364,364,"Iran, Islamic Republic of",0,194,-,-,194,0.32,0.42,0.01
IRQ,41,368,368,Iraq,0,90,-,-,90,0.30,0.30,0.01
