Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,166,-,-,166,0.56,0.53,0.02
ALB,41,008,8,Albania,0,11,-,-,11,0.53,0.81,0.02
DZA,41,012,12,Algeria,0,236,-,-,236,0.80,0.87,0.03
AGO,41,024,24,Angola,0,143,-,-,143,0.60,0.52,0.03
AZE,41,031,31,Azerbaijan,0,33,-,-,33,0.48,0.60,0.02
ARG,41,032,32,Argentina,0,243,-,-,243,0.85,0.97,0.03
AUS,41,036,36,Australia,0,607,-,-,607,4.3,5.1,0.17
AUT,41,040,40,Austria,0,54,-,-,54,1.1,1.6,0.05
BHS,41,044,44,Bahamas,0,1,-,-,1,0.39,0.47,0.01
BHR,41,048,48,Bahrain,0,6,-,-,6,0.40,0.60,0.02
BGD,41,050,50,Bangladesh,0,649,-,-,649,0.51,0.63,0.02
ARM,41,051,51,Armenia,0,10,-,-,10,0.50,0.70,0.02
BRB,41,052,52,Barbados,0,1,-,-,1,0.69,0.82,0.03
BEL,41,056,56,Belgium,0,69,-,-,69,1.2,1.5,0.05
BTN,41,064,64,Bhutan,0,0,-,-,0,0.00,0.00,0.00
BOL,41,068,68,Bolivia (Plurinational State of),0,13,-,-,13,0.15,0.17,0.01
BIH,41,070,70,Bosnia Herzegovina,0,7,-,-,7,0.41,0.58,0.02
BWA,41,072,72,Botswana,0,7,-,-,7,0.39,0.43,0.02
BRA,41,076,76,Brazil,0,1002,-,-,1002,0.71,0.91,0.03
BLZ,41,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,41,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,41,096,96,Brunei Darussalam,0,1,-,-,1,0.26,0.43,0.01
BGR,41,100,100,Bulgaria,0,15,-,-,15,0.45,0.62,0.02
MMR,41,104,104,Myanmar,0,289,-,-,289,0.77,0.90,0.03
BDI,41,108,108,Burundi,0,34,-,-,34,0.39,0.34,0.02
BLR,41,112,112,Belarus,0,30,-,-,30,0.56,0.78,0.02
KHM,41,116,116,Cambodia,0,46,-,-,46,0.36,0.41,0.02
CMR,41,120,120,Cameroon,0,90,-,-,90,0.47,0.42,0.02
CAN,41,124,124,Canada,0,281,-,-,281,1.3,1.8,0.05
CPV,41,132,132,Cape Verde,0,1,-,-,1,0.18,0.28,0.01
CAF,41,140,140,Central African Republic,0,29,-,-,29,0.80,0.73,0.03
LKA,41,144,144,Sri Lanka,0,43,-,-,43,0.35,0.39,0.02
TCD,41,148,148,Chad,0,75,-,-,75,0.63,0.53,0.02
CHL,41,152,152,Chile,0,69,-,-,69,0.55,0.75,0.02
CHN,41,156,160,China,0,6572,-,-,6572,0.75,1.1,0.03
COL,41,170,170,Colombia,0,220,-,-,220,0.62,0.78,0.03
COM,41,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,41,178,178,"Congo, Republic of",0,11,-,-,11,0.30,0.26,0.01
COD,41,180,180,"Congo, Democratic Republic of",0,352,-,-,352,0.58,0.47,0.02
CRI,41,188,188,Costa Rica,0,19,-,-,19,0.51,0.72,0.02
HRV,41,191,191,Croatia,0,18,-,-,18,0.84,1.2,0.04
CUB,41,192,192,Cuba,0,31,-,-,31,0.60,0.68,0.02
CYP,41,196,196,Cyprus,0,2,-,-,2,0.20,0.36,0.01
CZE,41,203,203,Czechia,0,65,-,-,65,1.4,1.6,0.06
BEN,41,204,204,Benin,0,55,-,-,55,0.65,0.57,0.03
DNK,41,208,208,Denmark,0,34,-,-,34,1.0,1.4,0.04
DOM,41,214,214,Dominican Republic,0,42,-,-,42,0.54,0.63,0.02
ECU,41,218,218,Ecuador,0,69,-,-,69,0.56,0.63,0.02
SLV,41,222,222,El Salvador,0,27,-,-,27,0.55,0.68,0.02
GNQ,41,226,226,Equatorial Guinea,0,10,-,-,10,0.76,0.88,0.03
ETH,41,231,231,Ethiopia,0,841,-,-,841,0.97,0.92,0.04
ERI,41,232,232,Eritrea,0,26,-,-,26,1.0,0.95,0.04
EST,41,233,233,Estonia,0,3,-,-,3,0.37,0.58,0.02
FJI,41,242,242,Fiji,0,1,-,-,1,0.18,0.18,0.01
FIN,41,246,246,Finland,0,24,-,-,24,0.78,1.1,0.03
FRA,41,250,250,France (metropolitan),0,320,-,-,320,0.97,1.2,0.04
GUF,41,254,254,French Guyana,0,0,-,-,0,0.00,0.00,0.00
PYF,41,258,258,French Polynesia,0,0,-,-,0,0.00,0.00,0.00
DJI,41,262,262,Djibouti,0,7,-,-,7,0.88,1.1,0.04
GAB,41,266,266,Gabon,0,11,-,-,11,0.68,0.67,0.03
GEO,41,268,268,Georgia,0,6,-,-,6,0.26,0.34,0.01
GMB,41,270,270,The Republic of the Gambia,0,6,-,-,6,0.35,0.30,0.01
PSE,41,275,275,Gaza Strip and West Bank,0,26,-,-,26,0.66,0.66,0.03
DEU,41,276,276,Germany,0,244,-,-,244,0.64,0.81,0.03
GHA,41,288,288,Ghana,0,102,-,-,102,0.45,0.44,0.02
GRC,41,300,300,Greece,0,17,-,-,17,0.37,0.49,0.02
GLP,41,312,312,"France, Guadeloupe",0,0,-,-,0,0.00,0.00,0.00
GUM,41,316,316,Guam,0,0,-,-,0,0.00,0.00,0.00
GTM,41,320,320,Guatemala,0,43,-,-,43,0.31,0.33,0.01
GIN,41,324,324,Guinea,0,31,-,-,31,0.32,0.28,0.01
GUY,41,328,328,Guyana,0,3,-,-,3,0.55,0.62,0.02
HTI,41,332,332,Haiti,0,52,-,-,52,0.62,0.66,0.03
HND,41,340,340,Honduras,0,32,-,-,32,0.41,0.47,0.02
HUN,41,348,348,Hungary,0,39,-,-,39,0.80,1.1,0.03
ISL,41,352,352,Iceland,0,0,-,-,0,0.00,0.00,0.00
IND,41,356,356,India,0,4034,-,-,4034,0.39,0.48,0.02
