Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,649,-,-,649,3.1,1.6,0.41
ALB,41,008,8,Albania,0,172,-,-,172,3.6,6.4,0.56
DZA,41,012,12,Algeria,0,2920,-,-,2920,7.1,6.6,1.0
AGO,41,024,24,Angola,0,456,-,-,456,2.7,1.3,0.33
AZE,41,031,31,Azerbaijan,0,756,-,-,756,6.2,7.5,0.87
ARG,41,032,32,Argentina,0,4882,-,-,4882,9.0,11.2,1.3
AUS,41,036,36,Australia,0,2092,-,-,2092,5.2,8.7,0.78
AUT,41,040,40,Austria,0,917,-,-,917,5.6,11.2,0.90
BHS,41,044,44,Bahamas,0,46,-,-,46,9.7,11.8,1.5
BHR,41,048,48,Bahrain,0,51,-,-,51,4.3,2.9,0.70
BGD,41,050,50,Bangladesh,0,2848,-,-,2848,1.9,1.7,0.24
ARM,41,051,51,Armenia,0,319,-,-,319,7.0,11.2,1.1
BRB,41,052,52,Barbados,0,58,-,-,58,11.5,21.8,1.8
BEL,41,056,56,Belgium,0,1270,-,-,1270,6.0,12.0,0.96
BTN,41,064,64,Bhutan,0,15,-,-,15,2.3,2.0,0.37
BOL,41,068,68,Bolivia (Plurinational State of),0,305,-,-,305,3.0,2.6,0.45
BIH,41,070,70,Bosnia Herzegovina,0,695,-,-,695,10.6,23.0,1.6
BWA,41,072,72,Botswana,0,38,-,-,38,2.0,1.6,0.28
BRA,41,076,76,Brazil,0,17957,-,-,17957,6.8,8.7,0.99
BLZ,41,084,84,Belize,0,13,-,-,13,4.2,3.2,0.61
SLB,41,090,90,Solomon Islands,0,8,-,-,8,2.2,1.1,0.33
BRN,41,096,96,Brunei Darussalam,0,52,-,-,52,10.8,11.9,1.6
BGR,41,100,100,Bulgaria,0,1527,-,-,1527,11.3,24.6,1.7
MMR,41,104,104,Myanmar,0,2398,-,-,2398,4.3,4.4,0.64
BDI,41,108,108,Burundi,0,230,-,-,230,4.1,1.8,0.59
BLR,41,112,112,Belarus,0,1935,-,-,1935,11.5,21.9,1.8
KHM,41,116,116,Cambodia,0,750,-,-,750,5.5,4.4,0.81
CMR,41,120,120,Cameroon,0,537,-,-,537,3.7,1.9,0.49
CAN,41,124,124,Canada,0,3905,-,-,3905,6.1,11.1,0.84
CPV,41,132,132,Cape Verde,0,4,-,-,4,1.0,0.72,0.19
CAF,41,140,140,Central African Republic,0,100,-,-,100,3.8,2.0,0.51
LKA,41,144,144,Sri Lanka,0,927,-,-,927,3.1,4.5,0.45
TCD,41,148,148,Chad,0,163,-,-,163,1.6,0.94,0.17
CHL,41,152,152,Chile,0,1720,-,-,1720,6.3,9.4,0.96
CHN,41,156,160,China,0,137132,-,-,137132,5.9,10.3,0.89
COL,41,170,170,Colombia,0,3488,-,-,3488,5.8,7.0,0.85
COM,41,174,174,Comoros,0,10,-,-,10,2.2,1.1,0.39
COG,41,178,178,"Congo, Republic of",0,99,-,-,99,2.8,1.7,0.35
COD,41,180,180,"Congo, Democratic Republic of",0,1786,-,-,1786,3.7,1.9,0.51
CRI,41,188,188,Costa Rica,0,403,-,-,403,6.1,8.1,0.89
HRV,41,191,191,Croatia,0,1056,-,-,1056,12.8,28.8,2.0
CUB,41,192,192,Cuba,0,1449,-,-,1449,7.4,13.8,1.2
CYP,41,196,196,Cyprus,0,140,-,-,140,7.4,12.2,1.2
CZE,41,203,203,Czechia,0,1800,-,-,1800,8.7,18.4,1.4
BEN,41,204,204,Benin,0,253,-,-,253,3.7,2.0,0.54
DNK,41,208,208,Denmark,0,801,-,-,801,7.3,15.2,1.2
DOM,41,214,214,Dominican Republic,0,677,-,-,677,6.3,6.3,0.91
ECU,41,218,218,Ecuador,0,728,-,-,728,4.1,4.2,0.60
SLV,41,222,222,El Salvador,0,215,-,-,215,3.4,3.4,0.47
GNQ,41,226,226,Equatorial Guinea,0,38,-,-,38,4.2,2.6,0.47
ETH,41,231,231,Ethiopia,0,4416,-,-,4416,6.2,3.7,0.76
ERI,41,232,232,Eritrea,0,99,-,-,99,4.5,2.8,0.58
EST,41,233,233,Estonia,0,231,-,-,231,9.1,19.4,1.6
FJI,41,242,242,Fiji,0,43,-,-,43,4.9,4.8,0.73
FIN,41,246,246,Finland,0,679,-,-,679,6.0,13.7,0.96
FRA,41,250,250,France (metropolitan),0,8147,-,-,8147,6.8,13.8,1.1
GUF,41,254,254,French Guyana,0,12,-,-,12,4.2,3.9,0.61
PYF,41,258,258,French Polynesia,0,16,-,-,16,4.5,5.8,0.85
DJI,41,262,262,Djibouti,0,40,-,-,40,4.7,4.0,0.64
GAB,41,266,266,Gabon,0,65,-,-,65,4.1,2.8,0.51
GEO,41,268,268,Georgia,0,392,-,-,392,6.0,10.5,0.92
GMB,41,270,270,The Republic of the Gambia,0,28,-,-,28,1.9,1.1,0.24
PSE,41,275,275,Gaza Strip and West Bank,0,244,-,-,244,8.3,4.6,1.2
DEU,41,276,276,Germany,0,10356,-,-,10356,6.5,13.9,1.0
GHA,41,288,288,Ghana,0,550,-,-,550,2.6,1.7,0.36
GRC,41,300,300,Greece,0,1314,-,-,1314,6.6,14.5,1.1
GLP,41,312,312,"France, Guadeloupe",0,49,-,-,49,6.6,13.5,0.97
GUM,41,316,316,Guam,0,14,-,-,14,6.3,8.5,0.96
GTM,41,320,320,Guatemala,0,347,-,-,347,2.8,1.9,0.40
GIN,41,324,324,Guinea,0,134,-,-,134,1.7,0.97,0.22
GUY,41,328,328,Guyana,0,26,-,-,26,3.2,3.4,0.45
HTI,41,332,332,Haiti,0,420,-,-,420,4.6,3.7,0.66
HND,41,340,340,Honduras,0,283,-,-,283,3.5,2.8,0.43
HUN,41,348,348,Hungary,0,2798,-,-,2798,15.4,31.9,2.3
ISL,41,352,352,Iceland,0,39,-,-,39,6.8,12.1,1.1
IND,41,356,356,India,0,33435,-,-,33435,2.4,2.4,0.33
IDN,41,360,360,Indonesia,0,14162,-,-,14162,4.9,5.2,0.71
IRN,41,364,364,"Iran, Islamic Republic of",0,4574,-,-,4574,5.2,5.4,0.74
IRQ,41,368,368,Iraq,0,1209,-,-,1209,4.7,2.9,0.64
