Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,1110,-,-,1110,5.2,2.7,0.85
ALB,41,008,8,Albania,0,433,-,-,433,9.3,15.6,1.5
DZA,41,012,12,Algeria,0,6837,-,-,6837,15.7,15.3,2.6
AGO,41,024,24,Angola,0,779,-,-,779,4.3,2.2,0.60
AZE,41,031,31,Azerbaijan,0,1594,-,-,1594,13.2,15.7,2.2
ARG,41,032,32,Argentina,0,12753,-,-,12753,21.9,28.5,3.8
AUS,41,036,36,Australia,0,12940,-,-,12940,31.2,51.9,5.0
AUT,41,040,40,Austria,0,3375,-,-,3375,19.8,39.5,3.3
BHS,41,044,44,Bahamas,0,78,-,-,78,15.9,19.8,3.1
BHR,41,048,48,Bahrain,0,146,-,-,146,12.0,8.2,2.3
BGD,41,050,50,Bangladesh,0,5248,-,-,5248,3.4,3.2,0.51
ARM,41,051,51,Armenia,0,914,-,-,914,19.7,31.7,3.9
BRB,41,052,52,Barbados,0,115,-,-,115,22.4,41.9,3.9
BEL,41,056,56,Belgium,0,5869,-,-,5869,26.4,53.3,4.7
BTN,41,064,64,Bhutan,0,26,-,-,26,3.8,3.4,0.70
BOL,41,068,68,Bolivia (Plurinational State of),0,613,-,-,613,5.7,5.2,0.96
BIH,41,070,70,Bosnia Herzegovina,0,1601,-,-,1601,24.6,51.3,4.2
BWA,41,072,72,Botswana,0,86,-,-,86,4.4,3.5,0.65
BRA,41,076,76,Brazil,0,48392,-,-,48392,17.4,23.0,3.1
BLZ,41,084,84,Belize,0,16,-,-,16,4.9,3.9,0.80
SLB,41,090,90,Solomon Islands,0,17,-,-,17,4.0,2.4,0.74
BRN,41,096,96,Brunei Darussalam,0,140,-,-,140,28.5,31.7,4.8
BGR,41,100,100,Bulgaria,0,4221,-,-,4221,27.9,64.9,5.0
MMR,41,104,104,Myanmar,0,5027,-,-,5027,8.8,9.2,1.5
BDI,41,108,108,Burundi,0,337,-,-,337,5.9,2.7,0.99
BLR,41,112,112,Belarus,0,5230,-,-,5230,30.6,57.8,5.6
KHM,41,116,116,Cambodia,0,1560,-,-,1560,11.1,9.1,2.0
CMR,41,120,120,Cameroon,0,882,-,-,882,5.9,3.2,0.89
CAN,41,124,124,Canada,0,18250,-,-,18250,25.8,49.8,4.3
CPV,41,132,132,Cape Verde,0,27,-,-,27,5.4,4.8,0.79
CAF,41,140,140,Central African Republic,0,144,-,-,144,5.2,2.9,0.81
LKA,41,144,144,Sri Lanka,0,2251,-,-,2251,7.1,10.6,1.3
TCD,41,148,148,Chad,0,228,-,-,228,2.3,1.3,0.34
CHL,41,152,152,Chile,0,5132,-,-,5132,17.6,27.5,3.3
CHN,41,156,160,China,0,441306,-,-,441306,18.4,32.2,3.2
COL,41,170,170,Colombia,0,9176,-,-,9176,14.7,18.2,2.6
COM,41,174,174,Comoros,0,17,-,-,17,3.7,1.9,0.78
COG,41,178,178,"Congo, Republic of",0,164,-,-,164,4.6,2.8,0.67
COD,41,180,180,"Congo, Democratic Republic of",0,2754,-,-,2754,5.5,2.9,0.90
CRI,41,188,188,Costa Rica,0,880,-,-,880,12.5,17.4,2.3
HRV,41,191,191,Croatia,0,3231,-,-,3231,37.4,84.5,6.7
CUB,41,192,192,Cuba,0,3711,-,-,3711,17.3,34.2,3.3
CYP,41,196,196,Cyprus,0,427,-,-,427,21.0,36.2,3.9
CZE,41,203,203,Czechia,0,6130,-,-,6130,27.8,59.8,4.9
BEN,41,204,204,Benin,0,440,-,-,440,6.0,3.5,1.0
DNK,41,208,208,Denmark,0,5283,-,-,5283,43.1,95.4,7.9
DOM,41,214,214,Dominican Republic,0,1524,-,-,1524,13.5,14.0,2.3
ECU,41,218,218,Ecuador,0,1975,-,-,1975,10.7,11.1,1.9
SLV,41,222,222,El Salvador,0,517,-,-,517,7.4,8.1,1.3
GNQ,41,226,226,Equatorial Guinea,0,49,-,-,49,5.7,3.3,0.64
ETH,41,231,231,Ethiopia,0,6302,-,-,6302,8.7,5.2,1.3
ERI,41,232,232,Eritrea,0,157,-,-,157,6.5,4.3,0.97
EST,41,233,233,Estonia,0,746,-,-,746,28.1,60.3,5.3
FJI,41,242,242,Fiji,0,85,-,-,85,9.4,9.4,1.7
FIN,41,246,246,Finland,0,2867,-,-,2867,23.5,54.8,4.3
