Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,1032,-,-,1032,4.8,2.6,0.65
ALB,41,008,8,Albania,0,375,-,-,375,8.7,14.0,1.2
DZA,41,012,12,Algeria,0,6188,-,-,6188,14.7,14.0,2.0
AGO,41,024,24,Angola,0,754,-,-,754,4.2,2.2,0.50
AZE,41,031,31,Azerbaijan,0,1502,-,-,1502,12.3,14.9,1.7
ARG,41,032,32,Argentina,0,10709,-,-,10709,20.1,24.5,2.8
AUS,41,036,36,Australia,0,10623,-,-,10623,28.8,44.1,3.7
AUT,41,040,40,Austria,0,2772,-,-,2772,18.4,34.0,2.6
BHS,41,044,44,Bahamas,0,65,-,-,65,13.8,16.7,2.0
BHR,41,048,48,Bahrain,0,136,-,-,136,10.7,7.7,1.6
BGD,41,050,50,Bangladesh,0,4860,-,-,4860,3.2,3.0,0.40
ARM,41,051,51,Armenia,0,802,-,-,802,17.5,28.3,2.7
BRB,41,052,52,Barbados,0,95,-,-,95,20.4,35.8,2.8
BEL,41,056,56,Belgium,0,4724,-,-,4724,23.9,44.7,3.4
BTN,41,064,64,Bhutan,0,22,-,-,22,3.5,2.9,0.50
BOL,41,068,68,Bolivia (Plurinational State of),0,543,-,-,543,5.4,4.7,0.77
BIH,41,070,70,Bosnia Herzegovina,0,1408,-,-,1408,22.9,46.6,3.2
BWA,41,072,72,Botswana,0,80,-,-,80,4.1,3.3,0.50
BRA,41,076,76,Brazil,0,41651,-,-,41651,15.8,20.1,2.2
BLZ,41,084,84,Belize,0,15,-,-,15,4.7,3.7,0.66
SLB,41,090,90,Solomon Islands,0,15,-,-,15,3.6,2.1,0.55
BRN,41,096,96,Brunei Darussalam,0,130,-,-,130,26.2,29.7,3.6
BGR,41,100,100,Bulgaria,0,3407,-,-,3407,25.5,55.0,3.8
MMR,41,104,104,Myanmar,0,4536,-,-,4536,8.0,8.4,1.1
BDI,41,108,108,Burundi,0,315,-,-,315,5.4,2.5,0.74
BLR,41,112,112,Belarus,0,4596,-,-,4596,27.9,52.0,4.2
KHM,41,116,116,Cambodia,0,1401,-,-,1401,10.1,8.3,1.4
CMR,41,120,120,Cameroon,0,839,-,-,839,5.7,3.0,0.72
CAN,41,124,124,Canada,0,15035,-,-,15035,23.6,42.7,3.2
CPV,41,132,132,Cape Verde,0,26,-,-,26,5.2,4.7,0.65
