Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,73,-,-,73,0.29,0.29,0.01
ALB,41,008,8,Albania,0,1,-,-,1,0.08,0.11,0.00
DZA,41,012,12,Algeria,0,55,-,-,55,0.32,0.27,0.01
AGO,41,024,24,Angola,0,51,-,-,51,0.23,0.22,0.01
AZE,41,031,31,Azerbaijan,0,10,-,-,10,0.26,0.27,0.01
ARG,41,032,32,Argentina,0,135,-,-,135,0.65,0.74,0.02
AUS,41,036,36,Australia,0,223,-,-,223,2.5,2.7,0.07
AUT,41,040,40,Austria,0,13,-,-,13,0.51,0.58,0.01
BHS,41,044,44,Bahamas,0,1,-,-,1,0.50,0.67,0.01
BHR,41,048,48,Bahrain,0,2,-,-,2,0.28,0.37,0.01
BGD,41,050,50,Bangladesh,0,167,-,-,167,0.19,0.23,0.01
ARM,41,051,51,Armenia,0,3,-,-,3,0.30,0.31,0.01
BRB,41,052,52,Barbados,0,0,-,-,0,0.00,0.00,0.00
BEL,41,056,56,Belgium,0,23,-,-,23,0.63,0.70,0.02
BTN,41,064,64,Bhutan,0,0,-,-,0,0.00,0.00,0.00
BOL,41,068,68,Bolivia (Plurinational State of),0,2,-,-,2,0.03,0.03,0.00
BIH,41,070,70,Bosnia Herzegovina,0,2,-,-,2,0.17,0.24,0.01
BWA,41,072,72,Botswana,0,0,-,-,0,0.00,0.00,0.00
BRA,41,076,76,Brazil,0,249,-,-,249,0.27,0.33,0.01
BLZ,41,084,84,Belize,0,0,-,-,0,0.00,0.00,0.00
SLB,41,090,90,Solomon Islands,0,0,-,-,0,0.00,0.00,0.00
BRN,41,096,96,Brunei Darussalam,0,0,-,-,0,0.00,0.00,0.00
BGR,41,100,100,Bulgaria,0,3,-,-,3,0.16,0.18,0.00
MMR,41,104,104,Myanmar,0,109,-,-,109,0.39,0.46,0.01
BDI,41,108,108,Burundi,0,6,-,-,6,0.09,0.07,0.00
BLR,41,112,112,Belarus,0,6,-,-,6,0.24,0.24,0.01
KHM,41,116,116,Cambodia,0,4,-,-,4,0.05,0.05,0.00
CMR,41,120,120,Cameroon,0,27,-,-,27,0.17,0.16,0.01
CAN,41,124,124,Canada,0,62,-,-,62,0.53,0.60,0.01
CPV,41,132,132,Cape Verde,0,0,-,-,0,0.00,0.00,0.00
CAF,41,140,140,Central African Republic,0,17,-,-,17,0.52,0.52,0.01
LKA,41,144,144,Sri Lanka,0,7,-,-,7,0.08,0.09,0.00
TCD,41,148,148,Chad,0,34,-,-,34,0.31,0.29,0.01
CHL,41,152,152,Chile,0,17,-,-,17,0.22,0.28,0.01
CHN,41,156,160,China,0,893,-,-,893,0.21,0.23,0.01
COL,41,170,170,Colombia,0,99,-,-,99,0.40,0.51,0.01
COM,41,174,174,Comoros,0,0,-,-,0,0.00,0.00,0.00
COG,41,178,178,"Congo, Republic of",0,3,-,-,3,0.10,0.09,0.00
COD,41,180,180,"Congo, Democratic Republic of",0,139,-,-,139,0.25,0.23,0.01
CRI,41,188,188,Costa Rica,0,4,-,-,4,0.17,0.22,0.01
HRV,41,191,191,Croatia,0,3,-,-,3,0.23,0.30,0.01
CUB,41,192,192,Cuba,0,17,-,-,17,0.51,0.56,0.01
CYP,41,196,196,Cyprus,0,0,-,-,0,0.00,0.00,0.00
CZE,41,203,203,Czechia,0,21,-,-,21,0.73,0.78,0.02
BEN,41,204,204,Benin,0,12,-,-,12,0.17,0.15,0.00
DNK,41,208,208,Denmark,0,7,-,-,7,0.36,0.42,0.01
DOM,41,214,214,Dominican Republic,0,12,-,-,12,0.22,0.25,0.01
ECU,41,218,218,Ecuador,0,21,-,-,21,0.24,0.26,0.01
SLV,41,222,222,El Salvador,0,5,-,-,5,0.14,0.17,0.00
GNQ,41,226,226,Equatorial Guinea,0,3,-,-,3,0.35,0.36,0.01
ETH,41,231,231,Ethiopia,0,247,-,-,247,0.34,0.34,0.01
ERI,41,232,232,Eritrea,0,13,-,-,13,0.62,0.60,0.02
EST,41,233,233,Estonia,0,0,-,-,0,0.00,0.00,0.00
FJI,41,242,242,Fiji,0,1,-,-,1,0.23,0.24,0.01
FIN,41,246,246,Finland,0,5,-,-,5,0.29,0.34,0.01
