Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,396,-,-,396,1.6,1.0,0.14
ALB,41,008,8,Albania,0,42,-,-,42,1.2,1.9,0.12
DZA,41,012,12,Algeria,0,1284,-,-,1284,3.2,3.2,0.28
AGO,41,024,24,Angola,0,319,-,-,319,1.7,0.95,0.14
AZE,41,031,31,Azerbaijan,0,357,-,-,357,3.1,4.0,0.28
ARG,41,032,32,Argentina,0,1589,-,-,1589,3.5,4.1,0.32
AUS,41,036,36,Australia,0,631,-,-,631,2.2,3.1,0.19
AUT,41,040,40,Austria,0,227,-,-,227,1.8,3.4,0.17
BHS,41,044,44,Bahamas,0,16,-,-,16,3.3,4.6,0.31
BHR,41,048,48,Bahrain,0,21,-,-,21,1.2,1.3,0.11
BGD,41,050,50,Bangladesh,0,1900,-,-,1900,1.2,1.2,0.10
ARM,41,051,51,Armenia,0,63,-,-,63,1.9,2.6,0.18
BRB,41,052,52,Barbados,0,15,-,-,15,3.8,6.9,0.38
BEL,41,056,56,Belgium,0,274,-,-,274,1.9,3.2,0.17
BTN,41,064,64,Bhutan,0,6,-,-,6,0.86,0.84,0.08
BOL,41,068,68,Bolivia (Plurinational State of),0,121,-,-,121,1.3,1.1,0.12
BIH,41,070,70,Bosnia Herzegovina,0,147,-,-,147,3.3,6.2,0.31
BWA,41,072,72,Botswana,0,20,-,-,20,0.93,0.88,0.08
BRA,41,076,76,Brazil,0,6908,-,-,6908,2.9,3.8,0.26
BLZ,41,084,84,Belize,0,5,-,-,5,1.4,1.3,0.14
SLB,41,090,90,Solomon Islands,0,1,-,-,1,0.18,0.15,0.01
BRN,41,096,96,Brunei Darussalam,0,23,-,-,23,4.3,5.8,0.39
BGR,41,100,100,Bulgaria,0,358,-,-,358,4.0,7.3,0.37
MMR,41,104,104,Myanmar,0,983,-,-,983,1.7,2.0,0.15
BDI,41,108,108,Burundi,0,109,-,-,109,1.7,0.90,0.16
BLR,41,112,112,Belarus,0,441,-,-,441,3.6,6.1,0.34
KHM,41,116,116,Cambodia,0,341,-,-,341,2.4,2.2,0.21
CMR,41,120,120,Cameroon,0,336,-,-,336,2.1,1.3,0.18
CAN,41,124,124,Canada,0,1393,-,-,1393,3.1,4.9,0.28
CPV,41,132,132,Cape Verde,0,2,-,-,2,0.43,0.38,0.04
CAF,41,140,140,Central African Republic,0,65,-,-,65,2.3,1.4,0.20
LKA,41,144,144,Sri Lanka,0,331,-,-,331,1.4,1.9,0.12
TCD,41,148,148,Chad,0,139,-,-,139,1.3,0.83,0.10
CHL,41,152,152,Chile,0,534,-,-,534,2.4,3.4,0.22
CHN,41,156,160,China,0,44026,-,-,44026,2.2,3.9,0.19
COL,41,170,170,Colombia,0,1360,-,-,1360,2.5,3.1,0.22
COM,41,174,174,Comoros,0,3,-,-,3,0.56,0.35,0.06
COG,41,178,178,"Congo, Republic of",0,71,-,-,71,1.8,1.3,0.16
COD,41,180,180,"Congo, Democratic Republic of",0,992,-,-,992,1.8,1.1,0.16
CRI,41,188,188,Costa Rica,0,153,-,-,153,2.6,3.5,0.24
HRV,41,191,191,Croatia,0,212,-,-,212,4.1,7.4,0.38
CUB,41,192,192,Cuba,0,421,-,-,421,2.5,4.8,0.23
CYP,41,196,196,Cyprus,0,37,-,-,37,2.5,3.8,0.24
CZE,41,203,203,Czechia,0,357,-,-,357,2.6,4.5,0.25
BEN,41,204,204,Benin,0,127,-,-,127,1.6,1.1,0.14
DNK,41,208,208,Denmark,0,147,-,-,147,2.0,3.4,0.19
DOM,41,214,214,Dominican Republic,0,265,-,-,265,2.6,2.7,0.23
