Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,702,-,-,702,3.3,1.7,0.55
ALB,41,008,8,Albania,0,220,-,-,220,4.1,7.9,0.84
DZA,41,012,12,Algeria,0,3429,-,-,3429,8.0,7.7,1.5
AGO,41,024,24,Angola,0,485,-,-,485,2.9,1.4,0.44
AZE,41,031,31,Azerbaijan,0,818,-,-,818,6.9,8.0,1.2
ARG,41,032,32,Argentina,0,6224,-,-,6224,10.2,13.9,2.0
AUS,41,036,36,Australia,0,3003,-,-,3003,6.3,12.0,1.3
AUT,41,040,40,Austria,0,1292,-,-,1292,6.6,15.1,1.4
BHS,41,044,44,Bahamas,0,53,-,-,53,10.8,13.4,2.1
BHR,41,048,48,Bahrain,0,56,-,-,56,5.0,3.2,1.0
BGD,41,050,50,Bangladesh,0,3110,-,-,3110,2.0,1.9,0.31
ARM,41,051,51,Armenia,0,381,-,-,381,8.2,13.2,1.8
BRB,41,052,52,Barbados,0,75,-,-,75,13.3,27.3,2.7
BEL,41,056,56,Belgium,0,1816,-,-,1816,7.2,16.5,1.6
BTN,41,064,64,Bhutan,0,18,-,-,18,2.6,2.3,0.52
BOL,41,068,68,Bolivia (Plurinational State of),0,363,-,-,363,3.3,3.1,0.61
BIH,41,070,70,Bosnia Herzegovina,0,832,-,-,832,11.9,26.7,2.3
BWA,41,072,72,Botswana,0,44,-,-,44,2.3,1.8,0.43
BRA,41,076,76,Brazil,0,21640,-,-,21640,7.7,10.3,1.5
BLZ,41,084,84,Belize,0,14,-,-,14,4.4,3.4,0.75
SLB,41,090,90,Solomon Islands,0,10,-,-,10,2.6,1.4,0.53
BRN,41,096,96,Brunei Darussalam,0,60,-,-,60,12.8,13.6,2.6
BGR,41,100,100,Bulgaria,0,2009,-,-,2009,12.7,30.9,2.5
MMR,41,104,104,Myanmar,0,2795,-,-,2795,5.0,5.1,1.0
BDI,41,108,108,Burundi,0,252,-,-,252,4.6,2.0,0.85
BLR,41,112,112,Belarus,0,2277,-,-,2277,13.0,25.2,2.6
KHM,41,116,116,Cambodia,0,878,-,-,878,6.3,5.2,1.3
CMR,41,120,120,Cameroon,0,576,-,-,576,4.0,2.1,0.64
CAN,41,124,124,Canada,0,5545,-,-,5545,7.3,15.1,1.4
CPV,41,132,132,Cape Verde,0,6,-,-,6,1.6,1.1,0.47
CAF,41,140,140,Central African Republic,0,110,-,-,110,4.2,2.2,0.72
LKA,41,144,144,Sri Lanka,0,1105,-,-,1105,3.5,5.2,0.63
TCD,41,148,148,Chad,0,178,-,-,178,1.8,1.0,0.27
CHL,41,152,152,Chile,0,2216,-,-,2216,7.4,11.9,1.5
CHN,41,156,160,China,0,172528,-,-,172528,6.9,12.6,1.4
COL,41,170,170,Colombia,0,4234,-,-,4234,6.7,8.4,1.3
COM,41,174,174,Comoros,0,12,-,-,12,2.6,1.3,0.60
COG,41,178,178,"Congo, Republic of",0,104,-,-,104,3.0,1.8,0.44
COD,41,180,180,"Congo, Democratic Republic of",0,1999,-,-,1999,4.1,2.1,0.72
CRI,41,188,188,Costa Rica,0,500,-,-,500,7.0,9.9,1.4
HRV,41,191,191,Croatia,0,1424,-,-,1424,15.1,37.3,3.2
CUB,41,192,192,Cuba,0,1953,-,-,1953,8.7,18.0,1.8
CYP,41,196,196,Cyprus,0,197,-,-,197,8.9,16.7,2.0
CZE,41,203,203,Czechia,0,2476,-,-,2476,10.0,24.1,2.1
BEN,41,204,204,Benin,0,296,-,-,296,4.2,2.3,0.82
DNK,41,208,208,Denmark,0,1234,-,-,1234,8.8,22.3,2.0
DOM,41,214,214,Dominican Republic,0,779,-,-,779,6.9,7.2,1.3
ECU,41,218,218,Ecuador,0,896,-,-,896,4.8,5.0,0.93
SLV,41,222,222,El Salvador,0,264,-,-,264,3.8,4.1,0.69
GNQ,41,226,226,Equatorial Guinea,0,38,-,-,38,4.1,2.6,0.47
ETH,41,231,231,Ethiopia,0,4672,-,-,4672,6.4,3.9,0.92
ERI,41,232,232,Eritrea,0,111,-,-,111,4.8,3.1,0.77
EST,41,233,233,Estonia,0,317,-,-,317,10.8,25.6,2.4
FJI,41,242,242,Fiji,0,46,-,-,46,5.2,5.1,0.90
FIN,41,246,246,Finland,0,966,-,-,966,7.0,18.5,1.5
FRA,41,250,250,France (metropolitan),0,11529,-,-,11529,8.0,18.7,1.7
GUF,41,254,254,French Guyana,0,16,-,-,16,5.5,5.1,1.3
PYF,41,258,258,French Polynesia,0,22,-,-,22,5.7,7.9,1.5
DJI,41,262,262,Djibouti,0,44,-,-,44,5.1,4.4,0.85
GAB,41,266,266,Gabon,0,66,-,-,66,4.2,2.9,0.54
GEO,41,268,268,Georgia,0,484,-,-,484,6.8,12.7,1.4
GMB,41,270,270,The Republic of the Gambia,0,31,-,-,31,2.2,1.2,0.36
PSE,41,275,275,Gaza Strip and West Bank,0,282,-,-,282,9.4,5.3,1.8
DEU,41,276,276,Germany,0,14309,-,-,14309,7.6,18.4,1.6
GHA,41,288,288,Ghana,0,608,-,-,608,2.9,1.9,0.52
GRC,41,300,300,Greece,0,1947,-,-,1947,8.0,20.4,1.8
GLP,41,312,312,"France, Guadeloupe",0,66,-,-,66,7.7,17.5,1.5
GUM,41,316,316,Guam,0,18,-,-,18,7.5,10.7,1.6
GTM,41,320,320,Guatemala,0,413,-,-,413,3.1,2.3,0.60
GIN,41,324,324,Guinea,0,145,-,-,145,1.9,1.1,0.30
GUY,41,328,328,Guyana,0,33,-,-,33,3.9,4.2,0.83
HTI,41,332,332,Haiti,0,523,-,-,523,5.5,4.5,1.1
HND,41,340,340,Honduras,0,309,-,-,309,3.8,3.1,0.58
HUN,41,348,348,Hungary,0,3616,-,-,3616,17.4,39.5,3.4
ISL,41,352,352,Iceland,0,55,-,-,55,8.2,16.6,1.8
IND,41,356,356,India,0,37061,-,-,37061,2.6,2.7,0.45
IDN,41,360,360,Indonesia,0,16346,-,-,16346,5.6,5.9,1.1
IRN,41,364,364,"Iran, Islamic Republic of",0,5328,-,-,5328,5.9,6.3,1.1
IRQ,41,368,368,Iraq,0,1313,-,-,1313,5.1,3.1,0.86
IRL,41,372,372,Ireland,0,813,-,-,813,8.9,16.8,2.0
ISR,41,376,376,Israel,0,806,-,-,806,6.4,9.3,1.3
ITA,41,380,380,Italy,0,12255,-,-,12255,8.1,22.0,1.8
