Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,778,-,-,778,3.4,2.0,0.33
ALB,41,008,8,Albania,0,233,-,-,233,6.4,9.7,0.63
DZA,41,012,12,Algeria,0,4202,-,-,4202,10.3,10.0,1.0
AGO,41,024,24,Angola,0,637,-,-,637,3.3,1.9,0.31
AZE,41,031,31,Azerbaijan,0,1058,-,-,1058,8.6,11.1,0.85
ARG,41,032,32,Argentina,0,6123,-,-,6123,13.3,15.1,1.3
AUS,41,036,36,Australia,0,6132,-,-,6132,20.5,28.3,1.9
AUT,41,040,40,Austria,0,1569,-,-,1569,12.2,21.6,1.2
BHS,41,044,44,Bahamas,0,40,-,-,40,8.4,10.9,0.84
BHR,41,048,48,Bahrain,0,97,-,-,97,6.2,5.6,0.65
BGD,41,050,50,Bangladesh,0,3925,-,-,3925,2.4,2.5,0.23
ARM,41,051,51,Armenia,0,367,-,-,367,9.0,14.2,0.97
BRB,41,052,52,Barbados,0,55,-,-,55,14.2,23.2,1.4
BEL,41,056,56,Belgium,0,2368,-,-,2368,15.1,25.3,1.5
BTN,41,064,64,Bhutan,0,14,-,-,14,2.2,1.9,0.23
BOL,41,068,68,Bolivia (Plurinational State of),0,326,-,-,326,3.5,3.0,0.35
BIH,41,070,70,Bosnia Herzegovina,0,706,-,-,706,14.5,26.9,1.5
BWA,41,072,72,Botswana,0,65,-,-,65,3.3,2.8,0.31
BRA,41,076,76,Brazil,0,25840,-,-,25840,10.5,13.4,1.1
BLZ,41,084,84,Belize,0,11,-,-,11,3.4,2.8,0.37
SLB,41,090,90,Solomon Islands,0,9,-,-,9,2.0,1.3,0.20
BRN,41,096,96,Brunei Darussalam,0,93,-,-,93,18.0,22.3,1.8
BGR,41,100,100,Bulgaria,0,1463,-,-,1463,14.9,27.4,1.6
MMR,41,104,104,Myanmar,0,3004,-,-,3004,5.3,5.8,0.52
BDI,41,108,108,Burundi,0,228,-,-,228,3.7,1.9,0.37
BLR,41,112,112,Belarus,0,2193,-,-,2193,15.8,27.9,1.6
KHM,41,116,116,Cambodia,0,945,-,-,945,6.7,5.8,0.66
CMR,41,120,120,Cameroon,0,676,-,-,676,4.4,2.5,0.43
CAN,41,124,124,Canada,0,8202,-,-,8202,16.2,26.4,1.6
CPV,41,132,132,Cape Verde,0,21,-,-,21,4.1,3.9,0.41
CAF,41,140,140,Central African Republic,0,109,-,-,109,3.7,2.2,0.35
LKA,41,144,144,Sri Lanka,0,1085,-,-,1085,4.3,5.7,0.43
