"ISOcode","AgeStart","AgeEnd","Di"
170,60,64,606
170,65,69,729
170,70,74,793
170,75,79,746
170,80,84,646
170,85,999,760
174,0,4,0
174,5,9,0
174,10,14,0
174,15,19,0
174,20,24,0
174,25,29,0
174,30,34,0
174,35,39,0
174,40,44,0
174,45,49,0
174,50,54,1
174,55,59,2
174,60,64,1
174,65,69,3
174,70,74,3
174,75,79,2
174,80,84,0
174,85,999,0
178,0,4,0
178,5,9,0
178,10,14,0
178,15,19,0
178,20,24,3
178,25,29,2
178,30,34,2
178,35,39,4
178,40,44,9
178,45,49,13
178,50,54,17
178,55,59,21
178,60,64,12
178,65,69,9
178,70,74,7
178,75,79,5
178,80,84,3
178,85,999,1
180,0,4,0
180,5,9,0
180,10,14,15
180,15,19,19
180,20,24,44
180,25,29,70
180,30,34,72
180,35,39,78
180,40,44,102
180,45,49,152
180,50,54,201
180,55,59,239
180,60,64,260
180,65,69,271
180,70,74,263
180,75,79,213
180,80,84,131
180,85,999,75
188,0,4,0
188,5,9,0
188,10,14,0
188,15,19,0
188,20,24,0
188,25,29,3
188,30,34,7
188,35,39,12
188,40,44,15
188,45,49,21
188,50,54,35
188,55,59,60
188,60,64,79
188,65,69,82
188,70,74,89
188,75,79,97
188,80,84,89
188,85,999,120
191,0,4,0
191,5,9,0
191,10,14,0
191,15,19,0
191,20,24,0
191,25,29,0
191,30,34,4
191,35,39,6
191,40,44,16
191,45,49,28
191,50,54,54
191,55,59,104
191,60,64,180
191,65,69,290
191,70,74,374
191,75,79,368
191,80,84,422
191,85,999,417
192,0,4,0
192,5,9,0
192,10,14,0
192,15,19,0
192,20,24,4
192,25,29,6
192,30,34,14
192,35,39,8
192,40,44,13
192,45,49,46
192,50,54,115
192,55,59,215
192,60,64,267
192,65,69,323
192,70,74,438
192,75,79,504
192,80,84,499
192,85,999,609
196,0,4,0
196,5,9,0
196,10,14,0
196,15,19,0
196,20,24,0
196,25,29,0
196,30,34,0
196,35,39,0
196,40,44,1
196,45,49,5
196,50,54,11
196,55,59,20
196,60,64,24
196,65,69,30
196,70,74,49
196,75,79,57
196,80,84,65
196,85,999,71
203,0,4,0
203,5,9,0
203,10,14,0
203,15,19,0
203,20,24,0
203,25,29,0
203,30,34,2
203,35,39,3
203,40,44,22
203,45,49,55
203,50,54,96
203,55,59,179
203,60,64,282
203,65,69,488
203,70,74,673
203,75,79,676
203,80,84,513
203,85,999,515
204,0,4,0
204,5,9,0
204,10,14,0
204,15,19,0
204,20,24,0
204,25,29,9
204,30,34,11
204,35,39,12
204,40,44,14
204,45,49,17
204,50,54,29
204,55,59,35
204,60,64,39
204,65,69,42
204,70,74,45
204,75,79,43
204,80,84,34
204,85,999,23
208,0,4,0
208,5,9,0
208,10,14,0
208,15,19,0
208,20,24,0
208,25,29,0
208,30,34,1
208,35,39,2
208,40,44,7
208,45,49,18
208,50,54,41
208,55,59,78
208,60,64,125
208,65,69,203
208,70,74,326
208,75,79,433
208,80,84,357
208,85,999,401
214,0,4,0
214,5,9,0
214,10,14,2
214,15,19,0
214,20,24,4
214,25,29,6
214,30,34,10
214,35,39,17
214,40,44,28
214,45,49,46
214,50,54,58
214,55,59,94
214,60,64,125
214,65,69,156
214,70,74,131
214,75,79,102
214,80,84,75
214,85,999,80
218,0,4,0
218,5,9,0
218,10,14,0
218,15,19,0
218,20,24,6
218,25,29,10
218,30,34,22
218,35,39,21
218,40,44,29
218,45,49,47
218,50,54,72
218,55,59,100
218,60,64,125
218,65,69,146
218,70,74,150
218,75,79,168
218,80,84,171
218,85,999,216
222,0,4,0
222,5,9,0
222,10,14,0
222,15,19,1
222,20,24,1
222,25,29,2
222,30,34,6
222,35,39,6
222,40,44,13
222,45,49,17
222,50,54,25
222,55,59,28
222,60,64,34
222,65,69,38
222,70,74,44
222,75,79,49
222,80,84,51
222,85,999,58
226,0,4,0
226,5,9,0
226,10,14,0
226,15,19,0
226,20,24,3
226,25,29,2
226,30,34,5
226,35,39,6
226,40,44,3
226,45,49,4
226,50,54,3
226,55,59,4
226,60,64,5
226,65,69,2
226,70,74,1
226,75,79,0
226,80,84,0
226,85,999,0
231,0,4,0
231,5,9,0
231,10,14,9
231,15,19,12
231,20,24,164
231,25,29,214
231,30,34,239
231,35,39,344
231,40,44,410
231,45,49,487
231,50,54,569
231,55,59,562
231,60,64,557
231,65,69,470
231,70,74,379
231,75,79,256
231,80,84,124
231,85,999,67
232,0,4,0
232,5,9,0
232,10,14,0
232,15,19,0
232,20,24,3
232,25,29,3
232,30,34,4
232,35,39,8
232,40,44,6
232,45,49,10
232,50,54,14
232,55,59,11
232,60,64,13
232,65,69,13
232,70,74,14
232,75,79,12
232,80,84,8
232,85,999,4
233,0,4,0
233,5,9,0
233,10,14,0
233,15,19,0
233,20,24,0
233,25,29,0
233,30,34,0
233,35,39,0
233,40,44,0
233,45,49,3
233,50,54,7
233,55,59,19
233,60,64,43
233,65,69,68
233,70,74,91
233,75,79,86
233,80,84,115
233,85,999,124
242,0,4,0
242,5,9,0
242,10,14,0
242,15,19,0
242,20,24,0
242,25,29,0
242,30,34,0
242,35,39,1
242,40,44,1
242,45,49,4
242,50,54,5
242,55,59,5
242,60,64,10
242,65,69,8
242,70,74,9
242,75,79,3
242,80,84,6
242,85,999,6
246,0,4,0
246,5,9,0
246,10,14,0
246,15,19,0
246,20,24,0
246,25,29,0
246,30,34,1
246,35,39,1
246,40,44,8
246,45,49,13
246,50,54,32
246,55,59,63
246,60,64,108
246,65,69,176
246,70,74,277
246,75,79,287
246,80,84,278
246,85,999,325
250,0,4,0
250,5,9,0
250,10,14,0
250,15,19,0
250,20,24,1
250,25,29,12
250,30,34,45
250,35,39,77
250,40,44,153
250,45,49,291
250,50,54,544
250,55,59,882
250,60,64,1177
250,65,69,1833
250,70,74,3132
250,75,79,3382
250,80,84,3537
250,85,999,6152
254,0,4,0
254,5,9,0
254,10,14,0
254,15,19,0
254,20,24,0
254,25,29,0
254,30,34,0
254,35,39,0
254,40,44,0
254,45,49,0
254,50,54,2
254,55,59,4
254,60,64,3
254,65,69,1
254,70,74,2
254,75,79,4
254,80,84,2
254,85,999,4
258,0,4,0
258,5,9,0
258,10,14,0
258,15,19,0
258,20,24,0
258,25,29,0
258,30,34,0
258,35,39,0
258,40,44,0
258,45,49,0
258,50,54,0
258,55,59,2
258,60,64,2
258,65,69,5
258,70,74,7
258,75,79,6
258,80,84,3
258,85,999,0
262,0,4,0
262,5,9,0
262,10,14,0
262,15,19,0
262,20,24,0
262,25,29,2
262,30,34,2
262,35,39,2
262,40,44,4
262,45,49,4
262,50,54,4
262,55,59,5
262,60,64,6
262,65,69,6
262,70,74,5
262,75,79,4
262,80,84,1
262,85,999,0
266,0,4,0
266,5,9,0
266,10,14,0
266,15,19,0
266,20,24,0
266,25,29,1
266,30,34,5
266,35,39,9
266,40,44,8
266,45,49,4
266,50,54,8
266,55,59,8
266,60,64,13
266,65,69,5
266,70,74,4
266,75,79,1
266,80,84,1
266,85,999,0
268,0,4,0
268,5,9,0
268,10,14,0
268,15,19,0
268,20,24,0
268,25,29,0
268,30,34,2
268,35,39,3
268,40,44,6
268,45,49,12
268,50,54,25
268,55,59,48
268,60,64,80
268,65,69,103
268,70,74,113
268,75,79,92
268,80,84,87
268,85,999,78
270,0,4,0
270,5,9,0
270,10,14,0
270,15,19,0
270,20,24,1
270,25,29,3
270,30,34,2
270,35,39,4
270,40,44,3
270,45,49,2
270,50,54,2
270,55,59,4
270,60,64,3
270,65,69,2
270,70,74,2
270,75,79,3
270,80,84,1
270,85,999,0
275,0,4,0
275,5,9,0
275,10,14,0
275,15,19,0
275,20,24,3
275,25,29,1
275,30,34,4
275,35,39,8
275,40,44,14
275,45,49,22
275,50,54,31
275,55,59,38
275,60,64,40
275,65,69,40
275,70,74,43
275,75,79,38
275,80,84,25
275,85,999,16
276,0,4,0
276,5,9,0
276,10,14,0
276,15,19,0
276,20,24,0
276,25,29,1
276,30,34,35
276,35,39,60
276,40,44,145
276,45,49,285
276,50,54,711
276,55,59,1367
276,60,64,1849
276,65,69,2474
276,70,74,3429
276,75,79,3953
276,80,84,6095
276,85,999,6140
288,0,4,0
288,5,9,0
288,10,14,0
288,15,19,0
288,20,24,10
288,25,29,18
288,30,34,23
288,35,39,26
288,40,44,36
288,45,49,54
288,50,54,83
288,55,59,86
288,60,64,76
288,65,69,69
288,70,74,69
288,75,79,58
288,80,84,32
288,85,999,16
300,0,4,0
300,5,9,0
300,10,14,0
300,15,19,0
300,20,24,0
300,25,29,0
300,30,34,2
300,35,39,6
300,40,44,19
300,45,49,44
300,50,54,91
300,55,59,136
300,60,64,201
300,65,69,314
300,70,74,501
300,75,79,633
300,80,84,747
300,85,999,1070
312,0,4,0
312,5,9,0
312,10,14,0
312,15,19,0
312,20,24,0
312,25,29,0
312,30,34,0
312,35,39,0
312,40,44,0
312,45,49,3
312,50,54,5
312,55,59,7
312,60,64,9
312,65,69,12
312,70,74,13
312,75,79,17
312,80,84,15
312,85,999,20
316,0,4,0
316,5,9,0
316,10,14,0
316,15,19,0
316,20,24,0
316,25,29,0
316,30,34,0
316,35,39,0
316,40,44,0
316,45,49,0
316,50,54,2
316,55,59,0
316,60,64,5
316,65,69,4
316,70,74,3
316,75,79,4
316,80,84,5
316,85,999,3
320,0,4,0
320,5,9,0
320,10,14,0
320,15,19,2
320,20,24,3
320,25,29,6
320,30,34,13
320,35,39,14
320,40,44,19
320,45,49,30
320,50,54,33
320,55,59,39
320,60,64,50
320,65,69,67
320,70,74,71
320,75,79,66
320,80,84,60
320,85,999,71
324,0,4,0
324,5,9,0
324,10,14,2
324,15,19,2
324,20,24,4
324,25,29,9
324,30,34,9
324,35,39,10
324,40,44,12
324,45,49,14
324,50,54,13
324,55,59,16
324,60,64,15
324,65,69,14
324,70,74,14
324,75,79,11
324,80,84,8
324,85,999,4
328,0,4,0
328,5,9,0
328,10,14,0
328,15,19,0
328,20,24,0
328,25,29,0
328,30,34,0
328,35,39,1
328,40,44,2
328,45,49,0
328,50,54,2
328,55,59,6
328,60,64,5
328,65,69,7
328,70,74,3
328,75,79,7
328,80,84,8
328,85,999,5
332,0,4,0
332,5,9,0
332,10,14,18
332,15,19,7
332,20,24,4
332,25,29,8
332,30,34,14
332,35,39,26
332,40,44,37
332,45,49,46
332,50,54,38
332,55,59,44
332,60,64,27
332,65,69,48
332,70,74,103
332,75,79,103
332,80,84,111
332,85,999,113
340,0,4,0
340,5,9,0
340,10,14,0
340,15,19,0
340,20,24,4
340,25,29,1
340,30,34,19
340,35,39,23
340,40,44,28
340,45,49,48
340,50,54,35
340,55,59,34
340,60,64,29
340,65,69,39
340,70,74,23
340,75,79,26
340,80,84,26
340,85,999,37
348,0,4,0
348,5,9,0
348,10,14,0
348,15,19,0
348,20,24,0
348,25,29,0
348,30,34,3
348,35,39,8
348,40,44,39
348,45,49,112
348,50,54,199
348,55,59,288
348,60,64,478
348,65,69,803
348,70,74,868
348,75,79,818
348,80,84,690
348,85,999,680
352,0,4,0
352,5,9,0
352,10,14,0
352,15,19,0
352,20,24,0
352,25,29,0
352,30,34,0
352,35,39,0
352,40,44,0
352,45,49,2
352,50,54,2
352,55,59,4
352,60,64,6
352,65,69,11
352,70,74,14
352,75,79,16
352,80,84,14
352,85,999,19
356,0,4,0
356,5,9,0
356,10,14,20
356,15,19,96
356,20,24,315
356,25,29,568
356,30,34,910
356,35,39,1117
356,40,44,1416
356,45,49,2610
356,50,54,3948
356,55,59,5192
356,60,64,5997
356,65,69,6125
356,70,74,5121
356,75,79,3626
356,80,84,2337
356,85,999,1595
360,0,4,0
360,5,9,0
360,10,14,8
360,15,19,8
360,20,24,37
360,25,29,175
360,30,34,152
360,35,39,347
360,40,44,699
360,45,49,1187
360,50,54,1755
360,55,59,2158
360,60,64,2503
360,65,69,2668
360,70,74,2465
360,75,79,2184
360,80,84,1694
360,85,999,1215
364,0,4,0
364,5,9,0
364,10,14,16
364,15,19,9
364,20,24,13
364,25,29,45
364,30,34,111
364,35,39,172
364,40,44,221
364,45,49,323
364,50,54,481
364,55,59,652
364,60,64,827
364,65,69,905
364,70,74,799
364,75,79,754
364,80,84,693
364,85,999,718
368,0,4,0
368,5,9,0
368,10,14,0
368,15,19,18
368,20,24,10
368,25,29,17
368,30,34,45
368,35,39,72
368,40,44,103
368,45,49,139
368,50,54,170
368,55,59,166
368,60,64,150
368,65,69,170
368,70,74,149
368,75,79,104
368,80,84,78
368,85,999,47
372,0,4,0
372,5,9,0
372,10,14,0
372,15,19,0
372,20,24,0
372,25,29,0
372,30,34,0
372,35,39,3
372,40,44,12
372,45,49,21
372,50,54,40
372,55,59,62
372,60,64,94
372,65,69,141
372,70,74,204
372,75,79,236
372,80,84,215
372,85,999,259
376,0,4,0
376,5,9,0
376,10,14,0
376,15,19,0
376,20,24,2
376,25,29,3
376,30,34,6
376,35,39,12
376,40,44,22
376,45,49,36
376,50,54,48
376,55,59,62
376,60,64,83
376,65,69,125
376,70,74,184
376,75,79,223
376,80,84,233
376,85,999,421
380,0,4,0
380,5,9,0
380,10,14,0
380,15,19,0
380,20,24,0
380,25,29,1
380,30,34,22
380,35,39,50
380,40,44,132
380,45,49,289
380,50,54,559
380,55,59,886
380,60,64,1191
380,65,69,1851
380,70,74,3222
380,75,79,4052
380,80,84,5130
380,85,999,6803
384,0,4,0
384,5,9,0
384,10,14,0
384,15,19,2
384,20,24,21
384,25,29,13
384,30,34,28
384,35,39,38
384,40,44,63
384,45,49,80
384,50,54,94
384,55,59,98
384,60,64,100
384,65,69,81
384,70,74,60
384,75,79,39
384,80,84,22
384,85,999,9
388,0,4,0
388,5,9,0
388,10,14,0
388,15,19,0
388,20,24,1
388,25,29,1
388,30,34,8
388,35,39,5
388,40,44,8
388,45,49,16
388,50,54,29
388,55,59,49
388,60,64,64
388,65,69,74
388,70,74,69
388,75,79,66
388,80,84,54
388,85,999,65
392,0,4,0
392,5,9,0
392,10,14,1
392,15,19,1
392,20,24,7
392,25,29,24
392,30,34,107
392,35,39,122
392,40,44,197
392,45,49,606
392,50,54,1194
392,55,59,2005
392,60,64,3097
392,65,69,4693
392,70,74,7103
392,75,79,9958
392,80,84,11360
392,85,999,19998
398,0,4,0
398,5,9,0
398,10,14,0
398,15,19,0
398,20,24,2
398,25,29,7
398,30,34,27
398,35,39,24
398,40,44,32
398,45,49,73
398,50,54,125
398,55,59,240
398,60,64,344
398,65,69,375
398,70,74,290
398,75,79,176
398,80,84,156
398,85,999,97
400,0,4,0
400,5,9,0
400,10,14,0
400,15,19,0
400,20,24,5
400,25,29,6
400,30,34,13
400,35,39,25
400,40,44,42
400,45,49,62
400,50,54,82
400,55,59,86
400,60,64,80
400,65,69,67
400,70,74,61
400,75,79,56
400,80,84,43
400,85,999,30
404,0,4,0
404,5,9,0
404,10,14,1
404,15,19,9
404,20,24,17
404,25,29,56
404,30,34,33
404,35,39,50
404,40,44,89
404,45,49,152
404,50,54,238
404,55,59,308
404,60,64,325
404,65,69,281
404,70,74,212
404,75,79,159
404,80,84,105
404,85,999,81
408,0,4,0
408,5,9,0
408,10,14,0
408,15,19,1
408,20,24,4
408,25,29,27
408,30,34,8
408,35,39,33
408,40,44,55
408,45,49,167
408,50,54,393
408,55,59,508
408,60,64,696
408,65,69,619
408,70,74,537
408,75,79,593
408,80,84,378
408,85,999,201
410,0,4,0
410,5,9,0
410,10,14,0
410,15,19,1
410,20,24,3
410,25,29,12
410,30,34,37
410,35,39,50
410,40,44,103
410,45,49,230
410,50,54,428
410,55,59,669
410,60,64,942
410,65,69,1083
410,70,74,1254
410,75,79,1814
410,80,84,2237
410,85,999,2732
414,0,4,0
414,5,9,0
414,10,14,0
414,15,19,0
414,20,24,0
414,25,29,0
414,30,34,1
414,35,39,3
414,40,44,9
414,45,49,14
414,50,54,26
414,55,59,33
414,60,64,35
414,65,69,30
414,70,74,20
414,75,79,12
414,80,84,8
414,85,999,4
417,0,4,0
417,5,9,0
417,10,14,0
417,15,19,0
417,20,24,2
417,25,29,2
417,30,34,4
417,35,39,11
417,40,44,8
417,45,49,11
417,50,54,18
417,55,59,33
417,60,64,43
417,65,69,51
417,70,74,46
417,75,79,24
417,80,84,17
417,85,999,17
418,0,4,0
418,5,9,0
418,10,14,0
418,15,19,0
418,20,24,1
418,25,29,4
418,30,34,9
418,35,39,12
418,40,44,19
418,45,49,31
418,50,54,39
418,55,59,47
418,60,64,55
418,65,69,59
418,70,74,59
418,75,79,50
418,80,84,36
418,85,999,23
422,0,4,0
422,5,9,0
422,10,14,0
422,15,19,0
422,20,24,0
422,25,29,2
422,30,34,4
422,35,39,14
422,40,44,23
422,45,49,34
422,50,54,47
422,55,59,60
422,60,64,66
422,65,69,70
422,70,74,72
422,75,79,61
422,80,84,56
422,85,999,63
426,0,4,0
426,5,9,0
426,10,14,0
426,15,19,0
426,20,24,0
426,25,29,1
426,30,34,2
426,35,39,2
426,40,44,5
426,45,49,6
426,50,54,7
426,55,59,4
426,60,64,6
426,65,69,8
426,70,74,8
426,75,79,10
426,80,84,6
426,85,999,4
428,0,4,0
428,5,9,0
428,10,14,0
428,15,19,0
428,20,24,0
428,25,29,0
428,30,34,0
428,35,39,0
428,40,44,1
428,45,49,5
428,50,54,15
428,55,59,32
428,60,64,61
428,65,69,79
428,70,74,101
428,75,79,102
428,80,84,125
428,85,999,115
430,0,4,0
430,5,9,0
