Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
AFG,41,004,4,Afghanistan,0,573,-,-,573,2.6,1.4,0.30
ALB,41,008,8,Albania,0,123,-,-,123,2.8,4.8,0.35
DZA,41,012,12,Algeria,0,2359,-,-,2359,5.8,5.4,0.68
AGO,41,024,24,Angola,0,437,-,-,437,2.5,1.3,0.29
AZE,41,031,31,Azerbaijan,0,655,-,-,655,5.3,6.6,0.61
ARG,41,032,32,Argentina,0,3579,-,-,3579,7.2,8.5,0.87
AUS,41,036,36,Australia,0,1466,-,-,1466,4.2,6.4,0.50
AUT,41,040,40,Austria,0,603,-,-,603,4.1,7.8,0.52
BHS,41,044,44,Bahamas,0,37,-,-,37,7.7,9.7,0.97
BHR,41,048,48,Bahrain,0,43,-,-,43,3.1,2.5,0.40
BGD,41,050,50,Bangladesh,0,2591,-,-,2591,1.7,1.6,0.18
ARM,41,051,51,Armenia,0,224,-,-,224,5.0,8.2,0.65
BRB,41,052,52,Barbados,0,41,-,-,41,8.9,16.2,1.1
BEL,41,056,56,Belgium,0,800,-,-,800,4.4,8.0,0.55
BTN,41,064,64,Bhutan,0,11,-,-,11,1.7,1.5,0.21
BOL,41,068,68,Bolivia (Plurinational State of),0,229,-,-,229,2.4,2.0,0.29
BIH,41,070,70,Bosnia Herzegovina,0,498,-,-,498,8.3,17.5,1.1
BWA,41,072,72,Botswana,0,31,-,-,31,1.6,1.3,0.18
BRA,41,076,76,Brazil,0,14065,-,-,14065,5.5,7.0,0.66
BLZ,41,084,84,Belize,0,11,-,-,11,3.5,2.8,0.43
SLB,41,090,90,Solomon Islands,0,8,-,-,8,2.3,1.1,0.33
BRN,41,096,96,Brunei Darussalam,0,43,-,-,43,8.6,10.0,1.0
BGR,41,100,100,Bulgaria,0,1024,-,-,1024,9.0,17.7,1.1
MMR,41,104,104,Myanmar,0,1893,-,-,1893,3.4,3.6,0.40
BDI,41,108,108,Burundi,0,198,-,-,198,3.4,1.6,0.41
BLR,41,112,112,Belarus,0,1399,-,-,1399,8.6,16.5,1.1
KHM,41,116,116,Cambodia,0,597,-,-,597,4.3,3.6,0.51
CMR,41,120,120,Cameroon,0,484,-,-,484,3.3,1.8,0.37
CAN,41,124,124,Canada,0,3011,-,-,3011,5.3,9.0,0.61
CPV,41,132,132,Cape Verde,0,2,-,-,2,0.40,0.36,0.04
CAF,41,140,140,Central African Republic,0,89,-,-,89,3.3,1.8,0.37
LKA,41,144,144,Sri Lanka,0,710,-,-,710,2.6,3.6,0.31
TCD,41,148,148,Chad,0,156,-,-,156,1.5,0.91,0.14
CHL,41,152,152,Chile,0,1252,-,-,1252,4.9,7.1,0.60
CHN,41,156,160,China,0,99717,-,-,99717,4.7,7.8,0.57
COL,41,170,170,Colombia,0,2695,-,-,2695,4.7,5.6,0.56
COM,41,174,174,Comoros,0,7,-,-,7,1.5,0.79,0.20
COG,41,178,178,"Congo, Republic of",0,92,-,-,92,2.6,1.6,0.28
COD,41,180,180,"Congo, Democratic Republic of",0,1523,-,-,1523,3.1,1.6,0.35
