"ISOcode","cancer_type","distribution_method","n_age_groups","lifetime_risk","lifetime_risk_percent","variance","std_error","std_error_percent","ci_lower","ci_upper","ci_lower_percent","ci_upper_percent","note"
428,"colorectum","Poisson",18,0.0564560986590306,5.64561,3.21332292506032e-06,0.00179257438480536,0.179257,0.0529426528648121,0.0599695444532491,5.294265,5.996954,"Success"
152,"colorectum","Poisson",18,0.0564539488805435,5.645395,6.57062695730867e-07,0.000810594038795541,0.081059,0.0548651845645043,0.0580427131965828,5.486518,5.804271,"Success"
905,"colorectum","Poisson",18,0.0560900858564993,5.609009,2.38810775597166e-08,0.000154535036673618,0.015454,0.055787197184619,0.0563929745283796,5.57872,5.639297,"Success"
638,"colorectum","Poisson",18,0.0554036687349405,5.540367,1.54770910302434e-05,0.00393409341910476,0.393409,0.0476928456334952,0.0631144918363858,4.769285,6.311449,"Success"
630,"colorectum","Poisson",18,0.0549458213788014,5.494582,2.11864478544607e-06,0.00145555652086962,0.145556,0.052092930597897,0.0577987121597059,5.209293,5.779871,"Success"
780,"colorectum","Poisson",18,0.0545699034841152,5.45699,1.57248315912513e-05,0.00396545477735547,0.396545,0.0467976121204985,0.0623421948477319,4.679761,6.234219,"Success"
51,"colorectum","Poisson",18,0.0543800276878903,5.438003,3.75845680122467e-06,0.00193867398012783,0.193867,0.0505802266868398,0.0581798286889409,5.058023,5.817983,"Success"
608,"colorectum","Poisson",18,0.0538615602098425,5.386156,3.5555401143599e-07,0.00059628349921492,0.059628,0.0526928445513813,0.0550302758683038,5.269284,5.503028,"Success"
840,"colorectum","Poisson",18,0.0538548842355619,5.385488,2.53037728626185e-08,0.000159071596655778,0.015907,0.0535431039061166,0.0541666645650072,5.35431,5.416666,"Success"
32,"colorectum","Poisson",18,0.0535608062007831,5.356081,2.32912060709964e-07,0.000482609635948106,0.048261,0.0526148913143248,0.0545067210872414,5.261489,5.450672,"Success"
76,"colorectum","Poisson",18,0.0521176266243095,5.211763,7.37346046116353e-08,0.000271541165593056,0.027154,0.0515854059397471,0.0526498473088719,5.158541,5.264985,"Success"
915,"colorectum","Poisson",18,0.0518065261858674,5.180653,3.47035555425617e-07,0.00058909723766592,0.05891,0.0506518956000422,0.0529611567716926,5.06519,5.296116,"Success"
540,"colorectum","Poisson",18,0.0515533596336305,5.155336,4.15176454940514e-05,0.00644341877376067,0.644342,0.0389242588370596,0.0641824604302014,3.892426,6.418246,"Success"
440,"colorectum","Poisson",18,0.0513498145398046,5.134981,1.96541276237068e-06,0.00140193179661875,0.140193,0.0486020282184318,0.0540976008611773,4.860203,5.40976,"Success"
40,"colorectum","Poisson",18,0.0513150632064937,5.131506,6.83332486947906e-07,0.000826639272565674,0.082664,0.049694850232265,0.0529352761807225,4.969485,5.293528,"Success"
312,"colorectum","Poisson",18,0.0506510642820882,5.065106,1.7271457936631e-05,0.00415589436061975,0.415589,0.0425055113352735,0.0587966172289029,4.250551,5.879662,"Success"
316,"colorectum","Poisson",18,0.0503181824575665,5.031818,0.000130351838094799,0.0114171729466974,1.141717,0.0279405234820396,0.0726958414330934,2.794052,7.269584,"Success"
70,"colorectum","Poisson",18,0.0501186664085486,5.011867,1.71671085059858e-06,0.0013102331283396,0.131023,0.047550609477003,0.0526867233400942,4.755061,5.268672,"Success"
156,"colorectum","Poisson",18,0.0491485106570008,4.914851,7.53809491224416e-09,8.68222028760164e-05,0.008682,0.0489783391393638,0.0493186821746378,4.897834,4.931868,"Success"
740,"colorectum","Poisson",18,0.0491332400009386,4.913324,3.51787070385428e-05,0.00593116405425973,0.593116,0.0375081584545896,0.0607583215472877,3.750816,6.075832,"Success"
931,"colorectum","Poisson",18,0.0488785441259226,4.887854,3.30323552274971e-08,0.000181748054260553,0.018175,0.048522317939572,0.0492347703122733,4.852232,4.923477,"Success"
807,"colorectum","Poisson",18,0.0487616728377524,4.876167,3.52404523659643e-06,0.00187724405355202,0.187724,0.0450822744927904,0.0524410711827144,4.508227,5.244107,"Success"
804,"colorectum","Poisson",18,0.0472723601919066,4.727236,1.41614940305712e-07,0.000376317605628161,0.037632,0.0465347776848754,0.0480099426989378,4.653478,4.800994,"Success"
332,"colorectum","Poisson",18,0.0469545128314336,4.695451,4.1579646526212e-06,0.00203910878881466,0.203911,0.0429578596053568,0.0509511660575103,4.295786,5.095117,"Success"
458,"colorectum","Poisson",18,0.0464500580939194,4.645006,6.6423927363299e-07,0.000815008756783012,0.081501,0.0448526409306247,0.0480474752572141,4.485264,4.804748,"Success"
170,"colorectum","Poisson",18,0.0462211952524787,4.62212,3.52028154525626e-07,0.000593319605714851,0.059332,0.0450582888252776,0.0473841016796798,4.505829,4.73841,"Success"
900,"colorectum","Poisson",18,0.046142550047962,4.614255,1.71899548184729e-09,4.14607703962106e-05,0.004146,0.0460612869379854,0.0462238131579386,4.606129,4.622381,"Success"
499,"colorectum","Poisson",18,0.0457022269136088,4.570223,1.04697497483539e-05,0.00323569926729199,0.32357,0.0393602563497165,0.0520441974775011,3.936026,5.20442,"Success"
954,"colorectum","Poisson",18,0.045016588804364,4.501659,4.84723163629466e-05,0.00696220628557834,0.696221,0.0313706644846305,0.0586625131240976,3.137066,5.866251,"Success"
591,"colorectum","Poisson",18,0.0440866738426489,4.408667,4.38723601782132e-06,0.0020945729917626,0.209457,0.0399813107787943,0.0481920369065036,3.998131,4.819204,"Success"
792,"colorectum","Poisson",18,0.0431510704596296,4.315107,1.31847206622608e-07,0.000363107706641718,0.036311,0.0424393793546118,0.0438627615646473,4.243938,4.386276,"Success"
434,"colorectum","Poisson",18,0.0429727841994178,4.297278,4.15813640090447e-06,0.00203915090194533,0.203915,0.0389760484316049,0.0469695199672306,3.897605,4.696952,"Success"
862,"colorectum","Poisson",18,0.0427719428728513,4.277194,5.32868849647801e-07,0.000729978663830527,0.072998,0.0413411846917434,0.0442027010539591,4.134118,4.42027,"Success"
12,"colorectum","Poisson",18,0.0415920929101229,4.159209,4.70954082255434e-07,0.000686260943268254,0.068626,0.0402470214613171,0.0429371643589287,4.024702,4.293716,"Success"
882,"colorectum","Poisson",18,0.0412424916756852,4.124249,5.77087407801649e-05,0.00759662693438113,0.759663,0.0263531028842982,0.0561318804670723,2.63531,5.613188,"Success"
188,"colorectum","Poisson",18,0.0411668316173967,4.116683,2.33113042605819e-06,0.00152680399071334,0.15268,0.0381742957955985,0.0441593674391949,3.81743,4.415937,"Success"
44,"colorectum","Poisson",18,0.0409674258193379,4.096743,2.89115504266997e-05,0.00537694619897761,0.537695,0.0304286112693418,0.051506240369334,3.042861,5.150624,"Success"
258,"colorectum","Poisson",18,0.0409611127625048,4.096111,7.50589194886238e-05,0.00866365508827676,0.866366,0.0239803487894823,0.0579418767355272,2.398035,5.794188,"Success"
982,"colorectum","Poisson",18,0.0407791515258393,4.077915,3.7157546789213e-09,6.09569904024247e-05,0.006096,0.0406596758246505,0.040898627227028,4.065968,4.089863,"Success"
480,"colorectum","Poisson",18,0.0397699283144367,3.976993,7.25734307261071e-06,0.00269394563282385,0.269395,0.034489794874102,0.0450500617547715,3.448979,4.505006,"Success"
275,"colorectum","Poisson",18,0.0382722518082814,3.827225,6.47309671831629e-06,0.00254422811837231,0.254423,0.0332855646962717,0.0432589389202911,3.328556,4.325894,"Success"
218,"colorectum","Poisson",18,0.0375373967471146,3.75374,9.79068230966496e-07,0.000989478767314638,0.098948,0.0355980183631779,0.0394767751310513,3.559802,3.947678,"Success"
214,"colorectum","Poisson",18,0.0370459202743835,3.704592,1.42822642218398e-06,0.00119508427409283,0.119508,0.0347035550971616,0.0393882854516055,3.470356,3.938829,"Success"
922,"colorectum","Poisson",18,0.0370176346196868,3.701763,5.80468822040025e-08,0.00024092920579291,0.024093,0.0365454133763327,0.0374898558630409,3.654541,3.748986,"Success"
764,"colorectum","Poisson",18,0.0364887215880265,3.648872,1.07977753466778e-07,0.000328599685737491,0.03286,0.035844666203981,0.037132776972072,3.584467,3.713278,"Success"
957,"colorectum","Poisson",18,0.0363149571804913,3.631496,1.88073902610949e-05,0.00433674881231262,0.433675,0.0278149295083586,0.0448149848526241,2.781493,4.481498,"Success"
254,"colorectum","Poisson",17,0.0360703962316165,3.60704,4.60779290348255e-05,0.0067880725566854,0.678807,0.0227657740205131,0.0493750184427199,2.276577,4.937502,"Success"
48,"colorectum","Poisson",18,0.0355508667583202,3.555087,2.43040204027047e-05,0.00492991079054222,0.492991,0.0258882416088575,0.045213491907783,2.588824,4.521349,"Success"
268,"colorectum","Poisson",18,0.034984738666359,3.498474,1.36071937091502e-06,0.00116649876592949,0.11665,0.0326984010851372,0.0372710762475808,3.26984,3.727108,"Success"
408,"colorectum","Poisson",18,0.0346197862980753,3.461979,2.51693186078106e-07,0.000501690328866429,0.050169,0.0336364732534971,0.0356030993426535,3.363647,3.56031,"Success"
558,"colorectum","Poisson",18,0.0333490860986117,3.334909,3.52489800647035e-06,0.0018774711732728,0.187747,0.029669242598997,0.0370289295982264,2.966924,3.702893,"Success"
682,"colorectum","Poisson",18,0.0333055757997326,3.330558,1.01339154927882e-06,0.00100667350679295,0.100667,0.0313324957264185,0.0352786558730468,3.13325,3.527866,"Success"
662,"colorectum","Poisson",18,0.0327718645504864,3.277186,5.29674196826247e-05,0.0072778719199107,0.727787,0.0185072355874614,0.0470364935135114,1.850724,4.703649,"Success"
398,"colorectum","Poisson",18,0.0324062778327278,3.240628,5.47500708559311e-07,0.000739932908147293,0.073993,0.0309560093327591,0.0338565463326965,3.095601,3.385655,"Success"
328,"colorectum","Poisson",18,0.0323814265911365,3.238143,2.72115645002253e-05,0.00521647050219066,0.521647,0.0221571444068428,0.0426057087754301,2.215714,4.260571,"Success"
920,"colorectum","Poisson",18,0.031931175619992,3.193118,1.78651889776139e-08,0.00013366072339178,0.013366,0.0316692006021441,0.0321931506378398,3.16692,3.219315,"Success"
604,"colorectum","Poisson",18,0.0314324866187032,3.143249,2.59935855002067e-07,0.000509839048133886,0.050984,0.0304332020843607,0.0324317711530456,3.04332,3.243177,"Success"
784,"colorectum","Poisson",18,0.0308692251587778,3.086923,9.27030618264468e-06,0.00304471775089986,0.304472,0.0249015783670141,0.0368368719505416,2.490158,3.683687,"Success"
400,"colorectum","Poisson",18,0.0307365286181107,3.073653,2.17044683155491e-06,0.00147324364297115,0.147324,0.0278489710778873,0.0336240861583342,2.784897,3.362409,"Success"
422,"colorectum","Poisson",18,0.0301432681000952,3.014327,1.522375882706e-06,0.0012338459720346,0.123385,0.0277249299949074,0.032561606205283,2.772493,3.256161,"Success"
462,"colorectum","Poisson",18,0.0295884668438656,2.958847,4.65637681818738e-05,0.00682376495652318,0.682376,0.0162138875290801,0.042963046158651,1.621389,4.296305,"Success"
704,"colorectum","Poisson",18,0.0292636051397253,2.926361,9.17113215760055e-08,0.000302838771586475,0.030284,0.0286700411474158,0.0298571691320348,2.867004,2.985717,"Success"
31,"colorectum","Poisson",18,0.029113062128067,2.911306,1.13176971700984e-06,0.00106384666047783,0.106385,0.0270279226735305,0.0311982015826036,2.702792,3.11982,"Success"
760,"colorectum","Poisson",18,0.0290784732409372,2.907847,1.10134724067206e-06,0.00104945092342237,0.104945,0.0270215494310294,0.0311353970508451,2.702155,3.11354,"Success"
634,"colorectum","Poisson",18,0.0289304660278514,2.893047,3.3057945014905e-05,0.00574960390069655,0.57496,0.0176612423824862,0.0401996896732167,1.766124,4.019969,"Success"
414,"colorectum","Poisson",18,0.0281646135563651,2.816461,5.42691178297576e-06,0.00232957330491568,0.232957,0.0235986498787303,0.0327305772339998,2.359865,3.273058,"Success"
222,"colorectum","Poisson",18,0.0271215303637539,2.712153,1.74973447159571e-06,0.00132277529142168,0.132278,0.0245288907925674,0.0297141699349404,2.452889,2.971417,"Success"
504,"colorectum","Poisson",18,0.0269375239267329,2.693752,3.07666612899591e-07,0.000554677034768513,0.055468,0.0258503569385867,0.0280246909148792,2.585036,2.802469,"Success"
418,"colorectum","Poisson",18,0.0262915977653618,2.62916,1.83700921849317e-06,0.00135536313159727,0.135536,0.0236350860274311,0.0289481095032924,2.363509,2.894811,"Success"
916,"colorectum","Poisson",18,0.0261766690372335,2.617667,6.20434095592999e-08,0.00024908514519999,0.024909,0.0256884621526415,0.0266648759218255,2.568846,2.666488,"Success"
788,"colorectum","Poisson",18,0.0260545573653017,2.605456,7.21671734588399e-07,0.000849512645337548,0.084951,0.0243895125804401,0.0277196021501633,2.438951,2.77196,"Success"
364,"colorectum","Poisson",18,0.0260309836598132,2.603098,1.20497923148119e-07,0.000347128107689537,0.034713,0.0253506125687417,0.0267113547508847,2.535061,2.671135,"Success"
512,"colorectum","Poisson",18,0.0258575614489704,2.585756,5.72065749071408e-06,0.0023917896000096,0.239179,0.0211696538329516,0.0305454690649892,2.116965,3.054547,"Success"
484,"colorectum","Poisson",18,0.0250740023985513,2.5074,7.34573367316472e-08,0.000271030139895266,0.027103,0.0245427833243565,0.025605221472746,2.454278,2.560522,"Success"
116,"colorectum","Poisson",18,0.0246234779534475,2.462348,8.18973486554563e-07,0.000904971539085381,0.090497,0.0228497337368401,0.0263972221700548,2.284973,2.639722,"Success"
598,"colorectum","Poisson",18,0.0245213049646769,2.45213,2.36227579054295e-06,0.00153696967782157,0.153697,0.0215088443961466,0.0275337655332072,2.150884,2.753377,"Success"
928,"colorectum","Poisson",18,0.0244201126739609,2.442011,1.5642570878455e-06,0.00125070263765833,0.12507,0.0219687355041505,0.0268714898437712,2.196874,2.687149,"Success"
242,"colorectum","Poisson",18,0.0236637612560822,2.366376,1.35780715075706e-05,0.00368484348481325,0.368484,0.0164414680258482,0.0308860544863161,1.644147,3.088605,"Success"
360,"colorectum","Poisson",18,0.023545493390398,2.354549,3.23973404580576e-08,0.000179992612231885,0.017999,0.0231927078704235,0.0238982789103725,2.319271,2.389828,"Success"
710,"colorectum","Poisson",18,0.0233032517611433,2.330325,1.26175995312176e-07,0.000355212605790076,0.035521,0.0226070350537947,0.0239994684684918,2.260704,2.399947,"Success"
8,"colorectum","Poisson",18,0.0222579992459569,2.2258,1.31470832300104e-06,0.00114660730984982,0.114661,0.0200106489186512,0.0245053495732625,2.001065,2.450535,"Success"
913,"colorectum","Poisson",18,0.0222260453151877,2.222605,1.10211749087946e-07,0.000331981549318552,0.033198,0.0215753614785233,0.022876729151852,2.157536,2.287673,"Success"
912,"colorectum","Poisson",18,0.0220156705888728,2.201567,5.08012661701178e-08,0.000225391362234931,0.022539,0.0215739035188923,0.0224574376588532,2.15739,2.245744,"Success"
340,"colorectum","Poisson",18,0.0216100478395091,2.161005,2.2308904168211e-06,0.00149361655615526,0.149362,0.0186825593894448,0.0245375362895734,1.868256,2.453754,"Success"
320,"colorectum","Poisson",18,0.0215524343316749,2.155243,9.72361186316563e-07,0.000986083762322736,0.098608,0.0196197101575224,0.0234851585058275,1.961971,2.348516,"Success"
104,"colorectum","Poisson",18,0.0196156661730136,1.961567,1.48484189475016e-07,0.000385336462685554,0.038534,0.0188604067061499,0.0203709256398773,1.886041,2.037093,"Success"
84,"colorectum","Poisson",18,0.0188488042398775,1.88488,3.25290268825563e-05,0.00570342238332006,0.570342,0.00767009636857018,0.0300275121111848,0.76701,3.002751,"Success"
404,"colorectum","Poisson",18,0.0177218111830592,1.772181,1.8773463716697e-07,0.000433283552846135,0.043328,0.0168725754194808,0.0185710469466376,1.687258,1.857105,"Success"
144,"colorectum","Poisson",18,0.0172387179509432,1.723872,2.01771281006993e-07,0.000449189582478259,0.044919,0.0163583063692858,0.0181191295326005,1.635831,1.811913,"Success"
417,"colorectum","Poisson",18,0.0167690874573925,1.676909,1.27266023431018e-06,0.00112812243764149,0.112812,0.0145579674796151,0.0189802074351698,1.455797,1.898021,"Success"
626,"colorectum","Poisson",18,0.0159922381107255,1.599224,7.28386430800303e-06,0.00269886352155922,0.269886,0.0107024656084694,0.0212820106129815,1.070247,2.128201,"Success"
368,"colorectum","Poisson",18,0.0159316957302901,1.59317,3.05833892011733e-07,0.000553022505881753,0.055302,0.0148477716187618,0.0170156198418183,1.484777,1.701562,"Success"
716,"colorectum","Poisson",18,0.0158611094651421,1.586111,6.36999296290103e-07,0.000798122356716126,0.079812,0.0142967896459785,0.0174254292843057,1.429679,1.742543,"Success"
984,"colorectum","Poisson",18,0.0153658048803121,1.53658,1.34117373536552e-08,0.00011580905557708,0.011581,0.015138819131381,0.0155927906292432,1.513882,1.559279,"Success"
496,"colorectum","Poisson",18,0.0153020695060306,1.530207,2.21940575368301e-06,0.00148976701322153,0.148977,0.0123821261601164,0.0182220128519448,1.238213,1.822201,"Success"
68,"colorectum","Poisson",18,0.0150893668525955,1.508937,5.45034245350187e-07,0.000738264346525136,0.073826,0.0136423687334062,0.0165363649717848,1.364237,1.653636,"Success"
706,"colorectum","Poisson",18,0.0149429814489933,1.494298,8.33446795062048e-07,0.000912933072608309,0.091293,0.013153632626681,0.0167323302713056,1.315363,1.673233,"Success"
204,"colorectum","Poisson",18,0.0146193146192556,1.461931,1.07896739224584e-06,0.00103873355209401,0.103873,0.0125833968571513,0.0166552323813598,1.25834,1.665523,"Success"
860,"colorectum","Poisson",18,0.014586485288862,1.458649,1.4100719568096e-07,0.000375509248462617,0.037551,0.0138504871618753,0.0153224834158488,1.385049,1.532248,"Success"
231,"colorectum","Poisson",18,0.0142843296369688,1.428433,8.22657971239501e-08,0.000286820147695294,0.028682,0.013722162147486,0.0148464971264516,1.372216,1.48465,"Success"
983,"colorectum","Poisson",18,0.0139225047778904,1.39225,2.98421739803056e-09,5.4627990975603e-05,0.005463,0.0138154339155782,0.0140295756402026,1.381543,1.402958,"Success"
466,"colorectum","Poisson",18,0.0133876080020283,1.338761,5.60494491692059e-07,0.000748661800609634,0.074866,0.0119202308728334,0.0148549851312232,1.192023,1.485499,"Success"
887,"colorectum","Poisson",18,0.0133379989749716,1.3338,2.71852942192028e-07,0.000521395188117447,0.05214,0.0123160644062614,0.0143599335436818,1.231606,1.435993,"Success"
910,"colorectum","Poisson",18,0.0133036868270056,1.330369,2.16125578413473e-08,0.000147012101003106,0.014701,0.0130155431090395,0.0135918305449717,1.301554,1.359183,"Success"
516,"colorectum","Poisson",18,0.012905846179756,1.290585,2.27647079401772e-06,0.00150879779759175,0.15088,0.00994860249647612,0.0158630898630358,0.99486,1.586309,"Success"
232,"colorectum","Poisson",18,0.0127890466154652,1.278905,2.19288145669945e-06,0.00148083809266896,0.148084,0.00988660395383407,0.0156914892770964,0.98866,1.569149,"Success"
426,"colorectum","Poisson",18,0.0126567051004282,1.265671,2.67172651833724e-06,0.00163454168449056,0.163454,0.00945300339882669,0.0158604068020297,0.9453,1.586041,"Success"
