"LocationId","AgeStart","AgeEnd","Value"
312,80,84,428
312,85,999,1123
316,0,4,38
316,5,9,5
316,10,14,5
316,15,19,8
316,20,24,10
316,25,29,10
316,30,34,10
316,35,39,15
316,40,44,27
316,45,49,45
316,50,54,74
316,55,59,94
316,60,64,106
316,65,69,132
316,70,74,136
316,75,79,96
316,80,84,101
316,85,999,159
320,0,4,9682
320,5,9,790
320,10,14,737
320,15,19,2118
320,20,24,2851
320,25,29,2725
320,30,34,2766
320,35,39,2974
320,40,44,3244
320,45,49,3409
320,50,54,3926
320,55,59,4965
320,60,64,5728
320,65,69,6174
320,70,74,6926
320,75,79,7090
320,80,84,6736
320,85,999,10974
324,0,4,44338
324,5,9,6961
324,10,14,3536
324,15,19,4124
324,20,24,4958
324,25,29,4587
324,30,34,3924
324,35,39,3343
324,40,44,3195
324,45,49,3256
324,50,54,3847
324,55,59,4244
324,60,64,4978
324,65,69,5760
324,70,74,6500
324,75,79,6924
324,80,84,5813
324,85,999,4806
328,0,4,489
328,5,9,22
328,10,14,26
328,15,19,63
328,20,24,123
328,25,29,157
328,30,34,150
328,35,39,174
328,40,44,249
328,45,49,319
328,50,54,457
328,55,59,553
328,60,64,639
328,65,69,644
328,70,74,585
328,75,79,476
328,80,84,401
328,85,999,514
332,0,4,16910
332,5,9,1719
332,10,14,1316
332,15,19,2026
332,20,24,2697
332,25,29,2749
332,30,34,2815
332,35,39,2935
332,40,44,3135
332,45,49,3521
332,50,54,4340
332,55,59,5308
332,60,64,6418
332,65,69,7221
332,70,74,7738
332,75,79,7817
332,80,84,6099
332,85,999,4130
340,0,4,3655
340,5,9,370
340,10,14,359
340,15,19,841
340,20,24,1049
340,25,29,985
340,30,34,1042
340,35,39,1271
340,40,44,1573
340,45,49,1920
340,50,54,2319
340,55,59,2929
340,60,64,3743
340,65,69,4514
340,70,74,4575
340,75,79,4292
340,80,84,3817
340,85,999,3738
344,0,4,131
344,5,9,17
344,10,14,10
344,15,19,20
344,20,24,46
344,25,29,74
344,30,34,119
344,35,39,206
344,40,44,344
344,45,49,622
344,50,54,1129
344,55,59,2112
344,60,64,3298
344,65,69,4188
344,70,74,4603
344,75,79,4953
344,80,84,7688
344,85,999,21449
348,0,4,405
348,5,9,57
348,10,14,62
348,15,19,123
348,20,24,214
348,25,29,303
348,30,34,407
348,35,39,701
348,40,44,1449
348,45,49,2342
348,50,54,3960
348,55,59,6366
348,60,64,11440
348,65,69,14757
348,70,74,15110
348,75,79,18177
348,80,84,19664
348,85,999,33750
352,0,4,7
352,5,9,0
352,10,14,0
