"LocationId","AgeStart","AgeEnd","Value"
68,35,39,2998
68,40,44,4013
68,45,49,5476
68,50,54,7437
68,55,59,9736
68,60,64,12230
68,65,69,13527
68,70,74,14438
68,75,79,13628
68,80,84,9758
68,85,999,7707
70,0,4,158
70,5,9,10
70,10,14,11
70,15,19,21
70,20,24,30
70,25,29,42
70,30,34,68
70,35,39,128
70,40,44,242
70,45,49,499
70,50,54,1022
70,55,59,2148
70,60,64,3864
70,65,69,6280
70,70,74,7246
70,75,79,6772
70,80,84,9766
70,85,999,13281
72,0,4,2727
72,5,9,263
72,10,14,210
72,15,19,399
72,20,24,565
72,25,29,747
72,30,34,1007
72,35,39,1356
72,40,44,1579
72,45,49,1606
72,50,54,1749
72,55,59,1914
72,60,64,2115
72,65,69,2120
72,70,74,1837
72,75,79,1590
72,80,84,1309
72,85,999,1380
76,0,4,40155
76,5,9,2615
76,10,14,3679
76,15,19,14807
76,20,24,25514
76,25,29,28725
76,30,34,35111
76,35,39,47861
76,40,44,62230
76,45,49,78147
76,50,54,98852
76,55,59,132766
76,60,64,159067
76,65,69,180560
76,70,74,189448
76,75,79,195885
76,80,84,224711
76,85,999,264108
84,0,4,85
84,5,9,12
84,10,14,14
84,15,19,45
84,20,24,75
84,25,29,111
84,30,34,111
84,35,39,108
84,40,44,106
84,45,49,138
84,50,54,172
84,55,59,227
84,60,64,235
84,65,69,230
84,70,74,214
84,75,79,183
84,80,84,204
84,85,999,276
90,0,4,393
90,5,9,62
90,10,14,45
90,15,19,68
90,20,24,85
90,25,29,79
90,30,34,80
90,35,39,92
90,40,44,115
90,45,49,150
90,50,54,197
90,55,59,237
90,60,64,277
90,65,69,316
90,70,74,373
90,75,79,371
90,80,84,308
90,85,999,315
92,0,4,3
92,5,9,0
92,10,14,0
92,15,19,0
92,20,24,0
92,25,29,0
92,30,34,0
92,35,39,2
92,40,44,5
92,45,49,7
92,50,54,13
92,55,59,19
92,60,64,25
92,65,69,29
92,70,74,35
92,75,79,33
92,80,84,26
92,85,999,31
96,0,4,69
96,5,9,8
96,10,14,8
96,15,19,21
96,20,24,30
96,25,29,30
96,30,34,40
96,35,39,57
96,40,44,80
96,45,49,117
96,50,54,164
96,55,59,211
96,60,64,259
96,65,69,278
96,70,74,258
96,75,79,227
96,80,84,221
96,85,999,242
100,0,4,364
100,5,9,43
100,10,14,58
100,15,19,158
100,20,24,245
100,25,29,285
100,30,34,516
100,35,39,955
100,40,44,1533
100,45,49,2935
100,50,54,4472
100,55,59,6621
100,60,64,10813
100,65,69,15557
100,70,74,21696
100,75,79,23513
100,80,84,24483
100,85,999,39643
104,0,4,39547
104,5,9,4897
104,10,14,3983
104,15,19,6906
104,20,24,10043
104,25,29,10686
104,30,34,11612
104,35,39,14505
104,40,44,18046
104,45,49,23842
104,50,54,31784
104,55,59,40687
104,60,64,51447
104,65,69,60581
104,70,74,60506
104,75,79,53792
104,80,84,44988
104,85,999,37853
108,0,4,22799
108,5,9,7241
108,10,14,3724
108,15,19,3695
108,20,24,3763
108,25,29,3669
108,30,34,3953
108,35,39,4140
108,40,44,3890
108,45,49,3339
108,50,54,3491
108,55,59,3588
108,60,64,4535
108,65,69,5577
108,70,74,5367
108,75,79,4799
108,80,84,3685
108,85,999,2603
112,0,4,246
112,5,9,50
112,10,14,39
112,15,19,95
112,20,24,207
112,25,29,374
112,30,34,865
112,35,39,1586
112,40,44,2563
112,45,49,3743
112,50,54,5596
112,55,59,8922
112,60,64,15416
112,65,69,18970
112,70,74,23088
112,75,79,16794
112,80,84,24920
112,85,999,34878
116,0,4,7997
116,5,9,1860
116,10,14,1306
116,15,19,2071
116,20,24,2615
116,25,29,3031
116,30,34,3403
116,35,39,3702
116,40,44,3084
116,45,49,4287
116,50,54,7194
116,55,59,8804
116,60,64,11489
116,65,69,12285
116,70,74,11356
116,75,79,10499
116,80,84,9403
116,85,999,9121
120,0,4,65623
120,5,9,6266
120,10,14,4119
120,15,19,5650
120,20,24,7094
120,25,29,7828
120,30,34,8657
120,35,39,9478
120,40,44,9954
120,45,49,10503
120,50,54,11512
120,55,59,12009
120,60,64,13200
120,65,69,13767
120,70,74,14002
120,75,79,13419
120,80,84,10765
120,85,999,9649
124,0,4,1832
124,5,9,146
124,10,14,186
124,15,19,540
124,20,24,1024
124,25,29,1450
124,30,34,1774
124,35,39,2226
124,40,44,2743
124,45,49,3859
124,50,54,6238
124,55,59,11277
124,60,64,17145
124,65,69,23367
124,70,74,31432
124,75,79,36191
124,80,84,41735
124,85,999,114074
132,0,4,136
132,5,9,15
132,10,14,15
132,15,19,20
132,20,24,32
132,25,29,53
132,30,34,67
132,35,39,95
132,40,44,111
132,45,49,130
132,50,54,182
132,55,59,240
132,60,64,268
132,65,69,249
132,70,74,217
132,75,79,290
132,80,84,528
132,85,999,901
136,0,4,5
136,5,9,0
136,10,14,0
136,15,19,1
136,20,24,5
136,25,29,5
136,30,34,7
136,35,39,10
136,40,44,16
136,45,49,23
136,50,54,33
136,55,59,42
136,60,64,45
136,65,69,46
136,70,74,54
136,75,79,53
136,80,84,48
136,85,999,55
140,0,4,23144
140,5,9,2082
140,10,14,1430
140,15,19,2009
140,20,24,2595
140,25,29,2423
140,30,34,2199
140,35,39,2164
140,40,44,2107
140,45,49,2240
140,50,54,2720
140,55,59,3079
140,60,64,3631
140,65,69,3736
140,70,74,2975
140,75,79,2009
140,80,84,1279
140,85,999,860
144,0,4,2060
144,5,9,226
144,10,14,269
144,15,19,551
144,20,24,950
144,25,29,1135
144,30,34,1188
144,35,39,1886
144,40,44,3003
144,45,49,4593
144,50,54,6611
144,55,59,9102
144,60,64,13399
144,65,69,19394
144,70,74,25001
144,75,79,24012
144,80,84,21305
144,85,999,25912
148,0,4,77189
148,5,9,19421
148,10,14,8794
148,15,19,8547
148,20,24,9382
148,25,29,8449
148,30,34,7561
148,35,39,7030
148,40,44,7192
148,45,49,7349
148,50,54,7472
148,55,59,7626
148,60,64,8139
148,65,69,8369
148,70,74,7581
148,75,79,6543
148,80,84,4798
148,85,999,3365
152,0,4,1286
152,5,9,135
152,10,14,190
152,15,19,471
152,20,24,1005
152,25,29,1323
152,30,34,1692
152,35,39,1888
152,40,44,2482
152,45,49,3751
152,50,54,5544
152,55,59,8171
152,60,64,10488
152,65,69,12613
152,70,74,15653
152,75,79,17421
152,80,84,19373
152,85,999,40841
156,0,4,81165
156,5,9,21329
156,10,14,24608
156,15,19,28263
156,20,24,46536
156,25,29,65522
156,30,34,102035
156,35,39,101838
156,40,44,136328
156,45,49,254589
156,50,54,470032
156,55,59,622887
156,60,64,748895
156,65,69,1227798
156,70,74,1385956
156,75,79,1383337
156,80,84,1571234
156,85,999,2345179
158,0,4,826
158,5,9,97
158,10,14,106
158,15,19,369
158,20,24,625
158,25,29,711
158,30,34,1144
158,35,39,2114
158,40,44,3817
158,45,49,5226
158,50,54,7535
158,55,59,10436
158,60,64,13150
158,65,69,16512
158,70,74,17182
158,75,79,20794
158,80,84,25895
158,85,999,49993
170,0,4,9471
170,5,9,1004
170,10,14,1446
170,15,19,4369
170,20,24,8051
170,25,29,9149
170,30,34,9507
170,35,39,10658
170,40,44,12612
170,45,49,14718
170,50,54,20294
170,55,59,28378
170,60,64,37708
170,65,69,40293
170,70,74,43732
170,75,79,44083
170,80,84,46194
170,85,999,55979
174,0,4,1411
174,5,9,130
174,10,14,88
174,15,19,135
174,20,24,163
174,25,29,152
174,30,34,157
174,35,39,183
174,40,44,212
174,45,49,259
174,50,54,339
174,55,59,428
174,60,64,499
174,65,69,609
174,70,74,710
174,75,79,720
174,80,84,581
174,85,999,392
175,0,4,52
175,5,9,6
175,10,14,6
175,15,19,16
175,20,24,17
175,25,29,20
175,30,34,25
175,35,39,32
175,40,44,44
175,45,49,61
175,50,54,74
175,55,59,82
175,60,64,93
175,65,69,100
175,70,74,98
175,75,79,80
175,80,84,80
175,85,999,115
178,0,4,7694
178,5,9,776
178,10,14,580
178,15,19,833
178,20,24,1058
178,25,29,1199
178,30,34,1451
178,35,39,1816
178,40,44,2174
178,45,49,2506
178,50,54,2818
178,55,59,3009
178,60,64,3169
178,65,69,3089
178,70,74,2952
178,75,79,2488
178,80,84,2014
178,85,999,1613
180,0,4,308202
180,5,9,54245
180,10,14,26116
180,15,19,28923
180,20,24,33194
180,25,29,30918
180,30,34,28138
180,35,39,26456
180,40,44,26445
180,45,49,28082
180,50,54,33688
180,55,59,37227
180,60,64,44423
180,65,69,50767
180,70,74,54975
180,75,79,52135
180,80,84,39090
180,85,999,27814
184,0,4,2
184,5,9,0
184,10,14,0
184,15,19,0
184,20,24,0
184,25,29,0
184,30,34,0
184,35,39,0
184,40,44,4
184,45,49,5
184,50,54,8
184,55,59,12
184,60,64,15
184,65,69,16
184,70,74,20
184,75,79,20
184,80,84,19
184,85,999,20
188,0,4,474
188,5,9,35
188,10,14,78
188,15,19,208
188,20,24,349
188,25,29,434
188,30,34,522
188,35,39,629
188,40,44,742
188,45,49,946
188,50,54,1327
188,55,59,1981
188,60,64,2652
188,65,69,3185
188,70,74,3891
188,75,79,4635
188,80,84,5723
188,85,999,9246
191,0,4,175
191,5,9,14
191,10,14,13
191,15,19,27
191,20,24,51
191,25,29,70
191,30,34,92
191,35,39,167
191,40,44,321
191,45,49,577
191,50,54,1090
191,55,59,2082
191,60,64,3785
191,65,69,6043
191,70,74,7741
191,75,79,8538
191,80,84,11886
191,85,999,19585
192,0,4,517
192,5,9,114
192,10,14,153
192,15,19,255
192,20,24,467
192,25,29,584
192,30,34,913
192,35,39,1258
192,40,44,1925
192,45,49,4065
192,50,54,6796
192,55,59,10758
192,60,64,12027
192,65,69,15614
192,70,74,20480
192,75,79,24001
192,80,84,24183
192,85,999,40837
196,0,4,35
196,5,9,5
196,10,14,5
196,15,19,6
196,20,24,13
196,25,29,27
196,30,34,33
196,35,39,57
196,40,44,79
196,45,49,138
196,50,54,220
196,55,59,346
196,60,64,552
196,65,69,762
196,70,74,1131
196,75,79,1344
196,80,84,1538
196,85,999,2737
203,0,4,305
203,5,9,49
203,10,14,53
203,15,19,120
203,20,24,180
203,25,29,254
203,30,34,463
203,35,39,709
203,40,44,1242
203,45,49,2345
203,50,54,3079
203,55,59,4986
203,60,64,7376
203,65,69,13097
203,70,74,20225
203,75,79,22282
203,80,84,20416
203,85,999,36877
204,0,4,39017
204,5,9,6535
204,10,14,3252
204,15,19,3748
204,20,24,4322
204,25,29,4152
204,30,34,3875
204,35,39,3786
204,40,44,3873
204,45,49,3981
204,50,54,4655
204,55,59,5141
204,60,64,5962
204,65,69,6688
204,70,74,6849
204,75,79,7058
204,80,84,5413
204,85,999,4318
208,0,4,206
208,5,9,19
208,10,14,20
208,15,19,56
208,20,24,105
208,25,29,120
208,30,34,139
208,35,39,194
208,40,44,294
208,45,49,605
208,50,54,1005
208,55,59,1954
208,60,64,2810
208,65,69,4098
208,70,74,6154
208,75,79,9685
208,80,84,10035
208,85,999,20919
212,0,4,13
212,5,9,0
212,10,14,0
212,15,19,5
212,20,24,5
212,25,29,5
212,30,34,6
212,35,39,10
212,40,44,11
212,45,49,19
212,50,54,34
212,55,59,46
212,60,64,60
212,65,69,68
212,70,74,77
212,75,79,89
212,80,84,88
212,85,999,108
214,0,4,6798
214,5,9,102
214,10,14,196
214,15,19,712
214,20,24,1376
214,25,29,1594
214,30,34,1661
214,35,39,1816
214,40,44,2444
214,45,49,3112
214,50,54,3922
214,55,59,5261
214,60,64,6179
214,65,69,6741
214,70,74,7127
214,75,79,6866
214,80,84,7251
214,85,999,11132
218,0,4,3730
218,5,9,441
218,10,14,559
218,15,19,1240
218,20,24,2044
218,25,29,2385
218,30,34,2616
218,35,39,2983
218,40,44,3468
218,45,49,4358
218,50,54,5905
218,55,59,8203
218,60,64,10088
218,65,69,12148
218,70,74,13358
218,75,79,12789
218,80,84,13262
218,85,999,19885
222,0,4,1288
222,5,9,163
222,10,14,187
222,15,19,763
222,20,24,1206
222,25,29,1393
222,30,34,1371
222,35,39,1530
222,40,44,1898
222,45,49,2238
222,50,54,2848
222,55,59,3308
222,60,64,3846
222,65,69,4542
222,70,74,5364
222,75,79,6260
222,80,84,6669
222,85,999,9924
226,0,4,3757
226,5,9,319
226,10,14,220
226,15,19,243
226,20,24,321
226,25,29,419
226,30,34,555
226,35,39,622
226,40,44,644
226,45,49,720
226,50,54,784
226,55,59,926
226,60,64,934
226,65,69,1064
226,70,74,955
226,75,79,864
226,80,84,694
226,85,999,707
231,0,4,180797
231,5,9,32835
231,10,14,19768
231,15,19,27540
231,20,24,34590
231,25,29,32204
231,30,34,29291
231,35,39,26026
231,40,44,27900
231,45,49,28851
231,50,54,35504
231,55,59,39231
231,60,64,46432
231,65,69,54087
231,70,74,60713
231,75,79,58323
231,80,84,45458
231,85,999,35660
232,0,4,3894
232,5,9,901
232,10,14,577
232,15,19,814
232,20,24,942
232,25,29,781
232,30,34,662
232,35,39,648
232,40,44,739
232,45,49,855
232,50,54,1096
232,55,59,1255
232,60,64,1554
232,65,69,1826
232,70,74,2217
232,75,79,2343
232,80,84,1898
232,85,999,1416
233,0,4,25
233,5,9,5
233,10,14,9
233,15,19,15
233,20,24,30
233,25,29,42
233,30,34,83
233,35,39,152
233,40,44,221
233,45,49,288
233,50,54,416
233,55,59,704
233,60,64,1201
233,65,69,1769
233,70,74,2459
233,75,79,2089
233,80,84,3308
233,85,999,6005
234,0,4,5
234,5,9,0
234,10,14,0
234,15,19,0
234,20,24,0
234,25,29,0
234,30,34,0
234,35,39,0
234,40,44,5
234,45,49,5
234,50,54,11
234,55,59,17
234,60,64,26
234,65,69,41
234,70,74,67
234,75,79,91
234,80,84,97
234,85,999,227
238,0,4,0
238,5,9,0
238,10,14,0
238,15,19,0
238,20,24,0
238,25,29,0
238,30,34,0
238,35,39,0
238,40,44,0
238,45,49,0
238,50,54,0
238,55,59,0
238,60,64,0
238,65,69,0
238,70,74,2
238,75,79,5
238,80,84,5
238,85,999,5
242,0,4,504
242,5,9,39
242,10,14,37
242,15,19,49
242,20,24,65
242,25,29,79
242,30,34,106
242,35,39,168
242,40,44,253
242,45,49,354
242,50,54,570
242,55,59,787
242,60,64,1094
242,65,69,1073
242,70,74,1017
242,75,79,880
242,80,84,663
242,85,999,477
246,0,4,111
246,5,9,12
246,10,14,29
246,15,19,98
246,20,24,150
246,25,29,166
246,30,34,218
246,35,39,271
246,40,44,383
246,45,49,531
246,50,54,910
246,55,59,1646
246,60,64,2487
246,65,69,3855
246,70,74,6438
246,75,79,7337
246,80,84,9168
246,85,999,23473
250,0,4,2837
250,5,9,246
250,10,14,322
250,15,19,866
250,20,24,1625
250,25,29,1614
250,30,34,2314
250,35,39,3598
250,40,44,5334
250,45,49,8332
250,50,54,14111
250,55,59,20204
250,60,64,29921
250,65,69,41576
250,70,74,61049
250,75,79,65133
250,80,84,77509
250,85,999,303115
254,0,4,72
254,5,9,5
254,10,14,5
254,15,19,13
254,20,24,15
254,25,29,15
254,30,34,15
254,35,39,22
254,40,44,36
254,45,49,58
254,50,54,85
254,55,59,112
254,60,64,148
254,65,69,181
254,70,74,189
254,75,79,172
254,80,84,147
254,85,999,174
258,0,4,26
258,5,9,2
258,10,14,0
258,15,19,5
258,20,24,5
258,25,29,5
258,30,34,5
258,35,39,10
258,40,44,12
258,45,49,30
258,50,54,64
258,55,59,107
258,60,64,162
258,65,69,204
258,70,74,224
258,75,79,241
258,80,84,242
258,85,999,288
262,0,4,1330
262,5,9,344
262,10,14,208
262,15,19,295
262,20,24,363
262,25,29,364
262,30,34,363
262,35,39,379
262,40,44,451
262,45,49,498
262,50,54,571
262,55,59,599
262,60,64,690
262,65,69,776
262,70,74,915
262,75,79,834
262,80,84,642
262,85,999,489
266,0,4,2503
266,5,9,249
266,10,14,174
266,15,19,260
266,20,24,349
266,25,29,430
266,30,34,540
266,35,39,665
266,40,44,775
266,45,49,880
266,50,54,996
266,55,59,1104
266,60,64,1277
266,65,69,1420
266,70,74,1473
266,75,79,1366
266,80,84,1195
266,85,999,1329
268,0,4,454
268,5,9,20
268,10,14,25
268,15,19,70
268,20,24,151
268,25,29,267
268,30,34,428
268,35,39,612
268,40,44,848
268,45,49,1297
268,50,54,1873
268,55,59,3326
268,60,64,5040
268,65,69,6159
268,70,74,7148
268,75,79,6677
268,80,84,11306
268,85,999,11326
270,0,4,4150
270,5,9,1236
270,10,14,654
270,15,19,769
270,20,24,859
270,25,29,788
270,30,34,741
270,35,39,730
270,40,44,785
270,45,49,833
270,50,54,969
270,55,59,1020
270,60,64,1089
270,65,69,1078
270,70,74,1121
270,75,79,1226
270,80,84,992
270,85,999,887
275,0,4,2375
275,5,9,209
275,10,14,149
275,15,19,252
275,20,24,330
275,25,29,330
275,30,34,322
275,35,39,350
275,40,44,436
275,45,49,618
275,50,54,883
275,55,59,1263
275,60,64,1619
275,65,69,1948
275,70,74,2211
275,75,79,2283
275,80,84,2134
275,85,999,1903
276,0,4,2786
276,5,9,298
276,10,14,317
276,15,19,834
276,20,24,1328
276,25,29,1671
276,30,34,2835
276,35,39,4331
276,40,44,6350
276,45,49,9395
276,50,54,20928
276,55,59,40472
276,60,64,58215
276,65,69,74861
276,70,74,94745
276,75,79,105216
276,80,84,220628
276,85,999,394235
288,0,4,38960
288,5,9,12385
288,10,14,6691
288,15,19,8357
288,20,24,9820
288,25,29,9637
288,30,34,9977
288,35,39,10476
288,40,44,11254
288,45,49,10625
288,50,54,11601
288,55,59,13621
288,60,64,17451
288,65,69,18523
288,70,74,17641
288,75,79,16059
288,80,84,14536
288,85,999,12855
292,0,4,3
292,5,9,0
292,10,14,0
292,15,19,0
292,20,24,0
292,25,29,0
292,30,34,0
292,35,39,0
292,40,44,4
292,45,49,5
292,50,54,6
292,55,59,11
292,60,64,19
292,65,69,29
292,70,74,46
292,75,79,50
292,80,84,57
292,85,999,142
296,0,4,167
296,5,9,14
296,10,14,10
296,15,19,13
296,20,24,20
296,25,29,20
296,30,34,20
296,35,39,25
296,40,44,25
296,45,49,29
296,50,54,45
296,55,59,60
296,60,64,65
296,65,69,73
296,70,74,77
296,75,79,66
296,80,84,43
296,85,999,32
300,0,4,321
300,5,9,27
300,10,14,44
300,15,19,113
300,20,24,206
300,25,29,239
300,30,34,322
300,35,39,508
300,40,44,1031
300,45,49,1663
300,50,54,2971
300,55,59,4377
300,60,64,6493
300,65,69,8647
300,70,74,12891
300,75,79,17824
300,80,84,24678
300,85,999,53423
304,0,4,7
304,5,9,0
304,10,14,0
304,15,19,4
304,20,24,5
304,25,29,5
304,30,34,9
304,35,39,10
304,40,44,10
304,45,49,15
304,50,54,34
304,55,59,56
304,60,64,68
304,65,69,67
304,70,74,58
304,75,79,63
304,80,84,46
304,85,999,39
308,0,4,33
308,5,9,0
308,10,14,0
308,15,19,2
308,20,24,5
308,25,29,7
308,30,34,11
308,35,39,15
308,40,44,16
308,45,49,24
308,50,54,39
308,55,59,62
308,60,64,103
308,65,69,105
308,70,74,110
308,75,79,100
308,80,84,140
308,85,999,240
312,0,4,20
312,5,9,0
312,10,14,0
312,15,19,5
312,20,24,10
312,25,29,15
312,30,34,10
312,35,39,17
312,40,44,30
312,45,49,70
312,50,54,116
312,55,59,192
312,60,64,281
312,65,69,351
312,70,74,460
312,75,79,489
312,80,84,565
312,85,999,1461
316,0,4,36
316,5,9,5
316,10,14,5
316,15,19,8
316,20,24,10
316,25,29,10
316,30,34,10
316,35,39,15
316,40,44,24
316,45,49,44
316,50,54,77
316,55,59,107
316,60,64,126
316,65,69,161
316,70,74,180
316,75,79,127
316,80,84,117
316,85,999,193
320,0,4,8623
320,5,9,610
320,10,14,734
320,15,19,1810
320,20,24,2921
320,25,29,3153
320,30,34,3449
320,35,39,3926
320,40,44,4796
320,45,49,5292
320,50,54,6047
320,55,59,7439
320,60,64,9232
320,65,69,9865
320,70,74,10358
320,75,79,10615
320,80,84,9875
320,85,999,15852
324,0,4,42875
324,5,9,6881
324,10,14,3544
324,15,19,4118
324,20,24,4968
324,25,29,4751
324,30,34,4251
324,35,39,3756
324,40,44,3642
324,45,49,3778
324,50,54,4639
324,55,59,5370
324,60,64,6531
324,65,69,7554
324,70,74,7857
324,75,79,8218
324,80,84,6809
324,85,999,5687
328,0,4,450
328,5,9,19
328,10,14,26
328,15,19,66
328,20,24,132
328,25,29,178
328,30,34,173
328,35,39,203
328,40,44,309
328,45,49,411
328,50,54,617
328,55,59,756
328,60,64,935
328,65,69,912
328,70,74,907
328,75,79,644
328,80,84,608
328,85,999,704
332,0,4,16205
332,5,9,1921
332,10,14,1514
332,15,19,2194
332,20,24,2890
332,25,29,2907
332,30,34,3062
332,35,39,3222
332,40,44,3586
332,45,49,4039
332,50,54,5079
332,55,59,6249
332,60,64,7861
332,65,69,8918
332,70,74,9172
332,75,79,8855
332,80,84,7017
332,85,999,4768
340,0,4,3497
340,5,9,369
340,10,14,360
340,15,19,920
340,20,24,1212
340,25,29,1178
340,30,34,1271
340,35,39,1619
340,40,44,2143
340,45,49,2769
340,50,54,3376
340,55,59,4229
340,60,64,5467
340,65,69,6635
340,70,74,6863
340,75,79,5876
340,80,84,4988
340,85,999,4880
344,0,4,99
344,5,9,18
344,10,14,10
344,15,19,16
344,20,24,36
344,25,29,65
344,30,34,105
344,35,39,183
344,40,44,318
344,45,49,569
344,50,54,1014
344,55,59,1947
344,60,64,3295
344,65,69,4379
344,70,74,5611
344,75,79,5257
344,80,84,7695
344,85,999,23148
348,0,4,379
348,5,9,53
348,10,14,45
348,15,19,128
348,20,24,218
348,25,29,376
348,30,34,462
348,35,39,768
348,40,44,1561
348,45,49,3149
348,50,54,5321
348,55,59,7210
348,60,64,11520
348,65,69,19481
348,70,74,21334
348,75,79,22200
348,80,84,23641
348,85,999,36401
352,0,4,7
352,5,9,0
352,10,14,0
352,15,19,4
352,20,24,6
352,25,29,7
352,30,34,10
