"ISOcode","AgeStart","AgeEnd","Ni","Mi"
191,45,"49",133954,200
191,50,"54",134305.5,352
191,55,"59",146467.5,592
191,60,"64",151763,1055
191,65,"69",148649.5,1848
191,70,"74",127755.5,2831
191,75,"79",91120,3566
191,80,"84",77704.5,5305
191,85,"89",49828.5,5729
191,90,"94",20616.5,3819
191,95,"99",4763,1362
191,100,"null",549,226
192,0,"4",251852.5,238
192,5,"9",286939.5,51
192,10,"14",301116.5,53
192,15,"19",295325.5,87
192,20,"24",335516.5,112
192,25,"29",328386.5,132
192,30,"34",387212.5,253
192,35,"39",357157.5,325
192,40,"44",299456,398
192,45,"49",416982.5,870
192,50,"54",500153,1807
192,55,"59",504907,3105
192,60,"64",361550.5,3724
192,65,"69",288449,4611
192,70,"74",243888,5894
192,75,"79",194623.5,7318
192,80,"84",130423,8114
192,85,"89",70764,7350
192,90,"94",32048,5143
192,95,"99",10108,2411
192,100,"null",1616,593
196,0,"4",35635.5,40
196,5,"9",34927,6
196,10,"14",32919.5,5
196,15,"19",32079,3
196,20,"24",37537.5,7
196,25,"29",47499.5,10
196,30,"34",57663.5,18
196,35,"39",59559,20
196,40,"44",54455,33
196,45,"49",47554,58
196,50,"54",43927.5,85
196,55,"59",39837.5,130
196,60,"64",35673,196
196,65,"69",29642,283
196,70,"74",25280.5,445
196,75,"79",19936.5,634
196,80,"84",13793,854
196,85,"89",8025.5,908
196,90,"94",3493.5,683
196,95,"99",981,328
196,100,"null",126,73
203,0,"4",273218.5,129
203,5,"9",272725.5,25
203,10,"14",285015,24
203,15,"19",258709,46
203,20,"24",247841,57
203,25,"29",284146.5,81
203,30,"34",339922.5,130
203,35,"39",349738.5,222
203,40,"44",397613.5,370
203,45,"49",444724,648
203,50,"54",350753,803
203,55,"59",336831.5,1357
203,60,"64",303150,2108
203,65,"69",348091,3748
203,70,"74",342281.5,6237
203,75,"79",272368.5,8638
203,80,"84",163981.5,9550
203,85,"89",91298.5,10897
203,90,"94",39676,8563
203,95,"99",8373.5,3008
203,100,"null",671.5,354
204,0,"4",1062240.5,17153
204,5,"9",966041.5,3933
204,10,"14",830032.5,1915
204,15,"19",715112,2011
204,20,"24",609084,2115
204,25,"29",530602.5,2154
204,30,"34",450433,2076
204,35,"39",384368.5,2035
204,40,"44",315032.5,2017
204,45,"49",255455.5,1883
204,50,"54",211035.5,2082
204,55,"59",170730.5,2273
204,60,"64",129745,2620
204,65,"69",92924,2977
204,70,"74",64079,3322
204,75,"79",43579.5,3600
204,80,"84",22122,2914
204,85,"89",8077,1613
204,90,"94",2028.5,590
204,95,"99",297,126
204,100,"null",22,13
208,0,"4",151295,101
208,5,"9",148007,8
208,10,"14",161344,9
208,15,"19",169044.5,22
208,20,"24",184151.5,39
208,25,"29",199683,36
208,30,"34",189564.5,63
208,35,"39",167512,64
208,40,"44",172526.5,117
208,45,"49",193374.5,209
208,50,"54",195300,412
208,55,"59",207751.5,716
208,60,"64",178853.5,1084
208,65,"69",165790,1869
208,70,"74",157787.5,2629
208,75,"79",148472,4191
208,80,"84",91954,4718
208,85,"89",52642.5,5278
208,90,"94",23756,4574
208,95,"99",7186.5,2384
208,100,"null",1065,548
212,0,"4",1831,11
212,5,"9",2087,1
212,10,"14",2223.5,1
212,15,"19",2192.5,1
212,20,"24",2326,1
212,25,"29",2688,1
212,30,"34",2716.5,2
212,35,"39",2486,3
212,40,"44",2003,3
212,45,"49",1989.5,5
212,50,"54",2360,10
212,55,"59",2190,14
212,60,"64",1808,20
212,65,"69",1426,28
212,70,"74",1062,39
212,75,"79",804,53
212,80,"84",589,66
212,85,"89",363.5,67
212,90,"94",143,40
212,95,"99",36,15
212,100,"null",4,2
214,0,"4",497019.5,2942
214,5,"9",501594,63
214,10,"14",498531.5,85
214,15,"19",477320,152
214,20,"24",474141,254
214,25,"29",460301,389
214,30,"34",432480,489
214,35,"39",387544,534
214,40,"44",353697.5,764
214,45,"49",323400.5,937
214,50,"54",288168,1192
214,55,"59",261539,1555
214,60,"64",226560,1878
214,65,"69",175037,2448
214,70,"74",118035.5,2722
214,75,"79",73633,2782
214,80,"84",47961.5,2974
214,85,"89",28870.5,2851
214,90,"94",13143.5,2027
214,95,"99",4398.5,1023
214,100,"null",1144,402
218,0,"4",700333,1469
218,5,"9",734502,180
218,10,"14",791700,255
218,15,"19",769127.5,408
218,20,"24",772734.5,512
218,25,"29",758957.5,524
218,30,"34",712401.5,638
218,35,"39",657771,811
218,40,"44",587818.5,993
218,45,"49",516700,1304
218,50,"54",452539,1713
218,55,"59",387451,2407
218,60,"64",322043.5,2977
218,65,"69",262932,3293
218,70,"74",206220,4001
218,75,"79",141599.5,4360
218,80,"84",89753,5965
218,85,"89",46520,5336
218,90,"94",18708.5,3599
218,95,"99",4602.5,1419
218,100,"null",658,305
222,0,"4",244274,530
222,5,"9",264947,84
222,10,"14",272132,78
222,15,"19",276438,157
222,20,"24",313602.5,201
222,25,"29",302670,249
222,30,"34",250032.5,291
222,35,"39",211339.5,340
222,40,"44",212242.5,486
222,45,"49",196772.5,682
222,50,"54",175895,951
222,55,"59",152491,1315
222,60,"64",125027,1573
222,65,"69",100718.5,1841
222,70,"74",79941,2223
222,75,"79",57614,2837
222,80,"84",37514.5,3274
222,85,"89",17086.5,2595
222,90,"94",5331,1311
222,95,"99",789,296
222,100,"null",61,34
226,0,"4",123710.5,1791
226,5,"9",113429,157
226,10,"14",99873,101
226,15,"19",81146.5,116
226,20,"24",65033,124
226,25,"29",63356,148
226,30,"34",63516,184
226,35,"39",54634,203
226,40,"44",42189,205
226,45,"49",34894,224
226,50,"54",29318.5,267
226,55,"59",25626,335
226,60,"64",19894.5,400
226,65,"69",14784,471
226,70,"74",9574.5,490
226,75,"79",5398,449
226,80,"84",2988,389
226,85,"89",1123.5,224
226,90,"94",309.5,90
226,95,"99",56.5,23
226,100,"null",7.5,5
231,0,"4",9130614,79082
231,5,"9",7883227,10068
231,10,"14",7403705.5,6585
231,15,"19",7001034.5,8990
231,20,"24",6201077,10733
231,25,"29",5322959.5,10856
231,30,"34",4314238,9688
231,35,"39",3295076.5,8534
231,40,"44",2735824,9756
231,45,"49",2291282.5,10092
231,50,"54",1961941,12705
231,55,"59",1612997.5,14130
231,60,"64",1222092.5,16932
231,65,"69",854944.5,19717
231,70,"74",606990,23713
231,75,"79",406747,26359
231,80,"84",203380.5,22181
231,85,"89",74758.5,12889
231,90,"94",17741,4636
231,95,"99",2273.5,901
231,100,"null",149.5,82
232,0,"4",224931,1514
232,5,"9",218282.5,328
232,10,"14",218615.5,215
232,15,"19",205293,291
232,20,"24",168701.5,319
232,25,"29",133926.5,298
232,30,"34",100621,249
232,35,"39",81039,239
232,40,"44",74778,308
232,45,"49",68922.5,353
232,50,"54",60686.5,452
232,55,"59",50777,508
232,60,"64",40444.5,627
232,65,"69",29791,749
232,70,"74",22312.5,924
232,75,"79",16008.5,1089
232,80,"84",8570.5,975
232,85,"89",3186,591
232,90,"94",706,204
232,95,"99",48.5,24
232,100,"null",0.5,0
233,0,"4",33681,13
233,5,"9",35008,3
233,10,"14",37952.5,4
233,15,"19",34067,11
233,20,"24",31132,11
233,25,"29",35147,15
233,30,"34",47100,22
233,35,"39",48023,50
233,40,"44",45114,55
233,45,"49",45198.5,70
233,50,"54",45222.5,113
233,55,"59",43440.5,185
233,60,"64",47584,312
233,65,"69",46204.5,477
233,70,"74",42992.5,738
233,75,"79",30276,832
233,80,"84",31029.5,1746
233,85,"89",18945.5,1953
233,90,"94",8933,1680
233,95,"99",2123.5,615
233,100,"null",187.5,82
234,0,"4",1775,2
234,5,"9",1847,0
234,10,"14",1772.5,0
234,15,"19",1836,0
234,20,"24",1491,0
234,25,"29",1348,0
234,30,"34",1711,0
234,35,"39",1510,1
234,40,"44",1573,1
234,45,"49",1531.5,2
234,50,"54",1583,3
234,55,"59",1624.5,6
234,60,"64",1521,9
234,65,"69",1337.5,14
234,70,"74",1270,25
234,75,"79",936,35
234,80,"84",659.5,46
234,85,"89",407.5,54
234,90,"94",237.5,54
234,95,"99",77,28
234,100,"null",3,2
238,0,"4",87.5,0
238,5,"9",97,0
238,10,"14",100.5,0
238,15,"19",88.5,0
238,20,"24",83,0
238,25,"29",103.5,0
238,30,"34",144.5,0
238,35,"39",136,0
238,40,"44",143,0
238,45,"49",160.5,0
238,50,"54",149,0
238,55,"59",138,1
238,60,"64",114.5,1
238,65,"69",54.5,1
238,70,"74",59.5,1
238,75,"79",45.5,2
238,80,"84",32,2
238,85,"89",22,2
238,90,"94",7,1
238,95,"99",1,0
238,100,"null",0,0
242,0,"4",40722.5,206
242,5,"9",42809.5,16
242,10,"14",42142.5,16
242,15,"19",40183.5,24
242,20,"24",37009.5,31
242,25,"29",36990.5,37
242,30,"34",35856.5,47
242,35,"39",34704,71
242,40,"44",31538,107
242,45,"49",24976,147
242,50,"54",23038,251
242,55,"59",22178,347
242,60,"64",18346.5,484
242,65,"69",13266,508
242,70,"74",9067,507
242,75,"79",5841,477
242,80,"84",3040,383
242,85,"89",1148,227
242,90,"94",266.5,84
242,95,"99",30.5,16
242,100,"null",1,1
246,0,"4",117706.5,69
246,5,"9",142058.5,24
246,10,"14",154591,4
246,15,"19",149470,22
246,20,"24",147449,49
246,25,"29",167654.5,47
246,30,"34",176684,64
246,35,"39",175614,111
246,40,"44",171917,124
246,45,"49",161500.5,161
246,50,"54",164988,364
246,55,"59",183664,625
246,60,"64",181480,901
246,65,"69",184237,1402
246,70,"74",184884,2532
246,75,"79",143971.5,2954
246,80,"84",100929,4786
246,85,"89",64467.5,6016
246,90,"94",33394,6243
246,95,"99",8695,2912
246,100,"null",935.5,507
250,0,"4",1669385.5,1339
250,5,"9",1859463.5,147
250,10,"14",1980705,124
250,15,"19",1987359.5,268
250,20,"24",1957516,373
250,25,"29",1844745.5,441
250,30,"34",1976545.5,671
250,35,"39",2036035.5,1144
250,40,"44",2108266,1847
250,45,"49",2112275.5,2755
250,50,"54",2216728,4923
250,55,"59",2217028,6965
250,60,"64",2147326,10578
250,65,"69",2052913.5,15037
250,70,"74",1977995.5,22332
250,75,"79",1439097,26502
250,80,"84",1032141.5,34107
250,85,"89",855627,63205
250,90,"94",501777,75009
250,95,"99",163975,45752
250,100,"null",23520.5,10887
254,0,"4",16103.5,29
254,5,"9",15377.5,0
254,10,"14",15390.5,2
254,15,"19",14285.5,3
254,20,"24",11469,3
254,25,"29",10688.5,11
254,30,"34",10847,5
254,35,"39",11191.5,9
254,40,"44",9849,18
254,45,"49",8683.5,14
254,50,"54",8084,21
254,55,"59",6891.5,24
254,60,"64",5319,32
254,65,"69",3756,41
254,70,"74",2802,62
254,75,"79",1821,81
254,80,"84",1104,89
254,85,"89",614.5,87
254,90,"94",254.5,58
254,95,"99",40.5,15
254,100,"null",2,1
258,0,"4",7586.5,9
258,5,"9",9397.5,1
258,10,"14",10604.5,1
258,15,"19",10546,1
258,20,"24",9995,2
258,25,"29",9212,2
258,30,"34",10938,3
258,35,"39",11266.5,4
258,40,"44",10061.5,5
258,45,"49",9575,7
258,50,"54",9412,11
258,55,"59",8537.5,16
258,60,"64",6713,20
258,65,"69",5368.5,31
258,70,"74",3643.5,40
258,75,"79",2597,55
258,80,"84",1658.5,69
258,85,"89",911,67
258,90,"94",324,40
258,95,"99",85.5,17
258,100,"null",9,3
262,0,"4",56409.5,550
262,5,"9",55970,110
262,10,"14",56342,70
262,15,"19",57989.5,98
262,20,"24",54151.5,118
262,25,"29",48562.5,125
262,30,"34",44080,126
262,35,"39",39119,129
262,40,"44",36138.5,156
262,45,"49",32483,169
262,50,"54",26738,197
262,55,"59",20665,206
262,60,"64",15507,242
262,65,"69",11250.5,286
262,70,"74",8452.5,360
262,75,"79",5382.5,374
262,80,"84",2708.5,312
262,85,"89",1008.5,181
262,90,"94",246.5,66
262,95,"99",32,13
262,100,"null",1.5,1
266,0,"4",163487.5,1185
266,5,"9",149526.5,113
266,10,"14",131555,76
266,15,"19",110678.5,98
266,20,"24",98150.5,119
266,25,"29",93341,143
266,30,"34",90659.5,179
266,35,"39",81469.5,223
266,40,"44",67906.5,261
266,45,"49",53984,294
266,50,"54",42422.5,335
266,55,"59",33381.5,377
266,60,"64",25988,448
266,65,"69",19722.5,522
266,70,"74",14314.5,598
266,75,"79",9400,621
266,80,"84",5479.5,583
266,85,"89",2528.5,442
266,90,"94",817,213
266,95,"99",170,63
266,100,"null",22.5,12
268,0,"4",122139,182
268,5,"9",139570,19
268,10,"14",128079.5,18
268,15,"19",103669,22
268,20,"24",103027.5,29
268,25,"29",116195.5,45
268,30,"34",144032,71
268,35,"39",143463.5,98
268,40,"44",131622,176
268,45,"49",127116,272
268,50,"54",123610,471
268,55,"59",134285,773
268,60,"64",138989.5,1263
268,65,"69",116957.5,1796
268,70,"74",95937,2538
268,75,"79",54214,2443
268,80,"84",57475.5,4646
268,85,"89",31819.5,4069
268,90,"94",11514,2332
268,95,"99",2751,824
268,100,"null",267,116
270,0,"4",187612.5,1611
270,5,"9",183311.5,467
270,10,"14",166487.5,251
270,15,"19",142065,283
270,20,"24",122727,313
270,25,"29",109344.5,330
270,30,"34",91136.5,315
270,35,"39",71588.5,292
270,40,"44",54103.5,287
270,45,"49",45052.5,289
270,50,"54",42383,379
270,55,"59",37411,447
270,60,"64",28747,524
270,65,"69",18796.5,544
270,70,"74",11005.5,519
270,75,"79",7191,548
270,80,"84",3395,425
270,85,"89",1247.5,251
270,90,"94",321,96
270,95,"99",44.5,20
270,100,"null",2,2
275,0,"4",352568.5,944
275,5,"9",344159.5,78
275,10,"14",312380.5,54
275,15,"19",271824.5,77
275,20,"24",241898,98
275,25,"29",228890,114
275,30,"34",202791.5,125
275,35,"39",161452.5,133
275,40,"44",128919.5,155
275,45,"49",104304.5,199
275,50,"54",85545,251
275,55,"59",70739,325
275,60,"64",55274.5,408
275,65,"69",41105,547
275,70,"74",29331.5,706
275,75,"79",18830.5,821
275,80,"84",11245.5,892
275,85,"89",4809,636
275,90,"94",1241,263
275,95,"99",180.5,58
275,100,"null",13,6
276,0,"4",1928935.5,1313
276,5,"9",1925533.5,172
276,10,"14",1836402.5,165
276,15,"19",1855320,242
276,20,"24",2107391.5,335
276,25,"29",2338684,493
276,30,"34",2681887.5,862
276,35,"39",2649232.5,1479
276,40,"44",2603284.5,2071
276,45,"49",2451708,3115
276,50,"54",3065331,7033
276,55,"59",3456489,13208
276,60,"64",3124975.5,19396
276,65,"69",2648667.5,25187
276,70,"74",2301511.5,36322
276,75,"79",1775510,44860
276,80,"84",2004877,110263
276,85,"89",1177340,118321
276,90,"94",492183,98306
276,95,"99",134260,47223
276,100,"null",15119.5,8403
288,0,"4",2071689.5,16302
288,5,"9",2046028,5006
288,10,"14",1863254.5,2688
288,15,"19",1675455.5,3239
288,20,"24",1469315,3640
288,25,"29",1301525.5,3787
288,30,"34",1211310.5,3946
288,35,"39",1094149,4106
288,40,"44",927628.5,4449
288,45,"49",754001,4294
288,50,"54",626148.5,4998
288,55,"59",515689,5559
288,60,"64",376606.5,6249
288,65,"69",256406,6933
288,70,"74",180214.5,8039
288,75,"79",116284,8524
288,80,"84",69144.5,8283
288,85,"89",26664.5,4930
288,90,"94",6075,1664
288,95,"99",713.5,291
288,100,"null",37,21
292,0,"4",1054.5,2
292,5,"9",1096.5,0
292,10,"14",1136.5,0
292,15,"19",1135.5,0
292,20,"24",1109,0
292,25,"29",1174.5,0
292,30,"34",1266,1
292,35,"39",1277.5,1
292,40,"44",1291.5,1
292,45,"49",1294.5,1
292,50,"54",1215,2
292,55,"59",1233,2
292,60,"64",1114.5,4
292,65,"69",946.5,6
292,70,"74",860,9
292,75,"79",703,14
292,80,"84",463.5,18
292,85,"89",306.5,20
292,90,"94",149,17
292,95,"99",56.5,10
292,100,"null",12,4
296,0,"4",7887,85
296,5,"9",7560.5,7
296,10,"14",7231,5
296,15,"19",5717.5,7
296,20,"24",5776.5,10
296,25,"29",5866.5,12
296,30,"34",5276.5,12
296,35,"39",4640,13
296,40,"44",3702.5,14
296,45,"49",2902,15
296,50,"54",2851.5,22
296,55,"59",2712.5,31
296,60,"64",1971,35
296,65,"69",1294,37
296,70,"74",910.5,44
296,75,"79",590,48
296,80,"84",316.5,42
296,85,"89",104,22
296,90,"94",25,7
296,95,"99",2,1
296,100,"null",0,0
300,0,"4",202730,196
300,5,"9",233815.5,31
300,10,"14",264568.5,31
300,15,"19",252640,44
300,20,"24",250231.5,51
300,25,"29",250630.5,68
300,30,"34",276434.5,96
300,35,"39",315608.5,163
300,40,"44",387733,327
300,45,"49",398979.5,563
300,50,"54",413673.5,1039
300,55,"59",385106,1408
300,60,"64",368359.5,2172
300,65,"69",332937,3016
300,70,"74",304640.5,5674
300,75,"79",258417.5,8107
300,80,"84",212703.5,12177
300,85,"89",159269,16498
300,90,"94",77350,14161
300,95,"99",21223.5,6672
300,100,"null",2505.5,1339
304,0,"4",2000,4
304,5,"9",1871,3
304,10,"14",1786,1
304,15,"19",1679,2
304,20,"24",1839,3
304,25,"29",2225.5,5
304,30,"34",2268.5,5
304,35,"39",1951,5
304,40,"44",1569.5,6
304,45,"49",1234.5,6
304,50,"54",1702.5,11
304,55,"59",2207,20
304,60,"64",1707,24
304,65,"69",1066,25
304,70,"74",614.5,24
304,75,"79",399,27
304,80,"84",250,27
304,85,"89",81,14
304,90,"94",30,8
304,95,"99",3.5,1
304,100,"null",0,0
308,0,"4",3427,10
308,5,"9",3864.5,1
308,10,"14",4290,2
308,15,"19",4119,1
308,20,"24",4296,2
308,25,"29",4587,3
308,30,"34",5276.5,7
308,35,"39",5084.5,10
308,40,"44",3618,7
308,45,"49",3000,10
308,50,"54",2967.5,16
308,55,"59",3194.5,23
308,60,"64",3079.5,35
308,65,"69",2276,41
308,70,"74",1632,39
308,75,"79",1221,41
308,80,"84",1047.5,65
308,85,"89",717,69
308,90,"94",359,50
308,95,"99",102.5,21
308,100,"null",19,6
312,0,"4",9554,16
312,5,"9",10642,0
312,10,"14",11836.5,1
312,15,"19",12262.5,3
312,20,"24",9510,1
312,25,"29",9008.5,4
312,30,"34",10735,7
312,35,"39",11222,14
312,40,"44",12095,10
312,45,"49",14784.5,35
312,50,"54",16621,45
312,55,"59",17451.5,64
312,60,"64",15408.5,87
312,65,"69",14054,117
312,70,"74",12269,175
312,75,"79",8768.5,191
312,80,"84",6023,248
312,85,"89",4155,294
312,90,"94",2414.5,278
312,95,"99",981,176
312,100,"null",278,79
316,0,"4",7209.5,17
316,5,"9",7171,1
316,10,"14",6419.5,1
316,15,"19",5779,2
316,20,"24",5551,2
316,25,"29",5503.5,5
316,30,"34",5024.5,4
316,35,"39",4665,7
316,40,"44",4516,9
316,45,"49",4821.5,16
316,50,"54",5078,26
316,55,"59",4879.5,33
316,60,"64",4378,43
316,65,"69",3681,48
316,70,"74",2890,47
316,75,"79",1804,53
316,80,"84",1068.5,49
316,85,"89",568,38
316,90,"94",222.5,22
316,95,"99",99,14
316,100,"null",33.5,7
320,0,"4",940251.5,3657
320,5,"9",987877,304
320,10,"14",949144.5,327
320,15,"19",934485,714
320,20,"24",899701.5,728
320,25,"29",821689,769
320,30,"34",716676,927
320,35,"39",595568.5,1113
320,40,"44",493197.5,1419
320,45,"49",393035.5,1634
320,50,"54",318953.5,2011
320,55,"59",269769,2830
320,60,"64",224126,3371
320,65,"69",175661.5,3873
320,70,"74",125680.5,4026
320,75,"79",80800,4453
320,80,"84",43165.5,4392
320,85,"89",19604,3515
320,90,"94",6140.5,1711
320,95,"99",833,346
320,100,"null",48,29
324,0,"4",1066673,20637
324,5,"9",955276.5,3490
324,10,"14",857784,1836
324,15,"19",749328.5,1952
324,20,"24",667287,2160
324,25,"29",589385.5,2231
324,30,"34",484921,2078
324,35,"39",379213.5,1867
324,40,"44",298349.5,1797
324,45,"49",248484.5,1734
324,50,"54",212889.5,2008
324,55,"59",178863.5,2276
324,60,"64",143707,2790
324,65,"69",109969.5,3402
324,70,"74",78952,3958
324,75,"79",50258.5,4036
324,80,"84",26987.5,3484
324,85,"89",10478,2055
324,90,"94",2637.5,756
324,95,"99",357.5,149
324,100,"null",19,11
328,0,"4",41002,194
328,5,"9",40081.5,8
328,10,"14",37911,10
328,15,"19",35118.5,20
328,20,"24",38275.5,40
328,25,"29",37990.5,51
328,30,"34",30799,53
328,35,"39",25161.5,54
328,40,"44",24391.5,74
328,45,"49",23810,106
328,50,"54",21982,156
328,55,"59",19333,198
328,60,"64",16035.5,257
328,65,"69",11636.5,287
328,70,"74",7897.5,277
328,75,"79",4932,264
328,80,"84",2761.5,221
328,85,"89",1456.5,167
328,90,"94",486,81
328,95,"99",174,41
328,100,"null",30.5,10
332,0,"4",613928.5,6661
332,5,"9",608764.5,567
332,10,"14",598969,443
332,15,"19",571051,664
332,20,"24",543995.5,876
332,25,"29",506459,974
332,30,"34",466399.5,1089
332,35,"39",398670.5,1195
332,40,"44",335967.5,1366
332,45,"49",281489,1640
332,50,"54",231890,1968
332,55,"59",193026.5,2399
332,60,"64",156062,3002
332,65,"69",121453.5,3747
332,70,"74",85699.5,4357
332,75,"79",52973,4447
332,80,"84",27034,3794
332,85,"89",9433,2121
332,90,"94",1870.5,675
332,95,"99",154,84
332,100,"null",1.5,1
340,0,"4",552210.5,1606
340,5,"9",529487,172
340,10,"14",521546.5,162
340,15,"19",519847.5,316
340,20,"24",510800,381
340,25,"29",469056.5,404
340,30,"34",414875,461
340,35,"39",366609.5,575
340,40,"44",319361,733
340,45,"49",258163,905
340,50,"54",202463.5,1064
340,55,"59",160824.5,1268
340,60,"64",128645,1556
340,65,"69",99872.5,1943
340,70,"74",69760.5,2274
340,75,"79",38483,2171
340,80,"84",20712,2009
340,85,"89",8989,1438
340,90,"94",2410,599
340,95,"99",342,126
340,100,"null",17.5,9
344,0,"4",114533,37
344,5,"9",139479.5,11
344,10,"14",146672.5,11
344,15,"19",136646.5,21
344,20,"24",158351,28
344,25,"29",240605,45
344,30,"34",299603.5,79
344,35,"39",349068.5,133
344,40,"44",363365,222
344,45,"49",341420,372
344,50,"54",335274.5,605
344,55,"59",336987.5,928
344,60,"64",318924,1420
344,65,"69",270465,2091
344,70,"74",203448,2736
344,75,"79",114885.5,2632
344,80,"84",84077.5,3429
344,85,"89",72734,4957
344,90,"94",44601,4977
344,95,"99",20204.5,3618
344,100,"null",6704,1864
348,0,"4",226892.5,164
348,5,"9",227497,24
348,10,"14",231150.5,24
348,15,"19",239696,44
348,20,"24",247133.5,56
348,25,"29",290650,84
348,30,"34",305395,140
348,35,"39",302434,201
348,40,"44",366782.5,404
348,45,"49",410691.5,825
348,50,"54",352879.5,1383
348,55,"59",299177.5,2093
348,60,"64",308734,3390
348,65,"69",372964,5965
348,70,"74",310361.5,7429
348,75,"79",234083.5,9438
348,80,"84",169695.5,12732
348,85,"89",94456.5,12564
348,90,"94",39371,8214
348,95,"99",8300,2656
348,100,"null",825,377
352,0,"4",11015.5,1
352,5,"9",10982.5,0
352,10,"14",11973.5,0
352,15,"19",11492.5,0
352,20,"24",12571,1
352,25,"29",14657.5,11
352,30,"34",14389.5,11
352,35,"39",12563.5,0
352,40,"44",12243,3
352,45,"49",11503,11
352,50,"54",10680,21
352,55,"59",11257.5,41
352,60,"64",10479.5,77
352,65,"69",9160,111
352,70,"74",7473,112
352,75,"79",5589,91
352,80,"84",3565.5,76
352,85,"89",2353.5,301
352,90,"94",1199,294
352,95,"99",321,136
352,100,"null",39,27
356,0,"4",55628417,332837
356,5,"9",57857937.5,24369
356,10,"14",60256564,23618
356,15,"19",61577235,36177
356,20,"24",61298931,44801
356,25,"29",58555074.5,57913
356,30,"34",56041315,60955
356,35,"39",51884186.5,73344
356,40,"44",45685256.5,103042
356,45,"49",40351898.5,132165
356,50,"54",35179011,195108
356,55,"59",30170521.5,326261
356,60,"64",25198184,397929
356,65,"69",19989547,488065
356,70,"74",13664919.5,519400
356,75,"79",8303288,509654
356,80,"84",4927989,458841
356,85,"89",2395082,321317
356,90,"94",763869,153828
356,95,"99",147202.5,41649
356,100,"null",15327,5998
360,0,"4",10941461,41950
360,5,"9",11607793.5,5544
360,10,"14",11762825,5281
360,15,"19",11091846.5,9666
360,20,"24",10747860,11573
360,25,"29",10618804.5,13160
360,30,"34",10263484.5,15998
360,35,"39",10284824,21929
360,40,"44",10039695,30071
360,45,"49",9239699,40938
360,50,"54",8381654.5,54112
360,55,"59",7187431.5,68419
360,60,"64",5754126.5,82657
360,65,"69",4217002,96306
360,70,"74",2808369.5,107292
360,75,"79",2000811,130382
360,80,"84",1185115,128455
360,85,"89",490261,85176
360,90,"94",120870,31843
360,95,"99",15227.5,5787
360,100,"null",873.5,456
364,0,"4",3153944.5,6952
364,5,"9",3672649.5,1196
364,10,"14",3274520.5,1147
364,15,"19",2926557,1654
364,20,"24",2814392.5,1465
364,25,"29",3243427,1696
364,30,"34",4185507.5,2832
364,35,"39",4459230.5,3741
364,40,"44",3683290.5,4303
364,45,"49",2849338.5,4853
364,50,"54",2477369.5,6510
364,55,"59",2019902,8697
364,60,"64",1720190,12427
364,65,"69",1335908.5,15614
364,70,"74",1005902.5,22191
364,75,"79",610340,28230
364,80,"84",359602.5,33191
364,85,"89",157947,25018
364,90,"94",39759,9995
364,95,"99",5112,2015
364,100,"null",209,129
368,0,"4",2687281,11842
368,5,"9",2796650.5,1136
368,10,"14",2590999.5,838
368,15,"19",2217702.5,1185
368,20,"24",2017317.5,1533
368,25,"29",1809991,1691
368,30,"34",1560447.5,1805
368,35,"39",1318586.5,2043
368,40,"44",1149380.5,2554
368,45,"49",1005134.5,3452
368,50,"54",841123.5,4384
368,55,"59",673611,5412
368,60,"64",416393,5295
368,65,"69",359556.5,8055
368,70,"74",253149.5,9704
368,75,"79",153822.5,10294
368,80,"84",82160.5,9518
368,85,"89",30263,5638
368,90,"94",6672.5,1907
368,95,"99",749.5,327
368,100,"null",34,21
372,0,"4",146358.5,83
372,5,"9",161267.5,6
372,10,"14",178031.5,6
372,15,"19",164163.5,20
372,20,"24",159789,18
372,25,"29",148250,43
372,30,"34",158974.5,59
372,35,"39",189220.5,102
372,40,"44",210795,174
372,45,"49",190098.5,218
372,50,"54",169142,357
372,55,"59",154411.5,480
372,60,"64",139104,700
372,65,"69",120538.5,1003
372,70,"74",102442,1477
372,75,"79",80185.5,1993
372,80,"84",52977.5,2587
372,85,"89",33135,3017
372,90,"94",15862,2566
372,95,"99",4606,1217
372,100,"null",591,241
376,0,"4",427605,271
376,5,"9",417233.5,29
376,10,"14",387903.5,32
376,15,"19",351669,44
376,20,"24",328621.5,64
376,25,"29",303400,57
376,30,"34",293406.5,74
376,35,"39",287539,131
376,40,"44",274127.5,162
376,45,"49",264260.5,281
376,50,"54",229403,383
376,55,"59",198486,567
376,60,"64",191117.5,826
376,65,"69",180928,1377
376,70,"74",165325.5,2104
376,75,"79",111285.5,2417
376,80,"84",76921.5,3822
376,85,"89",51152,4723
376,90,"94",24233.5,4077
376,95,"99",8504.5,2371
376,100,"null",1472,631
380,0,"4",1030801,719
380,5,"9",1204953.5,149
380,10,"14",1353557,160
380,15,"19",1398240.5,208
380,20,"24",1433118.5,228
380,25,"29",1491689.5,356
380,30,"34",1647188.5,476
380,35,"39",1691157,825
380,40,"44",1934091,1491
380,45,"49",2294400.5,2813
380,50,"54",2441691,4728
380,55,"59",2438868,7413
380,60,"64",2144661.5,10291
380,65,"69",1879756.5,14662
380,70,"74",1790880,24495
380,75,"79",1489731.5,34214
380,80,"84",1330794,57948
380,85,"89",903974,81598
380,90,"94",462059,81224
380,95,"99",131803,41458
380,100,"null",16159.5,8124
384,0,"4",2265810,29493
384,5,"9",2147082,2567
384,10,"14",1834032.5,1780
384,15,"19",1508025,2405
