"ISOcode","AgeStart","AgeEnd","Ri"
170,65,69,431
170,70,74,396
170,75,79,304
170,80,84,215
170,85,999,208
174,0,4,0
174,5,9,0
174,10,14,0
174,15,19,0
174,20,24,0
174,25,29,0
174,30,34,0
174,35,39,0
174,40,44,0
174,45,49,0
174,50,54,0
174,55,59,1
174,60,64,1
174,65,69,2
174,70,74,2
174,75,79,2
174,80,84,0
174,85,999,0
178,0,4,0
178,5,9,0
178,10,14,0
178,15,19,0
178,20,24,2
178,25,29,3
178,30,34,2
178,35,39,2
178,40,44,5
178,45,49,9
178,50,54,13
178,55,59,13
178,60,64,10
178,65,69,6
178,70,74,4
178,75,79,2
178,80,84,1
178,85,999,0
180,0,4,0
180,5,9,0
180,10,14,5
180,15,19,19
180,20,24,32
180,25,29,53
180,30,34,41
180,35,39,35
180,40,44,73
180,45,49,108
180,50,54,140
180,55,59,158
180,60,64,158
180,65,69,150
180,70,74,137
180,75,79,106
180,80,84,62
180,85,999,34
188,0,4,0
188,5,9,0
188,10,14,0
188,15,19,0
188,20,24,2
188,25,29,2
188,30,34,5
188,35,39,6
188,40,44,10
188,45,49,16
188,50,54,26
188,55,59,42
188,60,64,49
188,65,69,46
188,70,74,43
188,75,79,37
188,80,84,29
188,85,999,31
191,0,4,0
191,5,9,0
191,10,14,0
191,15,19,0
191,20,24,1
191,25,29,2
191,30,34,4
191,35,39,6
191,40,44,21
191,45,49,43
191,50,54,77
191,55,59,138
191,60,64,218
191,65,69,287
191,70,74,275
191,75,79,198
191,80,84,163
191,85,999,127
192,0,4,0
192,5,9,0
192,10,14,0
192,15,19,0
192,20,24,0
192,25,29,6
192,30,34,7
192,35,39,8
192,40,44,11
192,45,49,30
192,50,54,64
192,55,59,109
192,60,64,129
192,65,69,133
192,70,74,128
192,75,79,108
192,80,84,81
192,85,999,78
196,0,4,0
196,5,9,0
196,10,14,0
196,15,19,0
196,20,24,0
196,25,29,0
196,30,34,1
196,35,39,1
196,40,44,3
196,45,49,6
196,50,54,10
196,55,59,15
196,60,64,19
196,65,69,20
196,70,74,21
196,75,79,22
196,80,84,19
196,85,999,19
203,0,4,0
203,5,9,0
203,10,14,0
203,15,19,0
203,20,24,0
203,25,29,4
203,30,34,8
203,35,39,9
203,40,44,43
203,45,49,105
203,50,54,158
203,55,59,256
203,60,64,338
203,65,69,492
203,70,74,540
203,75,79,421
203,80,84,239
203,85,999,173
204,0,4,0
204,5,9,0
204,10,14,0
204,15,19,0
204,20,24,2
204,25,29,6
204,30,34,6
204,35,39,4
204,40,44,6
204,45,49,8
204,50,54,16
204,55,59,23
204,60,64,19
204,65,69,15
204,70,74,13
204,75,79,16
204,80,84,13
204,85,999,9
208,0,4,0
208,5,9,0
208,10,14,0
208,15,19,0
208,20,24,1
208,25,29,3
208,30,34,4
208,35,39,2
208,40,44,16
208,45,49,44
208,50,54,89
208,55,59,166
208,60,64,218
208,65,69,282
208,70,74,336
208,75,79,348
208,80,84,212
208,85,999,160
214,0,4,0
214,5,9,0
214,10,14,0
214,15,19,1
214,20,24,1
214,25,29,2
214,30,34,4
214,35,39,8
214,40,44,13
214,45,49,16
214,50,54,16
214,55,59,31
214,60,64,23
214,65,69,44
214,70,74,21
214,75,79,15
214,80,84,11
214,85,999,10
218,0,4,0
218,5,9,0
218,10,14,1
218,15,19,2
218,20,24,3
218,25,29,7
218,30,34,6
218,35,39,14
218,40,44,24
218,45,49,41
218,50,54,59
218,55,59,74
218,60,64,79
218,65,69,78
218,70,74,69
218,75,79,61
218,80,84,51
218,85,999,55
222,0,4,0
222,5,9,0
222,10,14,0
222,15,19,0
222,20,24,1
222,25,29,3
222,30,34,5
222,35,39,12
222,40,44,17
222,45,49,19
222,50,54,18
222,55,59,13
222,60,64,9
222,65,69,9
222,70,74,10
222,75,79,8
222,80,84,8
222,85,999,10
226,0,4,0
226,5,9,0
226,10,14,0
226,15,19,0
226,20,24,1
226,25,29,0
226,30,34,2
226,35,39,2
226,40,44,1
226,45,49,1
226,50,54,1
226,55,59,2
226,60,64,2
226,65,69,0
226,70,74,1
226,75,79,0
226,80,84,0
226,85,999,0
231,0,4,0
231,5,9,0
231,10,14,14
231,15,19,0
231,20,24,116
231,25,29,141
231,30,34,165
231,35,39,195
231,40,44,208
231,45,49,285
231,50,54,298
231,55,59,280
231,60,64,290
231,65,69,290
231,70,74,202
231,75,79,130
231,80,84,67
231,85,999,38
232,0,4,0
232,5,9,0
232,10,14,1
232,15,19,3
232,20,24,2
232,25,29,3
232,30,34,4
232,35,39,5
232,40,44,4
232,45,49,6
232,50,54,7
232,55,59,7
232,60,64,8
232,65,69,8
232,70,74,8
232,75,79,6
232,80,84,4
232,85,999,2
233,0,4,0
233,5,9,0
233,10,14,0
233,15,19,0
233,20,24,0
233,25,29,0
233,30,34,0
233,35,39,1
233,40,44,1
233,45,49,6
233,50,54,14
233,55,59,25
233,60,64,43
233,65,69,58
233,70,74,66
233,75,79,52
233,80,84,54
233,85,999,49
242,0,4,0
242,5,9,0
242,10,14,0
242,15,19,0
242,20,24,0
242,25,29,0
242,30,34,0
242,35,39,1
242,40,44,2
242,45,49,2
242,50,54,6
242,55,59,3
242,60,64,9
242,65,69,7
242,70,74,6
242,75,79,1
242,80,84,2
242,85,999,3
246,0,4,0
246,5,9,0
246,10,14,0
246,15,19,0
246,20,24,1
246,25,29,1
246,30,34,6
246,35,39,7
246,40,44,15
246,45,49,29
246,50,54,55
246,55,59,103
246,60,64,149
246,65,69,206
246,70,74,263
246,75,79,231
246,80,84,169
246,85,999,163
250,0,4,0
250,5,9,0
250,10,14,0
250,15,19,3
250,20,24,5
250,25,29,26
250,30,34,70
250,35,39,101
250,40,44,257
250,45,49,492
250,50,54,887
250,55,59,1353
250,60,64,1872
250,65,69,2391
250,70,74,2954
250,75,79,2364
250,80,84,1696
250,85,999,2142
254,0,4,0
254,5,9,0
254,10,14,0
254,15,19,0
254,20,24,0
254,25,29,0
254,30,34,0
254,35,39,0
254,40,44,0
254,45,49,1
254,50,54,1
254,55,59,3
254,60,64,1
254,65,69,2
254,70,74,1
254,75,79,1
254,80,84,1
254,85,999,0
258,0,4,0
258,5,9,0
258,10,14,0
258,15,19,0
258,20,24,0
258,25,29,0
258,30,34,0
258,35,39,0
258,40,44,0
258,45,49,0
258,50,54,2
258,55,59,2
258,60,64,2
258,65,69,3
258,70,74,3
258,75,79,4
258,80,84,2
258,85,999,2
262,0,4,0
262,5,9,0
262,10,14,0
262,15,19,0
262,20,24,1
262,25,29,2
262,30,34,2
262,35,39,2
262,40,44,2
262,45,49,2
262,50,54,3
262,55,59,3
262,60,64,3
262,65,69,3
262,70,74,2
262,75,79,2
262,80,84,0
262,85,999,0
266,0,4,0
266,5,9,0
266,10,14,0
266,15,19,0
266,20,24,1
266,25,29,0
266,30,34,2
266,35,39,2
266,40,44,2
266,45,49,2
266,50,54,2
266,55,59,4
266,60,64,5
266,65,69,1
266,70,74,2
266,75,79,2
266,80,84,1
266,85,999,0
268,0,4,0
268,5,9,0
268,10,14,0
268,15,19,0
268,20,24,0
268,25,29,1
268,30,34,1
268,35,39,0
268,40,44,5
268,45,49,15
268,50,54,29
268,55,59,53
268,60,64,82
268,65,69,104
268,70,74,101
268,75,79,70
268,80,84,57
268,85,999,39
270,0,4,0
270,5,9,0
270,10,14,0
270,15,19,0
270,20,24,0
270,25,29,2
270,30,34,2
270,35,39,2
270,40,44,2
270,45,49,1
270,50,54,2
270,55,59,2
270,60,64,2
270,65,69,1
270,70,74,3
270,75,79,3
270,80,84,1
270,85,999,0
275,0,4,0
275,5,9,0
275,10,14,0
275,15,19,0
275,20,24,1
275,25,29,5
275,30,34,5
275,35,39,9
275,40,44,12
275,45,49,17
275,50,54,21
275,55,59,25
275,60,64,24
275,65,69,20
275,70,74,20
275,75,79,15
275,80,84,9
275,85,999,5
276,0,4,0
276,5,9,0
276,10,14,0
276,15,19,2
276,20,24,13
276,25,29,23
276,30,34,22
276,35,39,62
276,40,44,221
276,45,49,457
276,50,54,1088
276,55,59,2018
276,60,64,2624
276,65,69,2917
276,70,74,3265
276,75,79,2876
276,80,84,3390
276,85,999,2957
288,0,4,0
288,5,9,0
288,10,14,0
288,15,19,0
288,20,24,7
288,25,29,25
288,30,34,34
288,35,39,38
288,40,44,43
288,45,49,48
288,50,54,62
288,55,59,66
288,60,64,53
288,65,69,37
288,70,74,32
288,75,79,22
288,80,84,11
288,85,999,5
300,0,4,0
300,5,9,0
300,10,14,0
300,15,19,0
300,20,24,0
300,25,29,0
300,30,34,1
300,35,39,4
300,40,44,8
300,45,49,25
300,50,54,50
300,55,59,77
300,60,64,109
300,65,69,146
300,70,74,182
300,75,79,188
300,80,84,156
300,85,999,154
312,0,4,0
312,5,9,0
312,10,14,0
312,15,19,0
312,20,24,0
312,25,29,0
312,30,34,0
312,35,39,0
312,40,44,2
312,45,49,3
312,50,54,5
312,55,59,8
312,60,64,9
312,65,69,9
312,70,74,8
312,75,79,8
312,80,84,4
312,85,999,3
316,0,4,0
316,5,9,0
316,10,14,0
316,15,19,0
316,20,24,0
316,25,29,0
316,30,34,0
316,35,39,0
316,40,44,0
316,45,49,1
316,50,54,2
316,55,59,2
316,60,64,2
316,65,69,2
316,70,74,2
316,75,79,2
316,80,84,1
316,85,999,0
320,0,4,0
320,5,9,0
320,10,14,0
320,15,19,0
320,20,24,0
320,25,29,1
320,30,34,2
320,35,39,4
320,40,44,5
320,45,49,8
320,50,54,7
320,55,59,6
320,60,64,8
320,65,69,10
320,70,74,9
320,75,79,4
320,80,84,6
320,85,999,10
324,0,4,0
324,5,9,0
324,10,14,3
324,15,19,1
324,20,24,1
324,25,29,6
324,30,34,5
324,35,39,5
324,40,44,5
324,45,49,5
324,50,54,5
324,55,59,7
324,60,64,10
324,65,69,12
324,70,74,11
324,75,79,7
324,80,84,4
324,85,999,2
328,0,4,0
328,5,9,0
328,10,14,0
328,15,19,0
328,20,24,0
328,25,29,0
328,30,34,0
328,35,39,0
328,40,44,0
328,45,49,0
328,50,54,0
328,55,59,4
328,60,64,0
328,65,69,4
328,70,74,0
328,75,79,2
328,80,84,1
328,85,999,1
332,0,4,0
332,5,9,0
332,10,14,0
332,15,19,1
332,20,24,3
332,25,29,2
332,30,34,4
332,35,39,6
332,40,44,6
332,45,49,15
332,50,54,15
332,55,59,20
332,60,64,22
332,65,69,21
332,70,74,37
332,75,79,5
332,80,84,4
332,85,999,8
340,0,4,0
340,5,9,0
340,10,14,0
340,15,19,2
340,20,24,2
340,25,29,2
340,30,34,4
340,35,39,5
340,40,44,10
340,45,49,13
340,50,54,17
340,55,59,29
340,60,64,20
340,65,69,19
340,70,74,23
340,75,79,8
340,80,84,10
340,85,999,10
348,0,4,0
348,5,9,0
348,10,14,0
348,15,19,0
348,20,24,1
348,25,29,4
348,30,34,8
348,35,39,11
348,40,44,66
348,45,49,168
348,50,54,269
348,55,59,354
348,60,64,478
348,65,69,671
348,70,74,577
348,75,79,420
348,80,84,269
348,85,999,191
352,0,4,0
352,5,9,0
352,10,14,0
352,15,19,0
352,20,24,0
352,25,29,0
352,30,34,0
352,35,39,1
352,40,44,2
352,45,49,3
352,50,54,3
352,55,59,8
352,60,64,5
352,65,69,7
352,70,74,8
352,75,79,6
352,80,84,7
352,85,999,5
356,0,4,0
356,5,9,0
356,10,14,16
356,15,19,99
356,20,24,353
356,25,29,682
356,30,34,954
356,35,39,1088
356,40,44,1527
356,45,49,2202
356,50,54,2973
356,55,59,3928
356,60,64,4638
356,65,69,4636
356,70,74,3483
356,75,79,2184
356,80,84,1270
356,85,999,784
360,0,4,0
360,5,9,0
360,10,14,0
360,15,19,26
360,20,24,41
360,25,29,204
360,30,34,185
360,35,39,377
360,40,44,762
360,45,49,1238
360,50,54,1830
360,55,59,2340
360,60,64,2551
360,65,69,2315
360,70,74,1701
360,75,79,1243
360,80,84,841
360,85,999,539
364,0,4,0
364,5,9,0
364,10,14,0
364,15,19,7
364,20,24,8
364,25,29,36
364,30,34,89
364,35,39,191
364,40,44,281
364,45,49,337
364,50,54,426
364,55,59,507
364,60,64,554
364,65,69,531
364,70,74,389
364,75,79,252
364,80,84,158
364,85,999,114
368,0,4,0
368,5,9,0
368,10,14,0
368,15,19,0
368,20,24,20
368,25,29,26
368,30,34,31
368,35,39,45
368,40,44,64
368,45,49,83
368,50,54,102
368,55,59,99
368,60,64,85
368,65,69,95
368,70,74,76
368,75,79,50
368,80,84,34
368,85,999,20
372,0,4,0
372,5,9,0
372,10,14,0
372,15,19,0
372,20,24,0
372,25,29,2
372,30,34,2
372,35,39,7
372,40,44,22
372,45,49,41
372,50,54,70
372,55,59,105
372,60,64,140
372,65,69,161
372,70,74,162
372,75,79,166
372,80,84,122
372,85,999,148
376,0,4,0
376,5,9,0
376,10,14,0
376,15,19,1
376,20,24,2
376,25,29,1
376,30,34,9
376,35,39,25
376,40,44,44
376,45,49,68
376,50,54,85
376,55,59,95
376,60,64,108
376,65,69,111
376,70,74,92
376,75,79,66
376,80,84,48
376,85,999,70
380,0,4,0
380,5,9,0
380,10,14,0
380,15,19,2
380,20,24,6
380,25,29,13
380,30,34,28
380,35,39,80
380,40,44,203
380,45,49,450
380,50,54,768
380,55,59,1099
380,60,64,1357
380,65,69,1740
380,70,74,2377
380,75,79,2309
380,80,84,2130
380,85,999,2137
384,0,4,0
384,5,9,0
384,10,14,0
384,15,19,0
384,20,24,2
384,25,29,9
384,30,34,19
384,35,39,18
384,40,44,21
384,45,49,25
384,50,54,30
384,55,59,40
384,60,64,40
384,65,69,29
384,70,74,21
384,75,79,15
384,80,84,10
384,85,999,4
388,0,4,0
388,5,9,0
388,10,14,0
388,15,19,1
388,20,24,2
388,25,29,3
388,30,34,2
388,35,39,3
388,40,44,5
388,45,49,9
388,50,54,17
388,55,59,23
388,60,64,26
388,65,69,24
388,70,74,23
388,75,79,17
388,80,84,12
388,85,999,10
392,0,4,0
392,5,9,0
392,10,14,0
392,15,19,0
392,20,24,10
392,25,29,136
392,30,34,0
392,35,39,137
392,40,44,435
392,45,49,1163
392,50,54,2322
392,55,59,3553
392,60,64,5109
392,65,69,6815
392,70,74,8195
392,75,79,7648
392,80,84,5835
392,85,999,7085
398,0,4,0
398,5,9,0
398,10,14,0
398,15,19,0
398,20,24,2
398,25,29,5
398,30,34,29
398,35,39,11
398,40,44,25
398,45,49,65
398,50,54,115
398,55,59,215
398,60,64,301
398,65,69,317
398,70,74,224
398,75,79,122
398,80,84,98
398,85,999,48
400,0,4,0
400,5,9,0
400,10,14,0
400,15,19,0
400,20,24,2
400,25,29,3
400,30,34,10
400,35,39,21
400,40,44,31
400,45,49,41
400,50,54,49
400,55,59,48
400,60,64,40
400,65,69,31
400,70,74,24
400,75,79,19
400,80,84,13
400,85,999,8
404,0,4,0
404,5,9,0
404,10,14,0
404,15,19,3
404,20,24,10
404,25,29,15
404,30,34,55
404,35,39,32
404,40,44,68
404,45,49,105
404,50,54,130
404,55,59,156
404,60,64,161
404,65,69,124
404,70,74,72
404,75,79,49
404,80,84,36
404,85,999,28
408,0,4,0
408,5,9,0
408,10,14,0
408,15,19,1
408,20,24,4
408,25,29,27
408,30,34,8
408,35,39,30
408,40,44,79
408,45,49,193
408,50,54,412
408,55,59,521
408,60,64,671
408,65,69,567
408,70,74,469
408,75,79,466
408,80,84,256
408,85,999,110
410,0,4,0
410,5,9,0
410,10,14,0
410,15,19,1
410,20,24,18
410,25,29,26
410,30,34,91
410,35,39,216
410,40,44,410
410,45,49,690
410,50,54,1041
410,55,59,1385
410,60,64,1683
410,65,69,1633
410,70,74,1400
410,75,79,1210
410,80,84,945
410,85,999,789
414,0,4,0
414,5,9,0
414,10,14,0
414,15,19,0
414,20,24,0
414,25,29,1
414,30,34,3
414,35,39,3
414,40,44,7
414,45,49,14
414,50,54,19
414,55,59,24
414,60,64,24
414,65,69,19
414,70,74,9
414,75,79,5
414,80,84,3
414,85,999,1
417,0,4,0
417,5,9,0
417,10,14,0
417,15,19,0
417,20,24,0
417,25,29,3
417,30,34,7
417,35,39,5
417,40,44,6
417,45,49,10
417,50,54,15
417,55,59,24
417,60,64,37
417,65,69,41
417,70,74,30
417,75,79,15
417,80,84,12
417,85,999,14
418,0,4,0
418,5,9,0
418,10,14,0
418,15,19,0
418,20,24,0
418,25,29,7
418,30,34,7
418,35,39,11
418,40,44,19
418,45,49,29
418,50,54,39
418,55,59,45
418,60,64,46
418,65,69,43
418,70,74,36
418,75,79,26
418,80,84,17
418,85,999,10
422,0,4,0
422,5,9,0
422,10,14,0
422,15,19,0
422,20,24,0
422,25,29,3
422,30,34,3
422,35,39,9
422,40,44,15
422,45,49,22
422,50,54,29
422,55,59,34
422,60,64,37
422,65,69,38
422,70,74,29
422,75,79,19
422,80,84,13
422,85,999,13
426,0,4,0
426,5,9,0
426,10,14,0
426,15,19,0
426,20,24,0
426,25,29,1
426,30,34,1
426,35,39,1
426,40,44,3
426,45,49,3
426,50,54,3
426,55,59,3
426,60,64,4
426,65,69,5
426,70,74,4
426,75,79,4
426,80,84,2
426,85,999,1
428,0,4,0
428,5,9,0
428,10,14,0
428,15,19,0
428,20,24,0
428,25,29,0
428,30,34,0
428,35,39,1
428,40,44,3
428,45,49,10
428,50,54,20
428,55,59,35
428,60,64,63
428,65,69,80
428,70,74,87
428,75,79,70
428,80,84,65
428,85,999,50
430,0,4,0
430,5,9,0
